Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
SUPERIOR NB,KEWEENAW FC,852,245557,"HANCOCK, MI",NAT,996,996,100,97,9,0,N
UNITED BK MI,UNITED BK FC,853,150044,"GRAND RAPIDS, MI",SNM,995,995,100,97,12,0,N
SOUND CMNTY BK,SOUND FNCL BC,854,429487,"SEATTLE, WA",SNM,994,994,100,97,8,0,N
KIRKPATRICK BK,AMERICAN BC OF OK,855,67151,"EDMOND, OK",SNM,993,993,100,97,7,0,N
BANK OF FAYETTE CTY,MOSCOW BSHRS,856,466754,"PIPERTON, TN",SMB,991,991,100,97,12,0,N
FIRST NB,BASTROP BSHRS,857,18050,"BASTROP, TX",NAT,990,990,100,97,5,0,N
TRUXTON TC,TRUXTON CORP,858,3290240,"NASHVILLE, TN",SMB,990,990,100,97,0,0,N
AMERICAN BK,AMERICAN BK INC,859,2580243,"ALLENTOWN, PA",SMB,986,986,100,97,0,0,N
FARMERS B&TC,FARMERS ENT,860,482156,"GREAT BEND, KS",SNM,986,986,100,97,8,0,N
DBA GNBANK NA,GN BSHRS,861,928056,"GIRARD, KS",NAT,984,984,100,97,14,0,N
JACKSON COUNTY BK,BANCORP OF SOUTHERN IN,862,884442,"SEYMOUR, IN",SNM,982,982,100,97,12,0,N
CORNHUSKER BK,CORNHUSKER GROWTH CORP,863,544652,"LINCOLN, NE",SMB,982,982,100,97,9,0,N
FIRST METRO BK,FIRST METRO BC,864,1222519,"MUSCLE SHOALS, AL",SNM,982,982,100,97,10,0,N
MID AMER BK,FRIENDSHIP BSHRS,865,873259,"LINN, MO",SNM,980,980,100,97,9,0,N
EDMONTON ST BK,EDMONTON BSHRS,866,845247,"GLASGOW, KY",SNM,980,980,100,97,17,0,N
FALCON NB,CENTRA VENTURES,867,3184228,"FOLEY, MN",NAT,979,979,100,97,5,0,N
FIRST NB,MCGREGOR BSHRS,868,895055,"MC GREGOR, TX",NAT,978,978,100,97,5,0,N
CLEAR MNT BK,STATE BC,869,886624,"BRUCETON MILLS, WV",SMB,978,978,100,97,10,0,N
BORDER BK,BORDER BSHRS,870,977951,"FARGO, ND",SNM,977,977,100,97,10,0,N
ALLIANCE BK CENT TX,ABCT HOLD,871,601658,"WOODWAY, TX",SNM,977,977,100,97,6,0,N
AUBURNBANK,AUBURN NBC,872,749635,"AUBURN, AL",SMB,977,977,100,97,7,0,N
FIRST PALMETTO BK,FIRST PALMETTO FC,873,586072,"CAMDEN, SC",SNM,975,975,100,97,21,0,N
CORNERSTONE NB&TC,CORNERSTONE BC,874,2929392,"PALATINE, IL",NAT,975,975,100,97,4,0,N
INTERNATIONAL BK OF CHICAGO,IBC BC,875,2006024,"CHICAGO, IL",SNM,974,974,100,97,5,0,N
WEST AL B&TC,WEST AL CAP CORP,876,501132,"REFORM, AL",SNM,972,972,100,97,15,0,N
FIRST NB MI,FIRST NAT BC,877,3404467,"KALAMAZOO, MI",NAT,971,971,100,97,5,0,N
BANK OF THE JAMES,BANK OF THE JAMES FNCL GROUP,878,2787770,"LYNCHBURG, VA",SMB,970,970,100,97,20,0,N
AMERICAN CMNTY B&T,AMERICAN CMNTY FNCL,879,2869162,"WOODSTOCK, IL",SNM,970,970,100,97,3,0,N
VISION BK,VISION BSHRS,880,241157,"ADA, OK",SMB,969,969,100,97,9,0,N
FARMERS & MRCHS BK,COUNTRY BSHRS,881,455552,"MILFORD, NE",SNM,967,967,100,97,11,0,N
FARMERS NB OF DANVILLE,BOYLE BANCORP,882,785147,"DANVILLE, KY",NAT,966,966,100,97,11,0,N
CONVERSE CTY BK,CONVERSE CTY CAP CORP,883,72258,"DOUGLAS, WY",SNM,966,966,100,97,2,0,N
FIRST CAP BK,FIRST CAP BSHRS,884,2849463,"CHARLESTON, SC",SMB,965,965,100,97,4,0,N
BNC NB,BNCCORP,885,2358769,"GLENDALE, AZ",NAT,965,965,100,97,10,0,N
GENERATIONS BK,HARRELL BSHRS,886,329345,"ROGERS, AR",SMB,965,965,100,97,9,0,N
BANK OF THE ORIENT,ORIENT BC,887,777366,"SAN FRANCISCO, CA",SMB,965,965,100,97,5,1,N
AMERASIA BK,,888,1169650,"FLUSHING, NY",SNM,962,962,100,97,6,0,N
BANK OF COMMERCE,COMMERCE BC,889,99442,"GREENWOOD, MS",SNM,962,962,100,97,9,0,N
HILLTOP NB,MIDLAND FC,890,1454,"CASPER, WY",NAT,961,961,100,97,5,0,N
BANK OF WI DELLS,DELLS BSHRS,891,894348,"WISCONSIN DELLS, WI",SNM,961,961,100,97,2,0,N
FIRST B&TC,,892,1228034,"DUNCAN, OK",SNM,960,960,100,97,13,0,N
PORT WASHINGTON ST BK,PORT BSHRS,893,937740,"PORT WASHINGTON, WI",SNM,960,960,100,97,7,0,N
GRAND SVG BK,GRAND BC,894,732178,"GROVE, OK",SNM,960,960,100,97,13,0,N
HOMETOWN BK NA,HOMETOWN BSHRS,895,393953,"GALVESTON, TX",NAT,959,959,100,97,6,0,N
R BK,R CORP FNCL,896,3821037,"ROUND ROCK, TX",SNM,958,958,100,97,9,0,N
NEBRASKALAND BK,NEBRASKALAND FS,897,2667957,"NORTH PLATTE, NE",SMB,957,957,100,97,5,0,N
BRANNEN BK,BRANNEN BK OF FL,898,760331,"INVERNESS, FL",SNM,957,957,100,97,11,0,N
RESOURCE BK,RESOURCE BSHRS,899,2716088,"COVINGTON, LA",SNM,956,956,100,97,10,0,N
UNIVERSITY BK,UNIVERSITY BC,900,137652,"ANN ARBOR, MI",SNM,956,956,100,97,0,0,N
STURGIS B&TC,STURGIS BC,901,366078,"STURGIS, MI",SNM,956,956,100,97,17,0,N
TEXAS NB,TNB BSHRS,902,497954,"MERCEDES, TX",NAT,955,955,100,97,8,0,N
SAINT LOUIS BK,ST LOUIS BSHRS,903,3354599,"SAINT LOUIS, MO",SNM,955,955,100,97,1,0,N
NANO BANC,NANO FNCL HOLDS,904,3635029,"IRVINE, CA",SMB,954,954,100,97,1,0,N
SECURITY FNCL BK,SECURITY FS CORP,905,450959,"DURAND, WI",SMB,954,954,100,97,7,0,N
SANIBEL CAPTIVA CMNTY BK,,906,3122994,"SANIBEL, FL",SNM,953,953,100,97,7,0,N
PIONEER B&TC,BELLE FOURCHE BSHRS,907,65559,"BELLE FOURCHE, SD",SNM,953,953,100,97,5,0,N
ACCESS BK,3MV BC,908,3614837,"OMAHA, NE",SNM,952,952,100,97,6,0,N
FIRST NAT BKRS BK,FIRST NAT BKR BSHRS,909,734538,"BATON ROUGE, LA",NAT,952,952,100,97,4,0,N
JONESTOWN B&TC OF JONESTOWN,JBT BC,910,653611,"JONESTOWN, PA",SNM,952,952,100,97,12,0,N
C3BANK NA,C3 BC,911,754068,"ENCINITAS, CA",NAT,950,950,100,97,3,0,N
LEDYARD NB,LEDYARD FNCL GRP,912,1863097,"NORWICH, VT",NAT,950,950,100,97,10,0,N
EVERTRUST BK,IBT HC,913,2297998,"CITY OF INDUSTRY, CA",SNM,946,946,100,97,7,0,N
RIO BK,RIO FNCL SVC,914,956750,"MCALLEN, TX",SNM,945,945,100,97,15,0,N
FIRST NB OF BEMIDJI,FIRST NB BEMIDJI ESOP & TR,915,363657,"BEMIDJI, MN",NAT,945,945,100,97,3,0,N
TRUSTAR BK,,916,5349218,"GREAT FALLS, VA",SNM,943,943,100,97,2,0,N
BELMONT B&TC,BELMONT FNCL GRP,917,3391718,"CHICAGO, IL",SNM,940,940,100,97,4,0,N
HCN BK,HEMET BC,918,183668,"RIVERSIDE, CA",SNM,940,940,100,97,5,0,N
PADUCAH B&TC,PADUCAH BSHRS,919,285740,"PADUCAH, KY",SMB,939,939,100,97,6,0,N
FARMERS & MRCH BK,KUJAWA FAM HOLDS,920,574949,"BERLIN, WI",SMB,937,937,100,97,1,0,N
CALVIN B TAYLOR BKG CO BERLI,CALVIN B TAYLOR BSHRS,921,39327,"BERLIN, MD",SNM,935,935,100,97,10,0,N
AMERICAN BK OF FREEDOM,EVERGREEN BSHRS,922,568359,"WELLSVILLE, MO",SNM,935,935,100,97,9,0,N
MID-MISSOURI BK,MID-MO BSHRS,923,950141,"SPRINGFIELD, MO",SNM,934,934,100,97,12,0,N
BANK OF LABOR,INTERNATIONAL BHOOD BOILERMKRS,924,246657,"LENEXA, KS",SNM,934,934,100,97,5,0,N
OPTIMUMBANK,OPTIMUMBANK HOLD,925,2953418,"FORT LAUDERDALE, FL",SNM,933,933,100,97,2,0,N
TENNESSEE ST BK,TENNESSEE ST BSHRS,926,479839,"PIGEON FORGE, TN",SMB,932,932,100,97,16,0,N
ADIRONDACK BK,ADIRONDACK BC,927,101671,"UTICA, NY",SMB,932,932,100,97,18,0,N
FIRST NB,FIRST GRANBURY BC,928,329952,"GRANBURY, TX",NAT,931,931,100,97,7,0,N
FIRST NB OF WATERLOO,FIRST WATERLOO BSHRS,929,145545,"WATERLOO, IL",NAT,931,931,100,97,15,0,N
SECURITY ST BK,SECURITY BSHRS,930,319551,"SCOTT CITY, KS",SNM,930,930,100,97,3,0,N
SECURITY ST BK,BRISCOE RANCH,931,839068,"PEARSALL, TX",SNM,925,925,100,97,6,0,N
NEWFIRST NB,NEWFIRST FNCL GROUP,932,938859,"EL CAMPO, TX",NAT,925,925,100,97,8,0,N
CLEAR FORK BK NA,ALBANY BSHRS,933,340751,"ALBANY, TX",NAT,925,925,100,97,5,0,N
PRIME MERIDIAN BK,PRIME MERIDIAN HC,934,3690701,"TALLAHASSEE, FL",SNM,924,924,100,97,3,0,N
FIRST NORTHERN B&TC,PALM BC,935,186717,"PALMERTON, PA",SMB,922,922,100,97,10,0,N
HEARTLAND BK,GENEVA ST CO,936,88455,"GENEVA, NE",SNM,922,922,100,97,14,0,N
HNB NB,R DEAN PHILLIPS BK TR,937,908553,"HANNIBAL, MO",NAT,921,921,100,97,14,0,N
TOLLESON PRIV BK,TOLLESON WEALTH MGMT,938,3166699,"DALLAS, TX",SNM,920,920,100,97,0,0,N
UNITED PRAIRIE BK,FARMERS ST CORP,939,712059,"MOUNTAIN LAKE, MN",SNM,916,916,100,97,9,0,N
CIERA BK,FIRST GRAHAM BC,940,327855,"GRAHAM, TX",SMB,915,915,100,97,7,0,N
FIRST ST BK,FIRST ST CORP,941,924236,"WAYNESBORO, MS",SNM,915,915,100,97,13,0,N
NEW MILLENNIUM BK,NMB FC,942,2833882,"FORT LEE, NJ",SNM,914,914,100,97,9,0,N
FIRSTIER BK,FIRSTIER II BC,943,536554,"KIMBALL, NE",SNM,913,913,100,97,9,0,N
FIRST CMRL BK,FIRST CMRL BSHRS,944,2948058,"JACKSON, MS",SNM,909,909,100,97,4,0,N
NBC OKLAHOMA,NBC CORP OF OKLAHOMA,945,39756,"OKLAHOMA CITY, OK",SNM,906,906,100,97,5,0,N
STIFEL TC NA,STIFEL FNCL CORP,946,2713920,"SAINT LOUIS, MO",NAT,905,905,100,97,0,0,N
BAYVANGUARD BK,BV FNCL,947,242976,"SPARROWS POINT, MD",SNM,904,904,100,97,14,0,N
BESSEMER TC,BESSEMER GRP,948,7009,"WOODBRIDGE, NJ",SNM,904,904,100,97,0,0,N
INSBANK,INSCORP,949,2877345,"NASHVILLE, TN",SMB,903,903,100,97,1,0,N
LINDELL B&TC,FIRST IL BANCORP,950,185859,"SAINT LOUIS, MO",SMB,902,902,100,97,14,0,N
VISIONBANK OF IA,VISIONBANKSHARES,951,269049,"AMES, IA",SMB,902,902,100,97,12,0,N
FRONTIER BK OF TX,FRONTIER CMNTY BSHRS,952,3472046,"ELGIN, TX",SNM,898,898,100,97,7,0,N
ATLANTIC CMNTY BKR BK,ATLANTIC CMNTY BSHRS,953,959715,"CAMP HILL, PA",SMB,896,896,100,97,2,0,N
BALLSTON SPA NB,BALLSTON SPA BC,954,505,"BALLSTON SPA, NY",NAT,896,896,100,97,12,0,N
JONESBORO ST BK,JONESBORO BSHRS,955,121651,"JONESBORO, LA",SNM,895,895,100,97,0,0,N
FIRST NB OF MIDDLE TN,FIRST MCMINNVILLE CORP,956,87234,"MCMINNVILLE, TN",NAT,895,895,100,97,10,0,N
FARMERS & MRCH BK,F&M FC,957,348720,"GRANITE QUARRY, NC",SNM,894,894,100,97,11,0,N
NEWFIELD NB,NEWFIELD BC,958,632410,"NEWFIELD, NJ",NAT,894,894,100,97,10,0,N
PEOPLES ST BK,PEOPLES BC,959,262844,"PRAIRIE DU CHIEN, WI",SNM,891,891,100,97,18,0,N
UNITED B&TC,UBT BSHRS,960,990352,"MARYSVILLE, KS",SMB,890,890,100,97,15,0,N
CLIMATE FIRST BK,CLIMATE FIRST BC,961,5592340,"SAINT PETERSBURG, FL",SNM,889,889,100,97,2,0,N
CNB BK,CARLSBAD BC,962,219651,"CARLSBAD, NM",SNM,887,887,100,97,2,0,N
FARMERS BK,FIRST FARMERS BSHRS,963,901938,"PORTLAND, TN",SNM,886,886,100,97,8,0,N
FARMERS NB,PROPHETSTOWN BKG CO,964,933041,"PROPHETSTOWN, IL",NAT,886,886,100,97,2,0,N
ROUND TOP ST BK,ROUND TOP BSHRS,965,665865,"ROUND TOP, TX",SNM,883,883,100,97,6,0,N
SCHERTZ B&TC,SCHERTZ BSHRS CORP,966,583268,"SCHERTZ, TX",SNM,881,881,100,97,5,0,N
BANK OF OLD MONROE,CUIVRE RIVER BSHRS,967,880855,"OLD MONROE, MO",SNM,880,880,100,97,4,0,N
KILLBUCK SVGS BK CO,KILLBUCK BSHRS,968,1017425,"KILLBUCK, OH",SMB,879,879,100,97,10,0,N
TRIAD BK,TRIAD BC,969,3374382,"FRONTENAC, MO",SNM,878,878,100,97,1,0,N
PLAINS ST BK,PLAINS ACQ CORP,970,972862,"HUMBLE, TX",SNM,876,876,100,97,5,0,N
BANK OF CHARLES TOWN,POTOMAC BSHRS,971,1014125,"CHARLES TOWN, WV",SNM,876,876,100,97,8,0,N
SECURITY BK,PAWNEE HC,972,516855,"TULSA, OK",SMB,875,875,100,97,0,0,N
FIRST UT BK,FIRST UT BC,973,207872,"SALT LAKE CITY, UT",SNM,874,874,100,97,6,0,N
PARAGON BK,PARAGON FNCL SOLUTIONS,974,3288452,"MEMPHIS, TN",SNM,874,874,100,97,8,0,N
FIRST SECURITY BK,SECURITY CAPITAL CORP,975,718145,"BATESVILLE, MS",SNM,873,873,100,97,16,0,N
AXIOM BK NA,AXIOM BSHRS,976,408875,"MAITLAND, FL",NAT,871,871,100,97,6,0,N
PEOPLES B&TC CO,LINCOLN CTY BC,977,909055,"TROY, MO",SMB,870,870,100,97,8,0,N
TRADITIONS BK,TRADITIONS BC,978,3145797,"YORK, PA",SNM,870,870,100,97,7,0,N
BANK OF EASTERN OR,BEO BC,979,14865,"HEPPNER, OR",SNM,868,868,100,97,21,0,N
GRASSHOPPER BK NA,GRASSHOPPER BC,980,5210989,"NEW YORK, NY",NAT,867,867,100,97,0,0,N
AFFINITY BK NA,AFFINITY BSHRS,981,321273,"COVINGTON, GA",NAT,867,867,100,97,2,0,N
FIRST CMRL BK USA,,982,2332910,"ALHAMBRA, CA",SNM,866,866,100,97,7,0,N
GREENFIELD BKG CO,GREENFIELD BSHRS,983,592644,"GREENFIELD, IN",SNM,865,865,100,97,6,0,N
COMMUNITY NB,COMMUNITY BSHRS,984,354552,"SENECA, KS",NAT,861,861,100,97,5,0,N
BANK OF BOTETOURT,,985,759625,"BUCHANAN, VA",SNM,859,859,100,97,12,0,N
PIONEER BK,CITIZENS BK GROUP,986,920854,"MAPLETON, MN",SMB,859,859,100,97,5,0,N
CIBM BK,CIB MARINE BSHRS,987,340742,"CHAMPAIGN, IL",SNM,858,858,100,97,8,0,N
HAWAII NB,HAWAII NAT BSHRS,988,915065,"HONOLULU, HI",NAT,858,858,100,97,8,0,N
FIRST NORTHERN BK OF WY,FIRST NAT BUFFALO BSHRS,989,868956,"BUFFALO, WY",SMB,858,858,100,97,4,0,N
TEXAS HERITAGE NB,DAINGERFIELD HC,990,824653,"DAINGERFIELD, TX",NAT,857,857,100,97,5,0,N
AMERICAN BK&TR CO,FIRST BRECKINRIDGE BSHRS,991,2919898,"BOWLING GREEN, KY",SNM,856,856,100,97,5,0,N
NEW PEOPLES BK,NEW PEOPLES BSHRS,992,2736451,"HONAKER, VA",SMB,855,855,100,97,16,0,N
T BK NA,TECTONIC FNCL,993,3284445,"DALLAS, TX",NAT,853,853,100,97,1,0,N
UNITED S BK,UNISOUTH,994,327435,"UMATILLA, FL",SNM,853,853,100,97,13,0,N
TEXAS BK,HENDERSON TX BSHRS,995,414764,"HENDERSON, TX",SNM,853,853,100,97,10,0,N
TEXAS NB,TEXAS NAT BC,996,739355,"JACKSONVILLE, TX",NAT,851,851,100,97,8,0,N
LEGENDS BK,LEGENDS FNCL HOLD,997,2745426,"CLARKSVILLE, TN",SNM,851,851,100,97,9,0,N
JUNIATA VALLEY BK,JUNIATA VALLEY FNCL CORP,998,215710,"MIFFLINTOWN, PA",SNM,848,848,100,97,13,0,N
FIRST BK,FIRST BC,999,451068,"KETCHIKAN, AK",SNM,848,848,100,97,7,0,N
VERMILLION ST BK,VERMILLION BSHRS,1000,208057,"VERMILLION, MN",SNM,847,847,100,97,5,0,N
PINNACLE BK,,1001,3455227,"MORGAN HILL, CA",SNM,847,847,100,97,4,0,N
FARMERS & MRCH BK,FARMERS & MRCHS BSHRS,1002,891226,"UPPERCO, MD",SNM,845,845,100,97,8,0,N
PRIME ALLI BK,,1003,3309571,"WOODS CROSS, UT",SNM,843,843,100,97,0,0,N
FIRST FED CMNTY BK NA,FFD FC,1004,540775,"DOVER, OH",NAT,843,843,100,97,6,0,N
1ST COLONIAL CMNTY BK,1ST COLONIAL BC,1005,2920773,"COLLINGSWOOD, NJ",SNM,841,841,100,97,2,0,N
WINTER PARK NB,,1006,5143788,"WINTER PARK, FL",NAT,840,840,100,97,0,0,N
STONE BK,MO/ARK BSHRS,1007,913146,"MOUNTAIN VIEW, AR",SMB,840,840,100,97,6,0,N
COMMUNITY FIRST BK IN,COMMUNITY FIRST FC,1008,3165357,"KOKOMO, IN",SNM,839,839,100,97,7,0,N
GOLDEN ST BK,GOLDEN ST BC,1009,3224375,"GLENDALE, CA",SNM,837,837,100,97,1,0,N
DIAMOND BK,BAINUM BANCORP,1010,27847,"MURFREESBORO, AR",SMB,836,836,100,97,13,0,N
MAINSTREET CMNTY BK OF FLORI,NORTHSTAR FNCL GRP,1011,3217957,"DELAND, FL",SNM,832,832,100,97,8,0,N
PEOPLES BK,PEOPLES FC,1012,870539,"BILOXI, MS",SNM,831,831,100,97,16,0,N
FOCUS BK,SECURITY STATE BSHRS,1013,498148,"CHARLESTON, MO",SNM,829,829,100,97,10,0,N
FIRST NB OK,FIRST BC OF OK,1014,525053,"OKLAHOMA CITY, OK",NAT,829,829,100,97,3,0,N
IDAHO FIRST BK,PEAK BC,1015,3384952,"MCCALL, ID",SNM,828,828,100,97,6,0,N
OLD FT BKG CO,OLD FT BKG CO ESOP,1016,564324,"OLD FORT, OH",SNM,824,824,100,97,9,0,N
MRV BKS,MRV FNCL CORP,1017,3482111,"SAINTE GENEVIEVE, MO",SNM,823,823,100,97,4,0,N
FIRST S ST BK,FIRST BSHRS OF STEVENSON,1018,246134,"STEVENSON, AL",SNM,822,822,100,97,10,0,N
MECHANICS BK,MECHANICS FNCL CORP,1019,943675,"MANSFIELD, OH",SNM,821,821,100,97,8,0,N
BANKIOWA,FIDELITY BAN CORP,1020,737548,"CEDAR RAPIDS, IA",SNM,820,820,100,97,12,0,N
FNB OXFORD BK,FIRST NATIONAL HC,1021,590640,"OXFORD, MS",SMB,819,819,100,97,5,0,N
FIRST ST BK,LOUISE BSHRS,1022,888552,"LOUISE, TX",SNM,818,818,100,97,12,0,N
UNIFIED BK,UNITED BC,1023,584724,"MARTINS FERRY, OH",SNM,818,818,100,97,17,0,N
CITIZENS ST BK OF NEW CASTLE,TOWN FC,1024,1000641,"NEW CASTLE, IN",SNM,817,817,100,97,10,0,N
WESTBURY BK,WESTBURY BC,1025,524971,"WAUKESHA, WI",SNM,817,817,100,97,8,0,N
STATE BK,LIZTON FC,1026,345747,"BROWNSBURG, IN",SNM,815,815,100,97,9,0,N
COMMUNITY BK,MANSFIELD BSHRS,1027,974754,"MANSFIELD, LA",SNM,815,815,100,97,11,0,N
POINTS WEST CMNTY BK,FIRST NE BANCS,1028,444556,"WINDSOR, CO",SNM,814,814,100,97,20,0,N
BLUE RIDGE B&TC,BLUE RIDGE BSHRS,1029,935250,"INDEPENDENCE, MO",SNM,813,813,100,97,7,0,N
RESOURCE BK NA,RESOURCE BSHRS,1030,235530,"DEKALB, IL",NAT,813,813,100,97,14,0,N
MIDWEST BK,MIDWEST BK GROUP,1031,806958,"DETROIT LAKES, MN",SNM,813,813,100,98,6,0,N
FIRST NB,INDUSTRY BSHRS,1032,342362,"SHINER, TX",NAT,813,813,100,98,4,0,N
OXFORD BK,OXFORD BK CORP,1033,448040,"OXFORD, MI",SMB,812,812,100,98,8,0,N
PROMISEONE BK,PROMISEONE BC,1034,3832127,"DULUTH, GA",SNM,811,811,100,98,9,0,N
CNB ST LOUIS BK,CARDINAL BC,1035,870650,"MAPLEWOOD, MO",SNM,811,811,100,98,5,0,N
IXONIA BK,IXONIA BSHRS,1036,529341,"IXONIA, WI",SNM,811,811,100,98,6,0,N
FIRST BK OF GREENWICH,FIRST GREENWICH FNCL,1037,3466988,"COS COB, CT",SNM,809,809,100,98,2,0,N
CITIZENS BK,CITIZENS BC,1038,98463,"CORVALLIS, OR",SNM,807,807,100,98,14,0,N
PEOPLES BK CO,PEOPLES HC,1039,702911,"COLDWATER, OH",SNM,806,806,100,98,6,0,N
FNBC BK,FNBC BC,1040,100843,"ASH FLAT, AR",SMB,805,805,100,98,15,0,N
FIRST AMER B&TC,FIRST AMER BC,1041,921039,"ATHENS, GA",SNM,805,805,100,98,6,0,N
TRADITIONS BK,TRADITIONS BSHRS,1042,3194692,"CULLMAN, AL",SNM,804,804,100,98,5,0,N
MOUNTAIN PACIFIC BK,MOUNTAIN PACIFIC BC,1043,3459207,"EVERETT, WA",SNM,803,803,100,98,4,0,N
BANK OF THE WEST,GREATER SW BSHRS,1044,859552,"GRAPEVINE, TX",SNM,803,803,100,98,9,0,N
PEOPLES BK OF CMRC,PBCO FC,1045,2661861,"MEDFORD, OR",SNM,799,799,100,98,10,0,N
FORTRESS BK,FIRST ST BC,1046,953535,"PEORIA, IL",SNM,797,797,100,98,9,0,N
FCN BK NA,FCN BANC CORP,1047,321947,"BROOKVILLE, IN",NAT,795,795,100,98,5,0,N
CITIZENS TR BK,CITIZENS BSHRS CORP,1048,680130,"ATLANTA, GA",SMB,793,793,100,98,6,0,N
WESTERN BK,CIRCLE I BK GRP,1049,199463,"LUBBOCK, TX",SNM,792,792,100,98,9,0,N
CITIZENS BK,CITIZENS BK ESOP RET SAV PLAN,1050,961259,"FARMINGTON, NM",SNM,792,792,100,98,5,0,N
DMB CMNTY BK,DMB CORP,1051,56548,"MADISON, WI",SNM,792,792,100,98,1,0,N
INDUSTRY ST BK,INDUSTRY BSHRS,1052,733054,"INDUSTRY, TX",SNM,790,790,100,98,3,0,N
RELIABANK DAKOTA,BIG SIOUX FNCL,1053,108951,"ESTELLINE, SD",SNM,790,790,100,98,9,0,N
TERRABANK NA,,1054,238737,"MIAMI, FL",NAT,788,788,100,98,2,0,N
FIRST CMNTY BK OF TN,FIRST CMNTY BC,1055,1188772,"SHELBYVILLE, TN",SNM,788,788,100,98,3,0,N
FIRST ST BK MIDDLEBURY,CRYSTAL VALLEY FC,1056,967046,"MIDDLEBURY, IN",SNM,788,788,100,98,5,0,N
FIRST NB NORTH,WALKER BAN CO,1057,805755,"WALKER, MN",NAT,787,787,100,98,9,0,N
CUMBERLAND VALLEY NB&TC,CUMBERLAND VALLEY FNCL CO,1058,647218,"EAST BERNSTADT, KY",NAT,787,787,100,98,14,0,N
WILSON & MUIR B&TC,WILSON & MUIR BANCORP,1059,899343,"BARDSTOWN, KY",SNM,787,787,100,98,10,0,N
CITIZENS BK,,1060,126834,"CARTHAGE, TN",SNM,786,786,100,98,7,0,N
ALLIANCE BK,ALLIANCE FS,1061,166652,"LAKE CITY, MN",SNM,785,785,100,98,5,0,N
CAROLINA B&TC,FIRST CAROLINA BSHRS CORP,1062,355120,"LAMAR, SC",SNM,785,785,100,98,13,0,N
HARMONY BK,HARMONY BSHRS,1063,3297490,"DALLAS, TX",SNM,785,785,100,98,10,0,N
FIRST LIBERTY BK,FIRST LIBERTY HOLD LLC,1064,898850,"OKLAHOMA CITY, OK",SNM,784,784,100,98,2,0,N
BAC CMNTY BK,BAC FNCL,1065,5461,"STOCKTON, CA",SNM,783,783,100,98,7,0,N
BEACON CMNTY BK,BEACON HC,1066,5136959,"MOUNT PLEASANT, SC",SNM,782,782,100,98,5,0,N
QUAIL CREEK BK,QUAIL CREEK BSHRS,1067,507152,"OKLAHOMA CITY, OK",SNM,781,781,100,98,0,0,N
WESTERN CMRC BK,WESTERN CMRC BSHRS CARLSBAD,1068,169756,"CARLSBAD, NM",SNM,781,781,100,98,11,0,N
NORTHEAST BK,NORTHEAST SECURITIES CORP,1069,689357,"MINNEAPOLIS, MN",SNM,779,779,100,98,2,0,N
MODERN BK NA,MODERN BK MGMT LLC,1070,2398701,"NEW YORK, NY",NAT,778,778,100,98,0,0,Y
PENDLETON CMNTY BK,ALLEGHENY BSHRS,1071,370020,"FRANKLIN, WV",SNM,778,778,100,98,13,0,N
TIMBERLINE BK,TIMBERLINE BC,1072,3271986,"GRAND JUNCTION, CO",SNM,777,777,100,98,2,0,N
COMMERCEONE BK,COMMERCEONE FC,1073,5227101,"BIRMINGHAM, AL",SNM,776,776,100,98,0,0,N
DBA OR PACIFIC BK,OREGON PACIFIC BC,1074,160360,"FLORENCE, OR",SMB,776,776,100,98,5,0,N
CUSB BK,HOW-WIN DEV CO,1075,900146,"CRESCO, IA",SMB,776,776,100,98,6,0,N
HIAWATHA NB,LAKE SHORE III CORP,1076,505550,"HAGER CITY, WI",NAT,776,776,100,98,6,0,N
BANK OF BRIDGER NA,BRIDGER CO,1077,17950,"BRIDGER, MT",NAT,775,775,100,98,11,0,N
BNA BK,BNA BSHRS,1078,916745,"NEW ALBANY, MS",SNM,774,774,100,98,6,0,N
ARTHUR ST BK,JCO VENTURES LLC,1079,591320,"UNION, SC",SNM,774,774,100,98,68,0,N
21ST CENTURY BK,CROSSTOWN HC,1080,340256,"LORETTO, MN",SNM,774,774,100,98,6,0,N
F&M BK,F&M BSHRS,1081,163857,"EDMOND, OK",SNM,772,772,100,98,7,0,N
ITASCA B&TC,ITASCA BC,1082,812436,"ITASCA, IL",SNM,772,772,100,98,1,0,N
FIRST FREEDOM BK,FIRST FREEDOM BSHRS,1083,3437148,"LEBANON, TN",SNM,770,770,100,98,5,0,N
PRAIRIE ST B&TC,AMERICAN CENT FNCL GRP,1084,1222948,"SPRINGFIELD, IL",SNM,769,769,100,98,17,0,N
FIELD & MAIN BK,FIELD & MAIN BC,1085,618740,"HENDERSON, KY",SMB,769,769,100,98,5,0,N
FREEDOM BK,FREEDOM BC,1086,3729124,"MAYWOOD, NJ",SNM,769,769,100,98,4,0,N
WEST SHORE BK,WEST SHORE BK CORP,1087,832546,"LUDINGTON, MI",SNM,768,768,100,98,8,0,N
CITIZENS 1ST BK,,1088,869663,"TYLER, TX",SMB,768,768,100,98,3,0,N
THREAD BK,THREAD BC,1089,841838,"ROGERSVILLE, TN",SNM,768,768,100,98,1,0,N
AMERICAN PLUS BK NA,,1090,3623110,"ARCADIA, CA",NAT,767,767,100,98,2,0,N
