Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
FIRST WESTERN B&TC,WESTBRAND,457,687951,"MINOT, ND",SMB,2241,2241,100,94,17,0,N
COMMUNITY NB&TC,COMMUNITY BC,458,923752,"CHANUTE, KS",NAT,2239,2239,100,94,39,0,N
PIEDMONT BK,PIEDMONT BC,459,3489035,"PEACHTREE CORNERS, GA",SNM,2238,2238,100,94,15,0,N
COMMUNITY NB,MIDLAND BSHRS,460,293053,"MIDLAND, TX",NAT,2232,2232,100,94,10,0,N
COMMERCIAL BK,UNIFIED SHARES LLC,461,497039,"HARROGATE, TN",SMB,2230,2230,100,94,66,0,N
MAINSTREET BK,MAINSTREET BSHRS,462,3248849,"FAIRFAX, VA",SMB,2217,2217,100,94,5,0,N
DOGWOOD ST BK,,463,3047659,"RALEIGH, NC",SNM,2215,2215,100,94,18,0,N
SCHAUMBURG B&TC NA,WINTRUST FC,464,2970657,"SCHAUMBURG, IL",NAT,2206,2206,100,94,6,0,N
CENTRAL BK,COMMERCIAL FNCL CORP,465,546544,"STORM LAKE, IA",SMB,2191,2191,100,94,23,0,N
BANK FIVE NINE,OCONOMOWOC BSHRS,466,806846,"OCONOMOWOC, WI",SNM,2183,2183,100,94,15,0,N
ONE CMNTY BK,BOSSHARD FNCL GRP,467,247140,"OREGON, WI",SMB,2181,2181,100,94,15,0,N
BANK IA,BANK IA CORP,468,187947,"WEST DES MOINES, IA",SMB,2167,2167,100,94,25,0,N
FIRST UNITED BK,PLAINS BC,469,578255,"DIMMITT, TX",SNM,2161,2161,100,94,16,0,N
FIRST NB OF FORT SMITH,FIRST BK CORP,470,397540,"FORT SMITH, AR",NAT,2154,2154,100,94,26,0,N
FARMERS & MERCHANTS TR CO OF,FRANKLIN FNCL SVC CORP,471,289515,"CHAMBERSBURG, PA",SNM,2152,2152,100,94,24,0,N
OPPORTUNITY BK OF MT,EAGLE BC MT,472,685676,"HELENA, MT",SMB,2142,2142,100,94,28,0,N
MARQUETTE BK,MARQUETTE NAT CORP,473,716833,"CHICAGO, IL",SMB,2139,2139,100,94,19,0,N
STATE BK OF THE LAKES NA,WINTRUST FC,474,595430,"ANTIOCH, IL",NAT,2133,2133,100,94,8,0,N
PINNACLE BK,PINNACLE FC,475,366238,"ELBERTON, GA",SNM,2131,2131,100,94,24,0,N
CREWS B&TC,CREWS BKG CORP,476,200435,"WAUCHULA, FL",SNM,2129,2129,100,94,19,0,N
MONTECITO B&T,MONTECITO BC,477,514066,"SANTA BARBARA, CA",SNM,2129,2129,100,94,15,0,N
COASTAL STS BK,COASTALSOUTH BSHRS,478,3274709,"HILTON HEAD ISLAND, SC",SMB,2129,2129,100,94,10,0,N
CASHMERE VALLEY BK,,479,574976,"CASHMERE, WA",SNM,2113,2113,100,94,10,0,N
BANK OF CMRC,,480,324863,"IDAHO FALLS, ID",SNM,2111,2111,100,94,14,0,N
UNITED BK,UNITED BK CORP ESOP TR,481,37435,"ZEBULON, GA",SNM,2100,2100,100,94,17,0,N
PCSB BK,BROOKLINE BC,482,24006,"YORKTOWN HEIGHTS, NY",SMB,2094,2094,100,94,14,0,N
EPHRATA NB,HIBSHMAN TR FOR EPHRATA NB STK,483,425911,"EPHRATA, PA",NAT,2091,2091,100,94,13,0,N
GA BKG CO,GEORGIA BKG CO,484,3016347,"ATLANTA, GA",SNM,2084,2084,100,94,6,0,N
PEOPLES BK,FINWARD BC,485,568470,"MUNSTER, IN",SNM,2076,2076,100,94,27,0,N
PARKE BK,PARKE BC,486,2764212,"SEWELL, NJ",SNM,2065,2065,100,94,6,0,N
LUANA SVG BK,LUANA BC,487,674849,"LUANA, IA",SNM,2065,2065,100,94,5,0,N
ISABELLA BK,ISABELLA BK CORP,488,74140,"MOUNT PLEASANT, MI",SMB,2058,2058,100,94,29,0,N
PLANTERS B&TC,PLANTERS HOLDING COMPANY,489,972648,"INDIANOLA, MS",SNM,2058,2058,100,95,20,0,N
CFBANK NA,CF BSHRS,490,767974,"COLUMBUS, OH",NAT,2056,2056,100,95,7,0,N
QUEENSBOROUGH NB&TC,QUEENSBOROUGH CO,491,960935,"LOUISVILLE, GA",NAT,2022,2022,100,95,24,0,N
LYONS NB,LYONS BC,492,323204,"LYONS, NY",NAT,2020,2020,100,95,15,0,N
SIGNATURE BK,SIGNATURE BC,493,3437483,"ROSEMONT, IL",SNM,2018,2018,100,95,2,0,N
CENTRAL BK,CENTRAL BC,494,622774,"PROVO, UT",SNM,2017,2017,100,95,11,0,N
PIONEER BK NA,PIONEER BC MHC,495,237619,"ALBANY, NY",NAT,2015,2015,100,95,21,0,N
FIVE POINTS BK,HOMETOWN BC,496,554857,"GRAND ISLAND, NE",SMB,2008,2008,100,95,15,0,N
INCREDIBLEBANK,RIVER VALLEY BC,497,163549,"WAUSAU, WI",SNM,2002,2002,100,95,15,0,N
ANDERSON BROS BK,ANDERSON BSHRS,498,6329,"MULLINS, SC",SNM,1993,1993,100,95,24,0,N
GOLDEN BK NA,,499,536059,"HOUSTON, TX",NAT,1985,1985,100,95,8,0,N
TRI CITY NB,TRI CITY BSHRS CORP,500,242444,"OAK CREEK, WI",NAT,1982,1982,100,95,27,0,N
TEXAS CMNTY BK,VISION BSHRS,501,528960,"LAREDO, TX",SMB,1981,1981,100,95,9,0,N
FALCON INTL BK,FALCON BSHRS,502,564557,"LAREDO, TX",SNM,1969,1969,100,95,17,0,N
SECURITY FIRST BK,STOCKMENS FC,503,276850,"LINCOLN, NE",SNM,1961,1961,100,95,29,0,N
FIRST CMNTY BK,FIRST CMNTY CORP,504,2328137,"LEXINGTON, SC",SNM,1943,1943,100,95,20,0,N
FIRST NB IN SIOUX FALLS,MINNEHAHA BSHRS,505,326858,"SIOUX FALLS, SD",NAT,1940,1940,100,95,17,0,N
HEARTLAND BK,HEARTLAND BC,506,853112,"WHITEHALL, OH",SMB,1936,1936,100,95,22,0,N
CITIZENS NB,FIRST CITIZENS BSHRS,507,552161,"WAXAHACHIE, TX",NAT,1934,1934,100,95,11,0,N
FIRST NORTHERN BK,FIRST NORTHERN CMNTY BC,508,783161,"DIXON, CA",SNM,1930,1930,100,95,13,0,N
COGENT BK,COGENT BC,509,2847142,"ORLANDO, FL",SNM,1926,1926,100,95,8,0,N
GATEWAY FIRST BK,GATEWAY FIRST BC,510,3851427,"JENKS, OK",SNM,1921,1921,100,95,9,0,N
FIDELITY B&T,FIDELITY CO,511,939249,"DUBUQUE, IA",SNM,1915,1915,100,95,29,0,N
SOUTH CENT BK,SOUTH CENTRAL BSHRS OF KY,512,473042,"GLASGOW, KY",SNM,1912,1912,100,95,24,0,N
OAK VALLEY CMNTY BK,OAK VALLEY BC,513,1864197,"OAKDALE, CA",SMB,1900,1900,100,95,17,0,N
WHITAKER BK,WHITAKER BC,514,1445943,"LEXINGTON, KY",SMB,1897,1897,100,95,43,0,N
BENEFICIAL ST BK,BENEFICIAL ST FOUND,515,3608751,"OAKLAND, CA",SNM,1896,1896,100,95,7,0,N
FIRST BK CHICAGO,FIRST BK CHICAGO CORP,516,804338,"HIGHLAND PARK, IL",SNM,1895,1895,100,95,2,0,N
FIRST UNITED B&TR,FIRST UNITED CORP,517,61122,"OAKLAND, MD",SNM,1891,1891,100,95,21,0,N
BUILTWELL BK,BUILTWELL BC,518,234739,"CHATTANOOGA, TN",SNM,1889,1889,100,95,31,0,N
BANK OF TN,BANCTENN CORP,519,340135,"KINGSPORT, TN",SNM,1887,1887,100,95,20,0,N
BANK OF CLARKE,EAGLE FNCL SVC,520,753324,"BERRYVILLE, VA",SMB,1881,1881,100,95,13,0,N
CITIZENS NB,CNB BSHRS,521,717737,"SEVIERVILLE, TN",NAT,1875,1875,100,95,23,0,N
SECURITY ST B&TC,SECURITY HC,522,247355,"FREDERICKSBURG, TX",SNM,1869,1869,100,95,20,0,N
NORTH DALLAS B&TC,,523,490450,"DALLAS, TX",SNM,1867,1867,100,95,5,0,N
FIRST ST BK,BRISCOE RANCH,524,273662,"UVALDE, TX",SNM,1866,1866,100,95,7,0,N
FIRST CITIZENS BK,FIRST CITIZENS FNCL CORP,525,186744,"MASON CITY, IA",SMB,1864,1864,100,95,7,0,N
MIDDLEFIELD BKG CO,MIDDLEFIELD BC,526,177920,"MIDDLEFIELD, OH",SNM,1855,1855,100,95,21,0,N
LINCOLN SVGS BK,LINCOLN BC,527,589943,"REINBECK, IA",SNM,1854,1854,100,95,15,0,N
FIRST FARMERS & MRCH B,FIRST FARMERS & MRCH CORP,528,150035,"COLUMBIA, TN",SMB,1853,1853,100,95,21,0,N
CONWAY NB,CNB CORP,529,631422,"CONWAY, SC",NAT,1850,1850,100,95,15,0,N
PLANTERS BK,PLANTERS FNCL GRP,530,2497181,"HOPKINSVILLE, KY",SNM,1848,1848,100,95,12,0,N
STARION BK,STARION BC,531,2009605,"BISMARCK, ND",SNM,1847,1847,100,95,15,0,N
AMERICAN B&T,LEACKCO BHC,532,275358,"SIOUX FALLS, SD",SNM,1846,1846,100,95,19,0,N
FARMERS & MERCHANTS BK,FARMERS & MERCHANTS BSHRS,533,677644,"STUTTGART, AR",SMB,1843,1843,100,95,22,0,N
BLACKHAWK B&T,BLACKHAWK BC,534,890742,"MILAN, IL",SNM,1825,1825,100,95,17,0,N
QNB BK,QNB CORP,535,852713,"QUAKERTOWN, PA",SNM,1825,1825,100,95,11,0,N
MABREY BK,MABREY BC,536,139553,"BIXBY, OK",SMB,1816,1816,100,95,14,0,N
THOMASVILLE NB,THOMASVILLE BSHRS,537,2344753,"THOMASVILLE, GA",NAT,1816,1816,100,95,2,0,N
FIRSTBANK SW,FIRSTPERRYTON BC,538,840363,"AMARILLO, TX",SNM,1816,1816,100,95,10,0,N
ONE FL BK,OFB BSHRS,539,3807880,"ORLANDO, FL",SNM,1813,1813,100,95,5,0,N
MISSION BK,MISSION BC,540,2736714,"BAKERSFIELD, CA",SMB,1812,1812,100,95,7,0,N
STATE BK,FENTURA FNCL,541,602048,"FENTON, MI",SNM,1807,1807,100,95,19,0,N
PEOPLES NB,MARKET STREET BSHRS,542,375043,"MOUNT VERNON, IL",NAT,1803,1803,100,95,21,0,N
HAWTHORN BK,HAWTHORN BSHRS,543,508346,"JEFFERSON CITY, MO",SNM,1802,1802,100,95,17,0,N
SANTA CRUZ CTY BK,WEST COAST CMNTY BC,544,3235410,"SANTA CRUZ, CA",SNM,1801,1801,100,95,8,0,N
CITIZENS CMNTY FED NA,CITIZENS CMNTY BC,545,962890,"ALTOONA, WI",NAT,1797,1797,100,95,21,0,N
SOUTH ATLANTIC BK,SOUTH ATLANTIC BSHRS,546,3637247,"MYRTLE BEACH, SC",SNM,1797,1797,100,95,11,0,N
SOUTHPOINT BK,SOUTHPOINT BSHRS,547,3386536,"BIRMINGHAM, AL",SNM,1788,1788,100,95,11,0,N
BANKWEST,SOUTH DAKOTA BSHRS,548,540551,"PIERRE, SD",SNM,1782,1782,100,95,19,0,N
NATIONAL BK OF BLACKSBURG,NATIONAL BSHRS,549,754929,"BLACKSBURG, VA",NAT,1781,1781,100,95,26,0,N
FIRST AMER BK,FIRST ARTESIA BSHRS,550,771458,"ARTESIA, NM",SNM,1779,1779,100,95,20,0,N
CNB B&T NA,CNB BK SHARES,551,613343,"CARLINVILLE, IL",NAT,1772,1772,100,95,17,0,N
FIRST FINANCIAL BK,FIRST FINANCIAL BANC CORP,552,48374,"EL DORADO, AR",SMB,1772,1772,100,95,17,0,N
COMMONWEALTH BUS BK,CBB BC,553,3337097,"LOS ANGELES, CA",SMB,1770,1770,100,95,10,0,N
MOUNTAIN CMRC BK,MOUNTAIN CMRC BC,554,1016231,"KNOXVILLE, TN",SNM,1770,1770,100,95,6,0,N
ESQUIRE BK NA,ESQUIRE FNCL HOLDS,555,3447820,"JERICHO, NY",NAT,1766,1766,100,95,1,0,N
WATERFORD BK NA,WATERFORD BC,556,3588424,"TOLEDO, OH",NAT,1765,1765,100,95,3,0,N
CRYSTAL LAKE B&TC NA,WINTRUST FC,557,2624400,"CRYSTAL LAKE, IL",NAT,1765,1765,100,95,5,0,N
HERITAGE BK INC,COMMONWEALTH HOLDINGS LLC,558,1469677,"ERLANGER, KY",SNM,1755,1755,100,95,18,0,N
LEGACY BK & TR CO,CENTURY BSHRS,559,397755,"MOUNTAIN GROVE, MO",SMB,1755,1755,100,95,9,0,N
SECURITY NB OF OMAHA,SECURITY NAT CORP,560,844053,"OMAHA, NE",NAT,1750,1750,100,95,12,0,N
FIRST ST BK,RED RIVER BC,561,435750,"GAINESVILLE, TX",SMB,1746,1746,100,95,12,0,N
MOODY NB,MOODY BSHRS,562,253356,"GALVESTON, TX",NAT,1746,1746,100,95,13,0,N
SHINHAN BK AMER,,563,1494914,"NEW YORK, NY",SNM,1743,1743,100,95,14,0,N
BANK7,BANK7 CORP,564,18854,"OKLAHOMA CITY, OK",SMB,1739,1739,100,95,11,0,N
OAKWORTH CAP BK,OAKWORTH CAP,565,3720608,"BIRMINGHAM, AL",SNM,1736,1736,100,95,3,0,N
CITIZENS NB OF MERIDIAN,CITIZENS NAT BANC CORP,566,69333,"MERIDIAN, MS",NAT,1733,1733,100,95,26,0,N
BANK OF SPRINGFIELD,SPRING BC,567,248240,"SPRINGFIELD, IL",SNM,1721,1721,100,95,16,0,N
EMBASSY BK FOR THE LEHIGH VA,EMBASSY BC,568,3068579,"BETHLEHEM, PA",SNM,1716,1716,100,95,9,0,N
REGENT BK,REGENT CAP CORP,569,309655,"TULSA, OK",SNM,1708,1708,100,95,5,0,N
GREAT PLAINS NB,GREAT PLAINS BSHRS,570,2482824,"ELK CITY, OK",NAT,1702,1702,100,95,22,0,N
F&M BK,F&M FC,571,741330,"CLARKSVILLE, TN",SNM,1690,1690,100,95,20,0,N
KITSAP BK,OLYMPIC BC,572,584377,"PORT ORCHARD, WA",SNM,1686,1686,100,95,15,0,N
OMB BK,JAMESMARK BSHRS,573,2785646,"SPRINGFIELD, MO",SMB,1677,1677,100,95,8,0,N
AMERICAN CMRL B&TC NA,FIRST OTTAWA BSHRS,574,856243,"OTTAWA, IL",NAT,1672,1672,100,95,10,0,N
EVOLVE B&TC,EVOLVE BC,575,592448,"WEST MEMPHIS, AR",SMB,1671,1671,100,95,5,0,N
KISH BK,KISH BC,576,600419,"BELLEVILLE, PA",SNM,1664,1664,100,95,16,0,N
PLUMAS BK,PLUMAS BC,577,670467,"QUINCY, CA",SMB,1664,1664,100,95,15,0,N
PEOPLES BK,PEOPLES BC OF NC,578,220527,"NEWTON, NC",SNM,1661,1661,100,95,16,0,N
CITIZENS BK,CITIZENS BC INV,579,63733,"LAFAYETTE, TN",SNM,1659,1659,100,95,20,0,N
FIRST NB,CAPITOL BC,580,355858,"FORT PIERRE, SD",NAT,1655,1655,100,95,15,0,N
PROVIDENCE B&TC,PROVIDENCE FC,581,3280625,"SOUTH HOLLAND, IL",SNM,1637,1637,100,95,13,0,N
AVAILA BK,CARROLL CTY BSHRS,582,859141,"CARROLL, IA",SNM,1635,1635,100,95,13,0,N
ADIRONDACK TC,ADIRONDACK TC ESOT,583,645317,"SARATOGA SPRINGS, NY",SMB,1630,1630,100,95,12,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,584,5050028,"OKLAHOMA CITY, OK",SNM,1630,1630,100,95,40,0,N
SECURITY NB OF SIOUX CITY IA,SECURITY NAT CORP,585,418249,"SIOUX CITY, IA",NAT,1623,1623,100,95,9,0,N
FARMERS ST BK,FSB FS,586,840747,"WATERLOO, IA",SNM,1620,1620,100,95,7,0,N
CORNERSTONE BK,CORNERSTONE HC,587,879457,"FARGO, ND",SNM,1618,1618,100,95,10,0,N
VIRGINIA NB,VIRGINIA NAT BSHRS CORP,588,2708122,"CHARLOTTESVILLE, VA",NAT,1614,1614,100,95,13,0,N
JERSEY SHORE ST BK,PENNS WOODS BC,589,732918,"WILLIAMSPORT, PA",SNM,1612,1612,100,95,15,0,N
ONE BK OF TN,BPC CORP,590,99536,"COOKEVILLE, TN",SNM,1611,1611,100,95,18,0,N
DBA TAB BANK,TAB BK HOLDS,591,2736219,"OGDEN, UT",SNM,1607,1607,100,95,0,0,N
JOURNEY BK,MUNCY COLUMBIA FC,592,881012,"BLOOMSBURG, PA",SNM,1603,1603,100,95,21,0,N
VOLUNTEER ST BK,VOLUNTEER ST BSHRS,593,774132,"NASHVILLE, TN",SNM,1598,1598,100,95,17,0,N
HORICON BK,SWORD FC,594,528849,"HORICON, WI",SNM,1596,1596,100,95,19,0,N
CHESAPEAKE BK,CHESAPEAKE FNCL SHARES,595,214722,"KILMARNOCK, VA",SMB,1586,1586,100,95,16,0,N
FIRST NB,WICHITA FALLS BSHRS,596,375566,"WICHITA FALLS, TX",NAT,1579,1579,100,95,6,0,N
CREDIT ONE BK NA,,597,639567,"LAS VEGAS, NV",NAT,1579,1579,100,95,0,0,N
BANK OF BIRD-IN-HAND,,598,4536084,"BIRD IN HAND, PA",SNM,1578,1578,100,95,5,0,N
FIRST NB CENTRAL TX,2013 MONTE HULSE FAM IRR TR I,599,369659,"WACO, TX",NAT,1577,1577,100,95,5,0,N
FORCHT BK NA,FORCHT BC INC,600,3141726,"LEXINGTON, KY",NAT,1568,1568,100,95,22,0,N
FIRST NAT B&TC,CENTRE 1 BC,601,207845,"BELOIT, WI",NAT,1564,1564,100,95,17,0,N
LANDMARK NB,LANDMARK BC INC,602,481177,"MANHATTAN, KS",NAT,1559,1559,100,95,30,0,N
COMMUNITY BK,CB FNCL SERV INC,603,371924,"CARMICHAELS, PA",SNM,1559,1559,100,95,11,0,N
CBI B&TC,CENTRAL BSHRS,604,830542,"MUSCATINE, IA",SMB,1558,1558,100,95,23,0,N
CHAIN BRIDGE BK NA,CHAIN BRIDGE BC,605,3597211,"MC LEAN, VA",NAT,1555,1555,100,95,0,0,N
BONVENU BK NA,BONVENU BC,606,594853,"BOSSIER CITY, LA",NAT,1546,1546,100,95,14,0,N
RIVERVIEW BK,RIVERVIEW BC,607,921178,"VANCOUVER, WA",SNM,1546,1546,100,95,17,0,N
INDEPENDENT BK,INDEPENDENT HOLDINGS,608,2666400,"MEMPHIS, TN",SNM,1543,1543,100,95,8,0,N
FIRST ST BK,TRI-COUNTY FNCL GRP,609,887340,"MENDOTA, IL",SNM,1534,1534,100,95,18,0,N
SUTTON BK,SUTTON BSHRS,610,110413,"ATTICA, OH",SNM,1528,1528,100,95,7,0,N
CORTRUST BK NA,HOPKINS FC,611,61355,"MITCHELL, SD",NAT,1524,1524,100,95,36,0,N
CITIZENS BK,CITIZENS BSHRS,612,856748,"BATESVILLE, AR",SMB,1520,1520,100,95,15,0,N
UNION BK,UNION BSHRS,613,333203,"MORRISVILLE, VT",SNM,1519,1519,100,95,18,0,N
TROY B&TC,TRUST NO 3 UNDER THE WILL OF,614,134437,"TROY, AL",SNM,1518,1518,100,95,12,0,N
SECURITY FED BK,SECURITY FED CORP,615,763677,"AIKEN, SC",SNM,1512,1512,100,95,19,0,N
FFB BK,FFB BC,616,3398623,"FRESNO, CA",SNM,1510,1510,100,96,0,0,N
CITIZENS ALLI BK,FORSTROM BC,617,279954,"CLARA CITY, MN",SNM,1510,1510,100,96,14,0,N
COMMUNITY ST BK,QCR HOLDS,618,790543,"ANKENY, IA",SMB,1508,1508,100,96,8,0,N
SOUTHERN MI B&TC,SOUTHERN MI BC,619,822042,"COLDWATER, MI",SNM,1507,1507,100,96,18,0,N
CECILIAN BK,PINE KNOB HOLDS LLC,620,982142,"CECILIA, KY",SNM,1497,1497,100,96,18,0,N
CENTURY BK,CENTURY FS CORP,621,83375,"SANTA FE, NM",SNM,1493,1493,100,96,7,0,N
BANK OF NEW ENGLAND,,622,113601,"SALEM, NH",SNM,1490,1490,100,96,8,0,N
FIRST BK RICHMOND,RICHMOND MUT BC,623,419675,"RICHMOND, IN",SNM,1487,1487,100,96,12,0,N
WAUKESHA ST BK,BANK ST CAP CORP,624,290249,"WAUKESHA, WI",SNM,1481,1481,100,96,13,0,N
VINTON CTY NB,COMMUNITY BSHRS,625,754826,"MC ARTHUR, OH",NAT,1480,1480,100,96,15,0,N
NATIONAL BK OF CMRC,NATCOM BSHRS,626,775456,"SUPERIOR, WI",NAT,1480,1480,100,96,9,0,N
COMMERCIAL BK OF TX NA,NACOGDOCHES CMRL BSHRS,627,885869,"NACOGDOCHES, TX",NAT,1479,1479,100,96,22,0,N
OHIO VALLEY BK CO,OHIO VALLEY BC,628,498317,"GALLIPOLIS, OH",SMB,1479,1479,100,96,15,0,N
PARK BK,PARK BC,629,403946,"MADISON, WI",SNM,1479,1479,100,96,9,0,N
AMERICAN HERITAGE BK,AMERICAN BC,630,311050,"SAPULPA, OK",SMB,1478,1478,100,96,21,0,N
FIRST CMRC BK,FIRST CMRC BC,631,3404373,"LAKEWOOD, NJ",SNM,1476,1476,100,96,9,0,N
EVERGREEN BK GRP,BANCORP FNCL,632,2834759,"OAK BROOK, IL",SNM,1476,1476,100,96,2,0,N
PEOPLES ST BK,PSB HOLDS,633,340144,"WAUSAU, WI",SNM,1476,1476,100,96,11,0,N
CITIZENS BK,CITIZENS HC,634,29636,"PHILADELPHIA, MS",SNM,1476,1476,100,96,25,0,N
PATHFINDER BK,PATHFINDER BC,635,729310,"OSWEGO, NY",SNM,1475,1475,100,96,11,0,N
OLD POINT NB OF PHOEBUS,OLD POINT FC,636,186221,"HAMPTON, VA",NAT,1468,1468,100,96,13,0,N
ALMA BK,,637,3633173,"ASTORIA, NY",SNM,1465,1465,100,96,9,0,N
AMERICAN BK CMRC,AMERICO BSHRS,638,215662,"WOLFFORTH, TX",SNM,1464,1464,100,96,15,0,N
FIRST BK OF THE LAKE,FBOL BSHRS,639,758851,"OSAGE BEACH, MO",SNM,1463,1463,100,96,0,0,N
CITIZENS TRI-CTY BK,SEQUATCHIE VALLEY BSHRS,640,162337,"DUNLAP, TN",SNM,1457,1457,100,96,22,0,N
AMERICAN ST BK,AMBANK CO,641,735441,"SIOUX CENTER, IA",SNM,1454,1454,100,96,10,0,N
BANKERS BK,BANKERS BC,642,408642,"MADISON, WI",SMB,1453,1453,100,96,0,0,N
FIRST BK,FIRST NAT CORP,643,899428,"STRASBURG, VA",SMB,1452,1452,100,96,20,0,N
FIRST FNCL NW BK,FIRST FNCL NW,644,768074,"RENTON, WA",SNM,1450,1450,100,96,14,0,N
RELYANCE BK,JEFFERSON BSHRS,645,49241,"WHITE HALL, AR",SMB,1449,1449,100,96,19,0,N
NODAWAY VALLEY BK,NODAWAY VALLEY BSHRS,646,770657,"MARYVILLE, MO",SNM,1448,1448,100,96,9,0,N
EXCHANGE BK,EXCHANGE CO,647,492650,"KEARNEY, NE",SNM,1442,1442,100,96,6,0,N
PEGASUS BK,BANCFIRST CORP,648,3465392,"DALLAS, TX",SMB,1438,1438,100,96,2,0,N
FIRST KEYSTONE CMNTY BK,FIRST KEYSTONE CORP,649,790918,"BERWICK, PA",SNM,1437,1437,100,96,18,0,N
NORTH ST BK,NORTH STATE BC,650,2915461,"RALEIGH, NC",SMB,1435,1435,100,96,6,0,N
MORRIS BK,MORRIS ST BSHRS,651,423739,"DUBLIN, GA",SNM,1435,1435,100,96,9,0,N
NORTHWEST BK,GWY LLC,652,3678857,"BOISE, ID",SNM,1432,1432,100,96,5,0,N
STERLING BK,STERLING BSHRS,653,3284490,"POPLAR BLUFF, MO",SNM,1421,1421,100,96,13,0,N
BANK OF TRAVELERS REST,TRAVELERS REST BSHRS,654,589523,"TRAVELERS REST, SC",SNM,1413,1413,100,96,9,0,N
BANKFINANCIAL NA,BANKFINANCIAL CORP,655,454676,"OLYMPIA FIELDS, IL",NAT,1409,1409,100,96,17,0,N
DIETERICH BK,PRIME BANC CORP,656,771140,"EFFINGHAM, IL",SMB,1408,1408,100,96,14,0,N
PARK ST BK,PARK FNCL GRP,657,286457,"DULUTH, MN",SNM,1408,1408,100,96,15,0,N
ADAMS B&TC,ADAGE LLC,658,463650,"OGALLALA, NE",SMB,1403,1403,100,96,20,0,N
COMMUNITY FNCL SVC BK,COMMUNITY FNCL SVC ESOP,659,698144,"BENTON, KY",SMB,1403,1403,100,96,7,0,N
FIRST NB OF PULASKI,FIRST PULASKI NAT CORP,660,972732,"PULASKI, TN",NAT,1397,1397,100,96,12,0,N
AMERISERV FNCL BK,AMERISERV FNCL,661,928618,"JOHNSTOWN, PA",SMB,1394,1394,100,96,16,0,N
MAIN ST BK CORP,MAIN ST FS CORP,662,985479,"WOOSTER, OH",SNM,1394,1394,100,96,18,0,N
CENTRAL BK IL,CENTRAL BANC,663,931038,"GENESEO, IL",SNM,1394,1394,100,96,10,0,N
CHAMBERS BK,CHAMBERS BSHRS,664,517049,"DANVILLE, AR",SMB,1388,1388,100,96,22,0,N
US METRO BK,US METRO BC,665,3470154,"GARDEN GROVE, CA",SNM,1387,1387,100,96,8,0,N
STATE B&TC,SB FNCL GRP,666,614313,"DEFIANCE, OH",SMB,1386,1386,100,96,23,0,N
UNITED BK,UNITED BC OF AL,667,994435,"ATMORE, AL",SNM,1373,1373,100,96,19,0,N
ALLIANCE BK,ALLIANCE BSHRS,668,176464,"SULPHUR SPRINGS, TX",SNM,1373,1373,100,96,13,0,N
CITY FIRST BK NA,CITY FIRST ENT,669,2697963,"WASHINGTON, DC",NAT,1371,1371,100,96,3,0,N
ARMED FORCES BK NA,DICKINSON FC II,670,983457,"FORT LEAVENWORTH, KS",NAT,1369,1369,100,96,13,0,N
CITIZENS B&TC,CITIZENS BKG CORP,671,701839,"FROSTPROOF, FL",SNM,1364,1364,100,96,16,0,N
PRIMESOUTH BK,JONES BSHRS,672,1011638,"BLACKSHEAR, GA",SNM,1359,1359,100,96,6,0,N
YELLOWSTONE BK,YELLOWSTONE HC,673,680457,"LAUREL, MT",SMB,1355,1355,100,96,9,0,N
1ST SUMMIT BK,1ST SUMMIT BC OF JOHNSTOWN,674,526519,"JOHNSTOWN, PA",SNM,1354,1354,100,96,17,0,N
INBANK,INBANKSHARES CORP,675,209858,"RATON, NM",SNM,1353,1353,100,96,17,0,N
BANK OF UTICA,,676,254317,"UTICA, NY",SNM,1351,1351,100,96,0,0,N
BANK MIDWEST,GOODENOW BC,677,45551,"SPIRIT LAKE, IA",SMB,1351,1351,100,96,10,0,N
ELKHORN VALLEY B&TC,FEO INV,678,439356,"NORFOLK, NE",SNM,1351,1351,100,96,8,0,N
MERCHANTS NB,MERCHANTS BC,679,701222,"HILLSBORO, OH",NAT,1348,1348,100,96,16,0,N
OLD DOMINION NA,ODNB FC,680,3610718,"NORTH GARDEN, VA",NAT,1346,1346,100,96,3,0,N
PEOPLES BK OF AL,ALTRUST FS,681,60330,"CULLMAN, AL",SNM,1345,1345,100,96,27,0,N
FIELDPOINT PRIV B&TC,FIELDPOINT PRIV HOLDS,682,3664588,"GREENWICH, CT",SMB,1343,1343,100,96,2,0,N
FARMERS & MERCHANTS BK,F&M BK CORP,683,713926,"TIMBERVILLE, VA",SMB,1342,1342,100,96,13,0,N
CITIZENS ST BK,INDUSTRY BSHRS,684,54656,"BUFFALO, TX",SNM,1342,1342,100,96,11,0,N
FIRST AMER B&TC,ONE AMER CORP,685,101037,"VACHERIE, LA",SNM,1341,1341,100,96,24,0,N
FORTIS BK,FORTIS BC,686,2515320,"DENVER, CO",SNM,1337,1337,100,96,2,0,N
CASS CMRL BK,CASS INFO SYS,687,177751,"DES PERES, MO",SMB,1323,1323,100,96,2,0,N
FRONTIER BK,FRONTIER MGMT LLC,688,33857,"OMAHA, NE",SNM,1322,1322,100,96,6,0,N
