Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
SABINE ST B&TC,SABINE BSHRS,689,125855,"MANY, LA",SNM,1318,1318,100,96,50,0,N
SAVINGS BK OF MENDOCINO CTY,,690,146663,"UKIAH, CA",SNM,1313,1313,100,96,8,0,N
1ST FNCL BK USA,,691,526452,"DAKOTA DUNES, SD",SNM,1313,1313,100,96,1,0,N
FIRST NB OF TN,,692,283737,"LIVINGSTON, TN",NAT,1311,1311,100,96,6,0,N
CENTRAL NB,CENTRABANC CORP,693,428060,"WACO, TX",NAT,1311,1311,100,96,3,0,N
BTC BK,BETHANY BSHRS,694,1009242,"BETHANY, MO",SNM,1309,1309,100,96,22,0,N
WALLIS BK,WALLIS BSHRS,695,283867,"WALLIS, TX",SNM,1307,1307,100,96,15,0,N
COMMUNITY NAT B&T TX,COMMUNITY BK HOLD TX,696,738769,"CORSICANA, TX",NAT,1306,1306,100,96,12,0,N
WEST GATE BK,WEST GATE BSHRS,697,207050,"LINCOLN, NE",SNM,1306,1306,100,96,9,0,N
PINNACLE BK WY,PINNACLE BC,698,561659,"CODY, WY",SNM,1300,1300,100,96,12,0,N
CITY NB,SULPHUR SPRINGS BSHRS,699,596062,"SULPHUR SPRINGS, TX",NAT,1299,1299,100,96,16,0,N
MEADOWS BK,,700,3719648,"LAS VEGAS, NV",SNM,1297,1297,100,96,5,0,N
DART BK,DART FC,701,47247,"MASON, MI",SNM,1296,1296,100,96,3,0,N
AMERICAN RIVIERA BK,AMERICAN RIVIERA BC,702,3388482,"SANTA BARBARA, CA",SNM,1294,1294,100,96,7,0,N
NORTH AMER BKG CO,N A CORP,703,2631846,"ROSEVILLE, MN",SMB,1294,1294,100,96,5,0,N
BANK OF ID,BANK OF ID HC,704,300960,"IDAHO FALLS, ID",SNM,1293,1293,100,96,14,0,N
BANK OF NY MELLON TC NA,BANK OF NY MELLON CORP,705,398668,"LOS ANGELES, CA",NAT,1292,1292,100,96,0,0,N
COREFIRST B&TC,COMMERCE B&T HC ESOP,706,361055,"TOPEKA, KS",SNM,1289,1289,100,96,11,0,N
PACIFIC NB,,707,577137,"MIAMI, FL",NAT,1288,1288,100,96,2,0,N
PROVIDENCE BK,PB FC,708,3404506,"ROCKY MOUNT, NC",SNM,1285,1285,100,96,9,0,N
SOLVAY BK,SOLVAY BC,709,722816,"SOLVAY, NY",SMB,1277,1277,100,96,8,0,N
SUMMIT BK,SUMMIT BK GRP,710,3243282,"EUGENE, OR",SNM,1272,1272,100,96,4,0,N
FIRST ST BK,FIRST ST FC,711,113740,"EASTPOINTE, MI",SMB,1264,1264,100,96,10,0,N
RICHWOOD BKG CO,RICHWOOD BSHRS,712,150727,"RICHWOOD, OH",SMB,1259,1259,100,96,8,0,N
COUNTY NB,CNB CMNTY BC,713,682143,"HILLSDALE, MI",NAT,1257,1257,100,96,13,0,N
INDEPENDENCE BK,MONTANA SECURITY,714,606653,"HAVRE, MT",SNM,1256,1256,100,96,9,0,N
UNITED SCTY BK,UNITED SCTY BSHRS,715,1162017,"FRESNO, CA",SMB,1255,1255,100,96,13,0,N
APEX BK,APEX BC,716,51253,"CAMDEN, TN",SNM,1251,1251,100,96,19,0,N
GREENE CTY CMRL BK,,717,3268249,"CATSKILL, NY",SNM,1246,1246,100,96,0,0,N
BAYFIRST NB,BAYFIRST FNCL CORP,718,2771694,"SAINT PETERSBURG, FL",NAT,1245,1245,100,96,11,0,N
PLAINS CMRC BK,PLAINS CMRC FNCL,719,593052,"SIOUX FALLS, SD",SNM,1240,1240,100,96,7,0,N
STATE BK OF INDIA CA,,720,779968,"LOS ANGELES, CA",SNM,1233,1233,100,96,7,0,N
CENTRAL NB,CENTRAL OF KS,721,234355,"JUNCTION CITY, KS",NAT,1233,1233,100,96,31,0,N
CITIZENS BK,CITCO CMNTY BSHRS,722,778738,"ELIZABETHTON, TN",SNM,1230,1230,100,96,13,0,N
DAKOTA CMNTY B&TC NA,DAKOTA CMNTY BSHRS,723,815156,"HEBRON, ND",NAT,1229,1229,100,96,12,0,N
LIBERTY NAT BK,BOE BSHRS,724,68756,"LAWTON, OK",NAT,1229,1229,100,96,8,0,N
GENESEE REGIONAL BK,GREATER ROCHESTER BC,725,852704,"ROCHESTER, NY",SNM,1228,1228,100,96,2,0,N
GROVE B&TC,COCONUT GROVE BSHRS,726,648130,"MIAMI, FL",SMB,1228,1228,100,96,4,0,N
UNION BK CO,UNITED BSHRS,727,780218,"COLUMBUS GROVE, OH",SNM,1227,1227,100,96,14,0,N
SOUTHWESTERN NB,SWNB BC,728,2625724,"HOUSTON, TX",NAT,1221,1221,100,96,8,0,N
PEOPLES B&TC,PBT BSHRS,729,153353,"MCPHERSON, KS",SNM,1220,1220,100,96,16,0,N
FIRST IC BK,FIRST IC CORP,730,2877840,"DORAVILLE, GA",SNM,1216,1216,100,96,9,0,N
NORTHWAY BK,NORTHWAY FNCL,731,30502,"BERLIN, NH",SNM,1216,1216,100,96,15,0,N
SIGNATURE BK,WHITE RIVER BSHRS CO,732,3350724,"FAYETTEVILLE, AR",SMB,1215,1215,100,96,9,0,N
BOM BK,GRANT BSHRS,733,684455,"NATCHITOCHES, LA",SNM,1212,1212,100,96,19,0,N
SECURITY B&TC,SECURITY BSHRS,734,118156,"PARIS, TN",SNM,1211,1211,100,96,10,0,N
COMMERCIAL & SVG BK,CSB BC,735,189129,"MILLERSBURG, OH",SMB,1209,1209,100,96,15,0,N
CRESCENT BK,CB&T HC,736,1885932,"NEW ORLEANS, LA",SNM,1208,1208,100,96,2,0,N
SIGNATURE BK NA,SIGNATURE BC,737,3076604,"TOLEDO, OH",NAT,1207,1207,100,96,1,0,N
BENCHMARK CMNTY BK,BENCHMARK BSHRS,738,94522,"KENBRIDGE, VA",SMB,1207,1207,100,96,15,0,N
SKYLINE NB,SKYLINE BSHRS,739,90328,"INDEPENDENCE, VA",NAT,1206,1206,100,96,27,0,N
BENCHMARK BK,QUINLAN BSHRS,740,980960,"PLANO, TX",SMB,1205,1205,100,96,6,0,N
TEXAS SCTY BK,TEXAS SCTY BSHRS,741,3619216,"DALLAS, TX",SNM,1199,1199,100,96,4,0,N
FIRST SOUTHERN NB,FIRST SOUTHERN BC,742,702612,"LANCASTER, KY",NAT,1198,1198,100,96,13,0,N
SYNERGY BK,SYNERGY BSHRS,743,2748502,"HOUMA, LA",SNM,1197,1197,100,96,9,0,N
FARMERS ST BK,FS BC,744,113441,"LAGRANGE, IN",SNM,1196,1196,100,96,11,0,N
JEFF DAVIS B&TC,JD BSHRS,745,980531,"JENNINGS, LA",SNM,1191,1191,100,96,23,0,N
DALLAS CAP BK NA,PARK CITIES FNCL GRP,746,384652,"DALLAS, TX",NAT,1191,1191,100,96,0,0,N
FIRST HARRISON BK,FIRST CAPITAL INC,747,716374,"CORYDON, IN",SNM,1187,1187,100,96,17,0,N
FIRST BKR TC NA,FIRST BKR TRUSTSHARES,748,344647,"QUINCY, IL",NAT,1186,1186,100,96,8,0,N
WOOD & HUSTON BK,WOOD & HUSTON BC,749,671558,"MARSHALL, MO",SNM,1184,1184,100,96,11,0,N
INTERNATIONAL FNC BK,IFB BC,750,867632,"MIAMI, FL",SNM,1184,1184,100,96,1,0,Y
IOWA ST BK,VOGEL BSHRS,751,982348,"HULL, IA",SMB,1181,1181,100,96,13,0,N
UWHARRIE BK,UWHARRIE CAP CORP,752,590220,"ALBEMARLE, NC",SMB,1179,1179,100,96,9,0,N
COMMUNITY NB,COMMUNITY BC,753,270504,"DERBY, VT",NAT,1177,1177,100,96,11,0,N
COMMERCEWEST BK,CW BC,754,3052813,"IRVINE, CA",SMB,1175,1175,100,96,0,0,N
DEERWOOD BK,DEERWOOD BSHRS,755,314257,"WAITE PARK, MN",SNM,1174,1174,100,96,13,0,N
MONTGOMERY BK,MONTGOMERY BC,756,613558,"SIKESTON, MO",SMB,1174,1174,100,96,11,0,N
TWO RIVERS B&TC,TWO RIVERS FNCL GRP,757,3320781,"BURLINGTON, IA",SNM,1172,1172,100,96,13,0,N
MONTICELLO BKG CO,MONTICELLO BSHRS,758,266945,"MONTICELLO, KY",SMB,1172,1172,100,96,19,0,N
AMALGAMATED BK CHICAGO,AMALGAMATED INV CO,759,397531,"CHICAGO, IL",SNM,1167,1167,100,96,1,0,N
BLUE SKY BK,NBC BSHRS,760,517357,"PAWHUSKA, OK",SMB,1167,1167,100,96,15,0,N
SOLERA NB,SOLERA NAT BC,761,3397233,"LAKEWOOD, CO",NAT,1162,1162,100,96,0,0,N
SULLIVAN BK,MID-MISSOURI HC,762,436953,"SULLIVAN, MO",SNM,1161,1161,100,96,9,0,N
BANK OF THE PACIFIC,PACIFIC FC,763,307679,"ABERDEEN, WA",SNM,1159,1159,100,96,17,0,N
SECURITY B&TC,FLAGSHIP FNCL GROUP,764,1001059,"GLENCOE, MN",SNM,1156,1156,100,96,22,0,N
SARATOGA NB&TC,ARROW FC,765,1211371,"SARATOGA SPRINGS, NY",NAT,1155,1155,100,96,10,0,N
FIRST NB OF HUTCHINSON,FIRST KS BSHRS,766,754853,"HUTCHINSON, KS",NAT,1151,1151,100,96,7,0,N
FIRST ARKANSAS B&T,FIRST ARKANSAS BSHRS,767,466240,"JACKSONVILLE, AR",SNM,1149,1149,100,96,20,0,N
CROGHAN COLONIAL BK,CROGHAN BSHRS,768,362717,"FREMONT, OH",SMB,1148,1148,100,96,18,0,N
FIRST GEN BK,,769,3386264,"ROWLAND HEIGHTS, CA",SNM,1146,1146,100,96,4,0,N
FIRST ST BK OF THE FL,FIRST ST BK OF THE FL KEYS HC,770,191935,"KEY WEST, FL",SNM,1145,1145,100,96,8,0,N
BANKFIRST,NORTH CENTRAL BC,771,117458,"NORFOLK, NE",SNM,1145,1145,100,96,13,0,N
BANK OF PONTIAC,PONTIAC BC,772,930442,"PONTIAC, IL",SMB,1144,1144,100,96,13,0,N
MIDWEST BK,MIDWEST BANC HC,773,669555,"PIERCE, NE",SMB,1143,1143,100,96,10,0,N
CENTRAL BK,CENTRAL BSHRS,774,31255,"HOUSTON, TX",SMB,1143,1143,100,96,3,0,N
PEOPLESSOUTH BK,PEOPLESSOUTH BSHRS,775,518037,"COLQUITT, GA",SNM,1143,1143,100,96,32,0,N
FIRST NB&TC OF NEWTOWN,FNB BC,776,1007417,"NEWTOWN, PA",NAT,1138,1138,100,96,15,0,N
PRIORITYONE BK,PRIORITYONE CAP CORP,777,956938,"MAGEE, MS",SMB,1137,1137,100,96,16,0,N
LEAD BK,LUNA PARENT,778,893855,"KANSAS CITY, MO",SNM,1137,1137,100,96,1,0,N
NBKC BK,AMERI-NATIONAL CORP,779,2747587,"LEAWOOD, KS",SNM,1136,1136,100,96,3,0,N
MAPLEMARK BK,MAPLE FNCL HOLDS,780,594451,"DALLAS, TX",SNM,1134,1134,100,96,1,0,N
M1 BK,M1 BSHRS,781,666059,"CLAYTON, MO",SNM,1132,1132,100,96,1,0,N
FIRST BK OF BERNE,FIRST BERNE FC,782,312244,"BERNE, IN",SMB,1128,1128,100,96,6,0,N
FIRST OKLAHOMA BK,FIRST OK HOLD,783,75259,"JENKS, OK",SNM,1124,1124,100,96,2,0,N
CONSUMERS NB,CONSUMERS BC,784,477321,"MINERVA, OH",NAT,1123,1123,100,96,20,0,N
SUMMIT ST BK,,785,561574,"SANTA ROSA, CA",SNM,1119,1119,100,96,4,0,N
UNITED BKR BK,UNITED BKR BC,786,930358,"BLOOMINGTON, MN",SMB,1118,1118,100,96,0,0,N
BANK OF CENT FL,BANK OF CENT FL HC,787,3588312,"LAKELAND, FL",SNM,1117,1117,100,96,4,0,N
LEGEND BK NA,LEGEND BC,788,100357,"BOWIE, TX",NAT,1117,1117,100,96,13,0,N
METRO BK,,789,1394621,"PELL CITY, AL",SNM,1112,1112,100,97,8,0,N
SOUTHWEST MO BK,SOUTHWEST MO BC,790,760854,"CARTHAGE, MO",SNM,1111,1111,100,97,10,0,N
AMERICAN CMNTY B&T,AMERICAN CMNTY FNCL,791,2869162,"WOODSTOCK, IL",SNM,1110,1110,100,97,3,0,N
BANK OF WA,DIAMOND BANCORP,792,565750,"WASHINGTON, MO",SNM,1110,1110,100,97,5,0,N
CORE BK,DS HC,793,976552,"OMAHA, NE",SNM,1109,1109,100,97,6,0,N
DAYSPRING BK,NEBRASKA BSHRS,794,151957,"GOTHENBURG, NE",SNM,1109,1109,100,97,7,0,N
SOVEREIGN BK,SOVEREIGN BC,795,396253,"SHAWNEE, OK",SMB,1103,1103,100,97,8,0,N
SOUND CMNTY BK,SOUND FNCL BC,796,429487,"SEATTLE, WA",SNM,1101,1101,100,97,8,0,N
FIRST US BK,FIRST US BSHRS,797,259330,"BIRMINGHAM, AL",SNM,1100,1100,100,97,14,0,N
FREEDOM BK OF VIRGINIA,FREEDOM FNCL HOLDS,798,3019982,"FAIRFAX, VA",SMB,1100,1100,100,97,4,0,N
PLATTE VALLEY BK,PLATTE VALLEY FS CO,799,2465881,"SCOTTSBLUFF, NE",SMB,1100,1100,100,97,9,0,N
COASTAL CAROLINA NB,COASTAL CAROLINA BSHRS,800,3821822,"MYRTLE BEACH, SC",NAT,1099,1099,100,97,8,0,N
MIDDLETOWN VALLEY BK,COMMUNITY HERITAGE FNCL,801,41825,"MIDDLETOWN, MD",SNM,1098,1098,100,97,7,0,N
NORTH SIDE B&TC,,802,615217,"CINCINNATI, OH",SMB,1097,1097,100,97,8,0,N
MIDWEST RGNL BK,MIDWEST RGNL BC,803,691958,"CLAYTON, MO",SNM,1096,1096,100,97,6,0,N
FIRST BK OF AL,FIRSTBANC OF AL,804,257233,"TALLADEGA, AL",SNM,1094,1094,100,97,12,0,N
PREMIER BK,PB BSHRS,805,33259,"MAPLEWOOD, MN",SNM,1091,1091,100,97,7,0,N
CITIZENS ST BK,CSB BSHRS,806,261360,"SOMERVILLE, TX",SNM,1090,1090,100,97,6,0,N
LIBERTY B&TC,LIBERTY FNCL SVC,807,283438,"NEW ORLEANS, LA",SNM,1089,1089,100,97,15,0,N
FIRST NB AMES IA,AMES NAT CORP,808,820048,"AMES, IA",NAT,1083,1083,100,97,11,0,N
PARKSIDE FNCL B&TC,PARKSIDE FNCL,809,3688043,"CLAYTON, MO",SNM,1075,1075,100,97,0,0,N
FIRST ST BK,FIRST ST BC,810,294023,"WINCHESTER, OH",SNM,1075,1075,100,97,16,0,N
HILLTOP NB,MIDLAND FC,811,1454,"CASPER, WY",NAT,1074,1074,100,97,5,0,N
PEOPLES BK,PEOPLES BC,812,819855,"LUBBOCK, TX",SMB,1073,1073,100,97,11,0,N
UNITED TX BK,UTB FHC,813,726953,"DALLAS, TX",SMB,1071,1071,100,97,2,0,N
FIRST SOUTHERN BK,MIDWEST COMMUNITY BSHRS,814,382649,"MARION, IL",SNM,1070,1070,100,97,18,0,N
FIRST RELIANCE BK,FIRST RELIANCE BSHRS,815,2839790,"FLORENCE, SC",SNM,1070,1070,100,97,10,0,N
LEGACY NB,LEGACY BSHRS,816,3306280,"SPRINGDALE, AR",NAT,1069,1069,100,97,9,0,N
CITIZENS BK,CITIZENS BK HOLD,817,783844,"MUKWONAGO, WI",SNM,1069,1069,100,97,11,0,N
DIME BK,DIMECO,818,56717,"HONESDALE, PA",SNM,1067,1067,100,97,8,0,N
FIRSTAR BK,FIRSTAR FNCL CORP,819,427353,"SALLISAW, OK",SNM,1065,1065,100,97,12,0,N
CITIZENS B&TC,CITIZENS B&T HOLD,820,3174920,"GUNTERSVILLE, AL",SNM,1063,1063,100,97,9,0,N
CITIZENS BK,AMADOR BSHRS,821,1016857,"LAS CRUCES, NM",SNM,1063,1063,100,97,7,0,N
ANSTAFF BK,FIRST NATIONAL BANCORP,822,261940,"GREEN FOREST, AR",SMB,1059,1059,100,97,12,0,N
FINANCIAL FED BK,FINANCIAL FEDCORP,823,590976,"MEMPHIS, TN",SMB,1055,1055,100,97,0,0,N
NANO BANC,NANO FNCL HOLDS,824,3635029,"IRVINE, CA",SMB,1054,1054,100,97,1,0,N
EDMONTON ST BK,EDMONTON BSHRS,825,845247,"GLASGOW, KY",SNM,1054,1054,100,97,17,0,N
COMMERCIAL B&TC,COMMERCIAL HC,826,467658,"PARIS, TN",SNM,1053,1053,100,97,8,0,N
SOMERSET SVG BK,SR BC,827,159971,"BOUND BROOK, NJ",SNM,1053,1053,100,97,13,0,N
HONESDALE NB,HONAT BC,828,465618,"HONESDALE, PA",NAT,1048,1048,100,97,13,0,N
KATAHDIN TC,KATAHDIN BSHRS CORP,829,327305,"PATTEN, ME",SNM,1048,1048,100,97,15,0,N
SUPERIOR NB,KEWEENAW FC,830,245557,"HANCOCK, MI",NAT,1048,1048,100,97,9,0,N
GBANK,GBANK FNCL HOLDS,831,3636446,"LAS VEGAS, NV",SNM,1044,1044,100,97,1,0,N
CITIZENS NB,CITIZENS BSHRS,832,738013,"BLUFFTON, OH",NAT,1044,1044,100,97,10,0,N
ROYAL BKS OF MO,ROYAL BSHRS,833,501459,"SAINT LOUIS, MO",SNM,1043,1043,100,97,17,0,N
WEST MI CMNTY BK,NORTHSTAR FNCL GRP,834,715340,"HUDSONVILLE, MI",SMB,1042,1042,100,97,7,0,N
FARMERS B&TC,FARMERS ENT,835,482156,"GREAT BEND, KS",SNM,1041,1041,100,97,8,0,N
INTERNATIONAL BK OF CHICAGO,IBC BC,836,2006024,"CHICAGO, IL",SNM,1039,1039,100,97,5,0,N
DBA FIRST BK TX,FIRST BAIRD BSHRS,837,614368,"WEATHERFORD, TX",NAT,1035,1035,100,97,13,0,N
FIRST ST BK NE,FIRST ST HOLD CO,838,499453,"LINCOLN, NE",SMB,1034,1034,100,97,16,0,N
FARMERS ST BK,NEIGHBOR INS AGY,839,1006148,"MARION, IA",SNM,1034,1034,100,97,7,0,N
TRUXTON TC,TRUXTON CORP,840,3290240,"NASHVILLE, TN",SMB,1033,1033,100,97,0,0,N
EVANGELINE B&TC,EVANGELINE BSHRS,841,372538,"VILLE PLATTE, LA",SNM,1030,1030,100,97,9,0,N
FIRST NB&TC,FIRST INDEPENDENT BC,842,154154,"CHICKASHA, OK",NAT,1030,1030,100,97,11,0,N
POINTBANK,PILOT POINT BC ESOP,843,844567,"PILOT POINT, TX",SMB,1029,1029,100,97,8,0,N
BANK FORWARD,BANK FORWARD ESOP & TR,844,812557,"FARGO, ND",SNM,1029,1029,100,97,11,0,N
NORTHSTAR BK,NORTHSTAR FNCL GRP,845,2958972,"BAD AXE, MI",SMB,1027,1027,100,97,9,0,N
HCN BK,HEMET BC,846,183668,"RIVERSIDE, CA",SNM,1023,1023,100,97,5,0,N
PILOT GROVE SVG BK,PILOT GROVE SVGS BK ESOP,847,585749,"PILOT GROVE, IA",SNM,1022,1022,100,97,16,0,N
CITIZENS BK,CITIZENS BSHRS CORP,848,898627,"OLANTA, SC",SNM,1020,1020,100,97,23,0,N
KIRKPATRICK BK,AMERICAN BC OF OK,849,67151,"EDMOND, OK",SNM,1019,1019,100,97,7,0,N
HELM BK USA,,850,1414819,"MIAMI, FL",SNM,1016,1016,100,97,0,0,N
R BK,R CORP FNCL,851,3821037,"ROUND ROCK, TX",SNM,1015,1015,100,97,9,0,N
FIRST NB,PINNACLE BSHRS CORP,852,979629,"ALTAVISTA, VA",NAT,1014,1014,100,97,17,0,N
RIVER BK,RIVER HC,853,279842,"STODDARD, WI",SNM,1013,1013,100,97,13,0,N
STUDIO BK,STUDIO FNCL HOLDS,854,5205819,"NASHVILLE, TN",SNM,1012,1012,100,97,1,0,N
JACKSON COUNTY BK,BANCORP OF SOUTHERN IN,855,884442,"SEYMOUR, IN",SNM,1011,1011,100,97,12,0,N
COMMUNITY BK OF THE BAY,BAY CMNTY BC,856,2483438,"OAKLAND, CA",SNM,1008,1008,100,97,3,0,N
PEOPLES BK,PEOPLES BC,857,998844,"ROCK VALLEY, IA",SNM,1007,1007,100,97,9,0,N
CORNERSTONE NB&TC,CORNERSTONE BC,858,2929392,"PALATINE, IL",NAT,1004,1004,100,97,4,0,N
PIONEER B&TC,BELLE FOURCHE BSHRS,859,65559,"BELLE FOURCHE, SD",SNM,1002,1002,100,97,5,0,N
BANK OF THE JAMES,BANK OF THE JAMES FNCL GROUP,860,2787770,"LYNCHBURG, VA",SMB,998,998,100,97,20,0,N
PATRIOT BK NA,PATRIOT NAT BC,861,2236821,"STAMFORD, CT",NAT,997,997,100,97,8,0,N
CAPITAL CMNTY BK,CAPITAL CMNTY BC,862,2068107,"PROVO, UT",SNM,997,997,100,97,5,0,N
FIRST NB,BASTROP BSHRS,863,18050,"BASTROP, TX",NAT,995,995,100,97,5,0,N
UNITED BK MI,UNITED BK FC,864,150044,"GRAND RAPIDS, MI",SNM,995,995,100,97,12,0,N
FARMERS BK FRANKFORT IN,FARMERS BC FRANKFORT IN,865,423449,"FRANKFORT, IN",SNM,993,993,100,97,10,0,N
AUBURNBANK,AUBURN NBC,866,749635,"AUBURN, AL",SMB,990,990,100,97,7,0,N
BANK OF LABOR,INTERNATIONAL BHOOD BOILERMKRS,867,246657,"LENEXA, KS",SNM,986,986,100,97,5,0,N
ADIRONDACK BK,ADIRONDACK BC,868,101671,"UTICA, NY",SMB,986,986,100,97,18,0,N
BANK OF FAYETTE CTY,MOSCOW BSHRS,869,466754,"PIPERTON, TN",SMB,985,985,100,97,12,0,N
1ST CAP BK,1ST CAP BC,870,3594797,"SALINAS, CA",SNM,984,984,100,97,5,0,N
FIRST METRO BK,FIRST METRO BC,871,1222519,"MUSCLE SHOALS, AL",SNM,984,984,100,97,10,0,N
CLEAR MNT BK,STATE BC,872,886624,"BRUCETON MILLS, WV",SMB,982,982,100,97,10,0,N
NEBRASKALAND BK,NEBRASKALAND FS,873,2667957,"NORTH PLATTE, NE",SMB,977,977,100,97,5,0,N
PADUCAH B&TC,PADUCAH BSHRS,874,285740,"PADUCAH, KY",SMB,977,977,100,97,6,0,N
RESOURCE BK,RESOURCE BSHRS,875,2716088,"COVINGTON, LA",SNM,974,974,100,97,10,0,N
FIRST NB MI,FIRST NAT BC,876,3404467,"KALAMAZOO, MI",NAT,974,974,100,97,5,0,N
BENNINGTON ST BK,BERCO,877,1016259,"SALINA, KS",SNM,973,973,100,97,8,0,N
FIRST PALMETTO BK,FIRST PALMETTO FC,878,586072,"CAMDEN, SC",SNM,973,973,100,97,21,0,N
BANK OF THE ORIENT,ORIENT BC,879,777366,"SAN FRANCISCO, CA",SMB,973,973,100,97,6,1,N
BORDER BK,BORDER BSHRS,880,977951,"FARGO, ND",SNM,973,973,100,97,10,0,N
DBA GNBANK NA,GN BSHRS,881,928056,"GIRARD, KS",NAT,972,972,100,97,14,0,N
UNIVERSITY BK,UNIVERSITY BC,882,137652,"ANN ARBOR, MI",SNM,971,971,100,97,0,0,N
FIRST NORTHERN B&TC,PALM BC,883,186717,"PALMERTON, PA",SMB,971,971,100,97,10,0,N
FARMERS NB OF DANVILLE,BOYLE BANCORP,884,785147,"DANVILLE, KY",NAT,971,971,100,97,11,0,N
TOLLESON PRIV BK,TOLLESON WEALTH MGMT,885,3166699,"DALLAS, TX",SNM,968,968,100,97,0,0,N
TENNESSEE ST BK,TENNESSEE ST BSHRS,886,479839,"PIGEON FORGE, TN",SMB,964,964,100,97,16,0,N
CORNHUSKER BK,CORNHUSKER GROWTH CORP,887,544652,"LINCOLN, NE",SMB,964,964,100,97,9,0,N
VISION BK,VISION BSHRS,888,241157,"ADA, OK",SMB,964,964,100,97,9,0,N
BANK OF WI DELLS,DELLS BSHRS,889,894348,"WISCONSIN DELLS, WI",SNM,963,963,100,97,2,0,N
ACCESS BK,3MV BC,890,3614837,"OMAHA, NE",SNM,962,962,100,97,7,0,N
SECURITY FNCL BK,SECURITY FS CORP,891,450959,"DURAND, WI",SMB,959,959,100,97,7,0,N
CALVIN B TAYLOR BKG CO BERLI,CALVIN B TAYLOR BSHRS,892,39327,"BERLIN, MD",SNM,958,958,100,97,10,0,N
HOMETOWN BK NA,HOMETOWN BSHRS,893,393953,"GALVESTON, TX",NAT,953,953,100,97,6,0,N
ALLIANCE BK CENT TX,ABCT HOLD,894,601658,"WOODWAY, TX",SNM,949,949,100,97,5,0,N
FIRST NB OF BEMIDJI,FIRST NB BEMIDJI ESOP & TR,895,363657,"BEMIDJI, MN",NAT,949,949,100,97,3,0,N
MID-MISSOURI BK,MID-MO BSHRS,896,950141,"SPRINGFIELD, MO",SNM,948,948,100,97,12,0,N
FIRST NB,MCGREGOR BSHRS,897,895055,"MC GREGOR, TX",NAT,948,948,100,97,5,0,N
STURGIS B&TC,STURGIS BC,898,366078,"STURGIS, MI",SNM,947,947,100,97,17,0,N
AMERICAN BK,AMERICAN BK INC,899,2580243,"ALLENTOWN, PA",SMB,946,946,100,97,0,0,N
OPTIMUMBANK,OPTIMUMBANK HOLD,900,2953418,"FORT LAUDERDALE, FL",SNM,945,945,100,97,2,0,N
AMERICAN BK OF FREEDOM,EVERGREEN BSHRS,901,568359,"WELLSVILLE, MO",SNM,944,944,100,97,9,0,N
GENERATIONS BK,HARRELL BSHRS,902,329345,"ROGERS, AR",SNM,944,944,100,97,9,0,N
GRAND SVG BK,GRAND BC,903,732178,"GROVE, OK",SNM,944,944,100,97,13,0,N
CIERA BK,FIRST GRAHAM BC,904,327855,"GRAHAM, TX",SMB,942,942,100,97,7,0,N
LEDYARD NB,LEDYARD FNCL GRP,905,1863097,"NORWICH, VT",NAT,939,939,100,97,10,0,N
PACIFIC COAST BKR BK,PACIFIC COAST BKR BSHRS,906,2451240,"WALNUT CREEK, CA",SMB,938,938,100,97,0,0,N
BELMONT B&TC,BELMONT FNCL GRP,907,3391718,"CHICAGO, IL",SNM,937,937,100,97,4,0,N
AMERASIA BK,,908,1169650,"FLUSHING, NY",SNM,937,937,100,97,6,0,N
MID AMER BK,FRIENDSHIP BSHRS,909,873259,"LINN, MO",SNM,936,936,100,97,9,0,N
RIO BK,RIO FNCL SVC,910,956750,"MCALLEN, TX",SNM,936,936,100,97,15,0,N
JONESTOWN B&TC OF JONESTOWN,JBT BC,911,653611,"JONESTOWN, PA",SNM,933,933,100,97,12,0,N
BANK OF COMMERCE,COMMERCE BC,912,99442,"GREENWOOD, MS",SNM,933,933,100,97,9,0,N
WEST AL B&TC,WEST AL CAP CORP,913,501132,"REFORM, AL",SNM,933,933,100,97,15,0,N
PRIME MERIDIAN BK,PRIME MERIDIAN HC,914,3690701,"TALLAHASSEE, FL",SNM,931,931,100,97,3,0,N
SAINT LOUIS BK,ST LOUIS BSHRS,915,3354599,"SAINT LOUIS, MO",SNM,928,928,100,97,1,0,N
TRAILWEST BK,BITTERROOT HC,916,615954,"LOLO, MT",SNM,927,927,100,97,15,0,N
ATLANTIC CMNTY BKR BK,ATLANTIC CMNTY BSHRS,917,959715,"CAMP HILL, PA",SMB,926,926,100,97,2,0,N
PEOPLES ST BK,PEOPLES BC,918,262844,"PRAIRIE DU CHIEN, WI",SNM,926,926,100,97,18,0,N
BNC NB,BNCCORP,919,2358769,"GLENDALE, AZ",NAT,923,923,100,97,10,0,N
FIRST NB OF WATERLOO,FIRST WATERLOO BSHRS,920,145545,"WATERLOO, IL",NAT,923,923,100,97,15,0,N
CONVERSE CTY BK,CONVERSE CTY CAP CORP,921,72258,"DOUGLAS, WY",SNM,922,922,100,97,2,0,N
AMERICAN ST BK,STEELE BSHRS,922,262358,"ARP, TX",SMB,921,921,100,97,12,0,N
FIRST NAT BKRS BK,FIRST NAT BKR BSHRS,923,734538,"BATON ROUGE, LA",NAT,921,921,100,97,4,0,N
FIRSTIER BK,FIRSTIER II BC,924,536554,"KIMBALL, NE",SNM,919,919,100,97,9,0,N
