Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
GOLDMAN SACHS BK USA,GOLDMAN SACHS GROUP THE,7,2182786,"NEW YORK, NY",SMB,549188,472011,86,51,2,2,N
CAPITAL ONE NA,CAPITAL ONE FC,9,112837,"MC LEAN, VA",NAT,478877,478280,100,55,273,1,N
BANK OF NY MELLON,BANK OF NY MELLON CORP,11,541101,"NEW YORK, NY",SMB,357477,262723,73,59,1,15,Y
STATE STREET B&TC,STATE STREET CORP,12,35301,"BOSTON, MA",SMB,333667,249534,75,60,2,10,N
FIRST-CITIZENS B&TC,FIRST CITIZENS BSHRS,15,491224,"RALEIGH, NC",SNM,217724,217665,100,63,547,0,N
MANUFACTURERS & TRADERS TC,M&T BK CORP,16,501105,"BUFFALO, NY",SMB,214668,214668,100,64,990,1,Y
MORGAN STANLEY BK NA,MORGAN STANLEY,18,1456501,"SALT LAKE CITY, UT",NAT,212723,212723,100,66,0,0,N
MORGAN STANLEY PRIV BK NA,MORGAN STANLEY,19,2489805,"PURCHASE, NY",NAT,202824,202824,100,67,0,0,N
AMERICAN EXPRESS NB,AMERICAN EXPRESS CO,21,1394676,"SANDY, UT",NAT,189503,189503,100,69,0,0,N
KEYBANK NA,KEYCORP,22,280110,"CLEVELAND, OH",NAT,185233,185230,100,70,966,0,N
ALLY BK,ALLY FNCL,23,3284070,"SANDY, UT",SMB,182369,182369,100,71,0,0,N
HSBC BK USA NA,HSBC N AMER HOLDS,24,413208,"TYSONS, VA",NAT,163070,163070,100,71,20,3,Y
NORTHERN TC,NORTHERN TR CORP,25,210434,"CHICAGO, IL",SMB,155573,113728,73,72,55,4,Y
DISCOVER BK,DISCOVER FS,27,30810,"GREENWOOD, DE",SNM,150307,150307,100,73,0,0,N
FLAGSTAR BK NA,NEW YORK CMNTY BC,28,694904,"HICKSVILLE, NY",NAT,112840,112840,100,74,419,0,N
SANTANDER BK NA,SANTANDER HOLDS USA,29,722777,"WILMINGTON, DE",NAT,102184,102178,100,74,407,0,N
CITY NB,RBC US GRP HOLDS LLC,30,63069,"LOS ANGELES, CA",NAT,92425,92425,100,75,64,0,N
ZIONS BC NA,,31,276579,"SALT LAKE CITY, UT",NAT,87060,87060,100,75,430,0,N
FIRST HORIZON BK,FIRST HORIZON CORP,32,485559,"MEMPHIS, TN",SMB,81504,81504,100,76,419,0,N
COMERICA BK,COMERICA,33,60143,"DALLAS, TX",SMB,79513,79175,100,76,408,1,N
WESTERN ALLI BK,WESTERN ALLI BC,34,3138146,"PHOENIX, AZ",SMB,76954,76954,100,76,37,0,N
WEBSTER BK NA,WEBSTER FNCL CORP,35,761806,"STAMFORD, CT",NAT,76091,76091,100,77,196,0,N
EAST WEST BK,EAST WEST BC,36,197478,"PASADENA, CA",SMB,70748,67408,95,77,99,1,N
VALLEY NB,VALLEY NAT BC,37,229801,"PASSAIC, NJ",NAT,60990,60990,100,77,229,0,N
SYNOVUS BK,SYNOVUS FC,38,395238,"COLUMBUS, GA",SMB,59716,59716,100,77,245,0,N
CIBC BK USA,CIBC BC USA,39,1842065,"CHICAGO, IL",SNM,55048,55048,100,78,23,0,N
UMPQUA BK,COLUMBIA BKG SYS,40,143662,"LAKE OSWEGO, OR",SNM,52218,52218,100,78,294,0,N
BOKF NA,BOK FC,41,339858,"TULSA, OK",NAT,49948,49948,100,78,110,0,N
FROST BK,CULLEN/FROST BKR,42,682563,"SAN ANTONIO, TX",SMB,49568,49568,100,78,197,0,N
OLD NB,OLD NAT BC,43,208244,"EVANSVILLE, IN",NAT,49245,49245,100,79,262,0,Y
PINNACLE BK,PINNACLE FNCL PTNR,44,2925666,"NASHVILLE, TN",SNM,48762,48762,100,79,129,0,N
CADENCE BK,,45,606046,"TUPELO, MS",SNM,48314,48314,100,79,367,0,N
FIRST NB OF PA,FNB CORP,46,379920,"GREENVILLE, PA",NAT,45782,45782,100,79,347,0,N
SOUTHSTATE BK NA,SOUTHSTATE CORP,47,1929247,"WINTER HAVEN, FL",NAT,45128,45128,100,79,250,0,N
UMB BK NA,UMB FC,48,936855,"KANSAS CITY, MO",NAT,45066,45066,100,80,90,0,N
RAYMOND JAMES BK,RAYMOND JAMES FNCL,49,2193616,"SAINT PETERSBURG, FL",SMB,41193,40858,99,80,0,0,N
ASSOCIATED BK NA,ASSOCIATED BANC-CORP,50,917742,"GREEN BAY, WI",NAT,41085,41085,100,80,188,0,N
BARCLAYS BK DE,BARCLAYS US LLC,51,2980209,"WILMINGTON, DE",SNM,40409,40409,100,80,0,0,N
DEUTSCHE BK TC AMERICAS,DB USA CORP,52,214807,"NEW YORK, NY",SMB,38920,38920,100,80,0,0,N
PROSPERITY BK,PROSPERITY BSHRS,53,664756,"EL CAMPO, TX",SNM,38762,38762,100,81,296,0,N
EVERBANK NA,EVERBANK FNCL CORP,54,2735146,"JACKSONVILLE, FL",NAT,37923,37923,100,81,9,0,N
BANK OZK,,55,107244,"LITTLE ROCK, AR",SNM,36030,36030,100,81,230,0,N
BANC OF CA,BANC OF CA,56,494261,"LOS ANGELES, CA",SMB,35994,35994,100,81,95,0,N
HANCOCK WHITNEY BK,HANCOCK WHITNEY CORP,57,463735,"GULFPORT, MS",SNM,35230,35230,100,81,184,0,N
BANKUNITED NA,BANKUNITED,58,3938186,"MIAMI LAKES, FL",NAT,35067,35067,100,81,56,0,N
T D BK USA NA,TD GRP US HOLDS LLC,59,2121196,"WILMINGTON, DE",NAT,34385,34385,100,82,0,0,N
BNY MELLON NA,BANK OF NY MELLON CORP,60,934329,"PITTSBURGH, PA",NAT,30932,30932,100,82,0,0,N
FIRST NB OF OMAHA,LAURITZEN CORP,61,527954,"OMAHA, NE",NAT,30788,30788,100,82,119,0,N
COMMERCE BK,COMMERCE BSHRS,62,601050,"KANSAS CITY, MO",SMB,30204,30204,100,82,141,0,N
WASHINGTON FED BK,WAFD,63,656377,"SEATTLE, WA",SNM,30135,30135,100,82,210,0,N
FIRST INTRST BK,FIRST INTRST BANCSYSTEM,64,659855,"BILLINGS, MT",SMB,30079,30079,100,82,303,0,N
UNITED BK,UNITED BSHRS,65,365325,"FAIRFAX, VA",SMB,29939,29939,100,82,218,0,N
TEXAS CAP BK,TEXAS CAP BSHRS,66,2618780,"DALLAS, TX",SNM,29093,29093,100,82,10,0,N
GLACIER BK,GLACIER BC,67,2634191,"KALISPELL, MT",SNM,27804,27804,100,83,210,0,N
FIRSTBANK,REISHER FAM FOUND,68,288853,"LAKEWOOD, CO",SMB,27536,27536,100,83,100,0,N
FULTON BK NA,FULTON FNCL CORP,69,474919,"LANCASTER, PA",NAT,27526,27526,100,83,208,0,N
SIMMONS BK,SIMMONS FIRST NAT CORP,70,663245,"PINE BLUFF, AR",SMB,27330,27330,100,83,240,0,N
UNITED CMNTY BK,UNITED CMNTY BK,71,1017939,"GREENVILLE, SC",SNM,27299,27299,100,83,195,0,N
ARVEST BK,ARVEST BK GRP,72,311845,"FAYETTEVILLE, AR",SMB,26373,26373,100,83,224,0,N
CITY NB OF FL,BCI FNCL GRP,73,814430,"MIAMI, FL",NAT,26127,26127,100,83,30,0,N
SOFI BK NA,SOFI TECHS,74,962966,"COTTONWOOD HEIGHTS, UT",NAT,25660,25660,100,83,3,0,N
AMERIS BK,AMERIS BC,75,764030,"ATLANTA, GA",SNM,25579,25579,100,84,164,0,N
FIRST HAWAIIAN BK,FIRST HAWAIIAN,76,980661,"HONOLULU, HI",SNM,24278,23601,97,84,49,0,Y
BANK OF HAWAII,BANK OF HI CORP,77,795968,"HONOLULU, HI",SMB,23389,22768,97,84,49,1,Y
CATHAY BK,CATHAY GEN BC,78,595869,"LOS ANGELES, CA",SNM,23386,23057,99,84,62,1,N
CENTENNIAL BK,HOME BSHRS,79,456045,"CONWAY, AR",SMB,22760,22760,100,84,223,0,N
CUSTOMERS BK,CUSTOMERS BC,80,2354985,"MALVERN, PA",SMB,21334,21334,100,84,6,0,N
ATLANTIC UNION BK,ATLANTIC UNION BSHRS CORP,81,693224,"RICHMOND, VA",SMB,21265,21265,100,84,108,0,N
EASTERN BK,EASTERN BSHRS,82,128904,"BOSTON, MA",SNM,21161,21161,100,84,96,0,N
TRISTATE CAP BK,RAYMOND JAMES FNCL,83,3475083,"PITTSBURGH, PA",SMB,19744,19744,100,84,0,0,N
ROCKLAND TC,INDEPENDENT BC,84,613008,"ROCKLAND, MA",SNM,19329,19329,100,84,122,0,N
HTLF BK,HEARTLAND FNCL USA,85,3465226,"DENVER, CO",SNM,19053,19053,100,85,116,0,N
CENTRAL TR BK,CENTRAL BANCOMPANY INC,86,853952,"JEFFERSON CITY, MO",SMB,19043,19043,100,85,158,0,N
DBA INDEPENDENT FINANCIAL,INDEPENDENT BK GRP,87,122854,"MCKINNEY, TX",SNM,18867,18867,100,85,92,0,N
PACIFIC PREMIER BK,PACIFIC PREMIER BC,88,431172,"IRVINE, CA",SMB,18813,18813,100,85,58,0,N
TRUSTMARK NB,TRUSTMARK CORP,89,342634,"JACKSON, MS",NAT,18374,18374,100,85,171,0,N
FIRST MRCHS BK,FIRST MRCHS CORP,90,17147,"MUNCIE, IN",SNM,18306,18306,100,85,116,0,N
BANK OF HOPE,HOPE BC,91,671464,"LOS ANGELES, CA",SNM,18083,18083,100,85,48,0,N
STIFEL B&T,STIFEL FNCL CORP,92,3076248,"SAINT LOUIS, MO",SMB,18000,18000,100,85,1,0,N
WESBANCO BK,WESBANCO,93,645625,"WHEELING, WV",SNM,17742,17742,100,85,191,0,N
MERCHANTS BK OF IN,MERCHANTS BC,94,963945,"CARMEL, IN",SNM,17740,17740,100,85,5,0,N
FIRST FNCL BK,FIRST FNCL BC,95,165628,"CINCINNATI, OH",SMB,17525,17525,100,85,130,0,N
RENASANT BK,RENASANT CORP,96,749242,"TUPELO, MS",SNM,17351,17351,100,85,160,0,N
MECHANICS BK,2011 TCRT,97,936462,"WALNUT CREEK, CA",SNM,17340,17340,100,86,115,0,N
TOWNEBANK,,98,2797724,"PORTSMOUTH, VA",SNM,16884,16884,100,86,55,0,N
CITIZENS BUS BK,CVB FC,99,933966,"ONTARIO, CA",SNM,16476,16476,100,86,61,0,N
FIRST UNITED B&TC,SPEND LIFE WISELY CO,100,509950,"DURANT, OK",SNM,16355,16355,100,86,73,0,N
BREMER BK NA,OTTO BREMER TR,101,800657,"SAINT PAUL, MN",NAT,16098,16098,100,86,70,0,N
NEXBANK,SLHC TR,102,652874,"DALLAS, TX",SNM,15800,15800,100,86,1,0,N
SERVISFIRST BK,SERVISFIRST BSHRS,103,3348888,"HOMEWOOD, AL",SNM,15721,15721,100,86,29,0,N
COMMUNITY BK NA,COMMUNITY BK SYS,104,202907,"CANTON, NY",NAT,15612,15612,100,86,195,0,N
BANNER BK,BANNER CORP,105,352772,"WALLA WALLA, WA",SNM,15521,15521,100,86,135,0,N
SEACOAST NB,SEACOAST BKG CORP OF FL,106,34537,"STUART, FL",NAT,14822,14822,100,86,77,0,N
BANK OF AMER CA NA,BANK OF AMER CORP,107,1443266,"SAN FRANCISCO, CA",NAT,14667,14667,100,86,0,0,N
ENTERPRISE B&TC,ENTERPRISE FS CORP,108,1190476,"CLAYTON, MO",SNM,14583,14583,100,86,41,0,N
SANDY SPRING BK,SANDY SPRING BC,109,506922,"OLNEY, MD",SMB,13884,13884,100,86,53,0,N
BELL BK,STATE BSHRS,110,929352,"FARGO, ND",SNM,13743,13743,100,86,26,0,N
POPULAR BK,POPULAR,111,2736291,"NEW YORK, NY",SMB,13685,13685,100,86,41,0,N
FIRST FOUND BK,FIRST FOUND,112,3637685,"IRVINE, CA",SNM,13559,13559,100,87,29,0,N
DIME CMNTY BK,DIME CMNTY BSHRS,113,23504,"BRIDGEHAMPTON, NY",SMB,13474,13474,100,87,59,0,N
WELLS FARGO NB WEST,WELLS FARGO & CO,114,1225761,"LAS VEGAS, NV",NAT,13378,13378,100,87,0,0,N
NBT BK NA,NBT BC,115,702117,"NORWICH, NY",NAT,13345,13345,100,87,154,0,N
OCEANFIRST BK NA,OCEANFIRST FNCL CORP,116,85472,"TOMS RIVER, NJ",NAT,13310,13310,100,87,39,0,N
PLAINSCAPITAL BK,DIAMOND HTH STOCK CO GP LLC,117,637451,"UNIVERSITY PARK, TX",SMB,13186,13186,100,87,57,0,N
FIRST FNCL BK NA,FIRST FNCL BSHRS,118,470050,"ABILENE, TX",NAT,13133,13133,100,87,80,0,N
VERITEX CMNTY BK,VERITEX HOLD,119,3221468,"DALLAS, TX",SMB,12663,12663,100,87,31,0,N
FIRSTBANK,FB FC,120,436159,"NASHVILLE, TN",SNM,12533,12533,100,87,82,0,N
FARMERS & MRCH BK,PALOMAR ENT LLC,121,871769,"LONG BEACH, CA",SMB,12191,12191,100,87,26,0,N
BERKSHIRE BK,BERKSHIRE HILLS BC,122,473501,"PITTSFIELD, MA",SNM,12141,12141,100,87,96,0,N
FIRST BK,FIRST BC,123,216922,"SOUTHERN PINES, NC",SMB,12095,12095,100,87,117,0,N
ISRAEL DISCOUNT BK OF NY,DISCOUNT BC,124,320119,"NEW YORK, NY",SNM,12014,12014,100,87,6,0,Y
BUSEY BK,FIRST BUSEY CORP,125,416245,"CHAMPAIGN, IL",SNM,11856,11856,100,87,58,0,N
FIRST COMMONWEALTH BK,FIRST COMMONWEALTH FNCL CORP,126,42420,"INDIANA, PA",SNM,11664,11664,100,87,126,0,N
EAGLEBANK,EAGLE BC,127,2652092,"BETHESDA, MD",SMB,11562,11562,100,87,13,0,N
LIVE OAK BKG CO,LIVE OAK BSHRS,128,3650808,"WILMINGTON, NC",SNM,11430,11430,100,87,0,0,N
LAKELAND BK,LAKELAND BC,129,687009,"NEWFOUNDLAND, NJ",SNM,10962,10962,100,87,67,0,N
WASHINGTON TR BK,WTB FC,130,58971,"SPOKANE, WA",SNM,10930,10930,100,88,41,0,N
STIFEL BK,STIFEL FNCL CORP,131,3076220,"SAINT LOUIS, MO",SMB,10752,10752,100,88,0,0,N
STELLAR BK,STELLAR BC,132,3579589,"HOUSTON, TX",SNM,10719,10719,100,88,53,0,N
BANCFIRST,BANCFIRST CORP,133,1386251,"OKLAHOMA CITY, OK",SMB,10648,10648,100,88,110,0,N
SAFRA NB OF NY,SNBNY HOLD,134,918918,"NEW YORK, NY",NAT,10000,9969,100,88,3,0,Y
NBH BK,NATIONAL BK HOLDS CORP,135,4210227,"GREENWOOD VILLAGE, CO",SMB,9929,9929,100,88,92,0,N
CONNECTONE BK,CONNECTONE BC,136,3317932,"ENGLEWOOD CLIFFS, NJ",SNM,9846,9846,100,88,22,0,N
PARK NB,PARK NAT CORP,137,489623,"NEWARK, OH",NAT,9845,9845,100,88,79,0,N
ORIGIN BK,ORIGIN BC,138,667757,"CHOUDRANT, LA",SMB,9822,9822,100,88,60,0,N
TRI CTY BK,TRICO BSHRS,139,100562,"CHICO, CA",SNM,9811,9811,100,88,69,0,N
AMERANT BK NA,AMERANT BC,140,83638,"CORAL GABLES, FL",NAT,9798,9798,100,88,23,0,N
WINTRUST BK NA,WINTRUST FC,141,2239288,"CHICAGO, IL",NAT,9588,9588,100,88,34,0,N
S&T BK,S&T BC,142,936426,"INDIANA, PA",SNM,9535,9535,100,88,72,0,N
HOMESTREET BK,HOMESTREET,143,258771,"SEATTLE, WA",SNM,9451,9451,100,88,55,0,N
BYLINE BK,BYLINE BC,144,129732,"CHICAGO, IL",SNM,9397,9397,100,88,51,0,N
AMARILLO NB,AMARILLO NAT BC,145,353555,"AMARILLO, TX",NAT,9285,9285,100,88,31,0,N
PEOPLES BK,PEOPLES BC,146,577128,"MARIETTA, OH",SMB,9251,9251,100,88,134,0,N
WOODFOREST NB,WOODFOREST FNCL GRP ESOP W 401,147,412751,"THE WOODLANDS, TX",NAT,9176,9176,100,88,771,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,148,1001152,"LAREDO, TX",SNM,9162,9162,100,88,73,0,N
LENDINGCLUB BK NA,LENDINGCLUB CORP,149,264772,"LEHI, UT",NAT,9059,9059,100,88,1,0,N
CROSS RIVER BK,CRB GRP,150,3783313,"FORT LEE, NJ",SNM,8907,8898,100,88,2,0,N
FLUSHING BK,FLUSHING FC,151,959304,"UNIONDALE, NY",SNM,8802,8802,100,88,27,0,N
CENTIER BK,FIRST BSHRS,152,783648,"MERRILLVILLE, IN",SNM,8686,8686,100,88,58,0,N
1ST SOURCE BK,1ST SOURCE CORP,153,991340,"SOUTH BEND, IN",SMB,8665,8665,100,89,78,0,N
PINNACLE BK,PINNACLE BC,154,913856,"LINCOLN, NE",SNM,8611,8611,100,89,72,0,N
PREMIER BK,PREMIER FNCL CORP,155,981275,"YOUNGSTOWN, OH",SNM,8602,8602,100,89,75,0,N
UNION B&TC,FARMERS & MRCH INV,156,450856,"LINCOLN, NE",SNM,8444,8444,100,89,37,0,N
NICOLET NB,NICOLET BSHRS,157,2941068,"GREEN BAY, WI",NAT,8431,8431,100,89,56,0,N
SOUTHSIDE BK,SOUTHSIDE BSHRS,158,361167,"TYLER, TX",SNM,8350,8350,100,89,58,0,N
AMALGAMATED BK,WORKERS UNITED,159,661308,"NEW YORK, NY",SNM,8147,8147,100,89,6,0,N
STOCK YARDS B&TC,STOCK YARDS BC,160,317342,"LOUISVILLE, KY",SNM,8114,8114,100,89,70,0,N
COMENITY BK,,161,1391778,"WILMINGTON, DE",SNM,8099,8099,100,89,0,0,N
FIRST SECURITY BK,FIRST SECURITY BANCORP,162,673440,"SEARCY, AR",SMB,8003,8003,100,89,75,0,N
FIRST BK,FIRST BSHRS,163,2385514,"HATTIESBURG, MS",SMB,7957,7957,100,89,109,0,N
BANCORP BK NA,BANCORP,164,2858960,"SIOUX FALLS, SD",NAT,7919,7919,100,89,0,0,N
HORIZON BK,HORIZON BC,165,130541,"MICHIGAN CITY, IN",SNM,7831,7831,100,89,74,0,N
MIDLAND ST BK,MIDLAND STATES BANCORP,166,773247,"EFFINGHAM, IL",SMB,7824,7824,100,89,56,0,N
BANKPLUS,BANCPLUS CORP,167,121642,"BELZONI, MS",SNM,7790,7790,100,89,83,0,N
SUNFLOWER BK NA,FIRSTSUN CAP BC,168,474759,"DALLAS, TX",NAT,7769,7769,100,89,71,0,N
LAKE FOREST B&TC NA,WINTRUST FC,169,1917301,"LAKE FOREST, IL",NAT,7746,7236,93,89,8,0,N
TOMPKINS CMNTY BK,TOMPKINS FNCL CORP,170,433608,"ITHACA, NY",SNM,7732,7732,100,89,56,0,N
UNIVEST B&TC,UNIVEST FC,171,354310,"SOUDERTON, PA",SMB,7729,7729,100,89,50,0,N
FIRST MID B&TC NA,FIRST MID BSHRS,172,762447,"MATTOON, IL",NAT,7631,7631,100,89,80,0,N
BANK OF COLORADO,PINNACLE BC,173,255659,"FORT COLLINS, CO",SNM,7573,7573,100,89,53,0,N
HANMI BK,HANMI FC,174,657365,"LOS ANGELES, CA",SNM,7477,7477,100,89,35,0,N
CROSSFIRST BK,CROSSFIRST BSHRS,175,3594005,"LEAWOOD, KS",SNM,7474,7474,100,89,15,0,N
METROPOLITAN CMRL BK,METROPOLITAN BK HOLD CORP,176,2705895,"NEW YORK, NY",SMB,7452,7452,100,89,6,0,N
PATHWARD NA,PATHWARD FNCL,177,435077,"SIOUX FALLS, SD",NAT,7435,7435,100,89,0,0,N
CENTRAL PACIFIC BK,CENTRAL PACIFIC FC,178,701062,"HONOLULU, HI",SNM,7396,7396,100,89,27,0,N
SALEM FIVE CENTS SVG BK,SALEM FIVE BC,179,618807,"SALEM, MA",SNM,7337,7337,100,89,34,0,N
WASHINGTON TC OF WESTERLY,WASHINGTON TR BC,180,816603,"WESTERLY, RI",SNM,7249,7249,100,89,26,0,N
FIRST AMER BK,FIRST AMER BK CORP,181,850036,"ELK GROVE VILLAGE, IL",SNM,7186,7186,100,90,57,0,N
INTRUST BK NA,INTRUST FC,182,557858,"WICHITA, KS",NAT,7136,7136,100,90,39,0,N
HERITAGE BK,HERITAGE FC,183,881478,"OLYMPIA, WA",SNM,7087,7087,100,90,50,0,N
CAMBRIDGE SVG BK,CAMBRIDGE FNCL GROUP,184,758703,"CAMBRIDGE, MA",SNM,6973,6973,100,90,17,0,N
REPUBLIC B&TC,REPUBLIC BANCORP,185,316840,"LOUISVILLE, KY",SNM,6868,6868,100,90,46,0,N
FORBRIGHT BK,FORBRIGHT,186,3187630,"POTOMAC, MD",SNM,6866,6866,100,90,3,0,N
PREFERRED BK,,187,1918344,"LOS ANGELES, CA",SNM,6757,6757,100,90,15,0,N
MIDWESTONE BK,MIDWESTONE FNCL GRP,188,836843,"IOWA CITY, IA",SNM,6743,6743,100,90,60,0,N
BANKERS TC,BTC FC,189,811046,"DES MOINES, IA",SNM,6719,6719,100,90,24,0,N
B1BANK,BUSINESS FIRST BSHRS,190,3408728,"BATON ROUGE, LA",SNM,6696,6696,100,90,48,0,N
FIRST BK,FB CORP,191,169653,"CREVE COEUR, MO",SMB,6589,6589,100,90,72,0,N
ALPINE BK,ALPINE BK OF CO,192,260055,"GLENWOOD SPRINGS, CO",SNM,6582,6582,100,90,43,0,N
LAKE CITY BK,LAKELAND FC,193,874845,"WARSAW, IN",SMB,6562,6562,100,90,54,0,N
RBC BK GA NA,RBC US GRP HOLDS LLC,194,3783948,"ATLANTA, GA",NAT,6495,6495,100,90,0,0,N
WESTAMERICA BK,WESTAMERICA BC,195,697763,"SAN RAFAEL, CA",SMB,6417,6417,100,90,76,0,N
PEAPACK GLADSTONE BK,PEAPACK-GLADSTONE FC,196,236706,"BEDMINSTER, NJ",SMB,6406,6406,100,90,17,0,N
MIDDLESEX SVG BK,MIDDLESEX BC MHC,197,888002,"NATICK, MA",SNM,6360,6360,100,90,31,0,N
OCEAN BK,OCEAN BSHRS,198,663834,"MIAMI, FL",SNM,6341,6341,100,90,22,0,N
JOHNSON BK,JOHNSON FNCL GRP,199,58243,"RACINE, WI",SMB,6322,6322,100,90,30,0,N
BROOKLINE BK,BROOKLINE BC,200,782306,"BROOKLINE, MA",SMB,6300,6300,100,90,28,0,N
CITY NB OF WV,CITY HC,201,1011526,"CHARLESTON, WV",NAT,6290,6290,100,90,98,0,N
FIVE STAR BK,FINANCIAL INST,202,601416,"WARSAW, NY",SMB,6256,6256,100,90,48,0,N
EMIGRANT BK,NEW YORK PRIV B&TR CORP,203,137915,"MIAMI, FL",SNM,6240,6240,100,90,2,0,N
STOCKMAN BK OF MT,STOCKMAN FC,204,651859,"MILES CITY, MT",SNM,6233,6233,100,90,39,0,N
GERMAN AMER BK,GERMAN AMER BC,205,37640,"JASPER, IN",SNM,6105,6105,100,90,74,0,N
POPPY BK,BIG POPPY HOLDS,206,3232204,"SANTA ROSA, CA",SNM,5932,5932,100,90,26,0,N
FREMONT BK,FREMONT BC,207,739560,"FREMONT, CA",SNM,5898,5898,100,90,21,0,N
MIZUHO BK USA,MIZUHO AMERS LLC,208,229913,"NEW YORK, NY",SMB,5886,5886,100,90,1,0,Y
HARBORONE BK,HARBORONE BC,209,40499,"BROCKTON, MA",SNM,5864,5864,100,90,30,0,N
SHORE UNITED BK NA,SHORE BSHRS,210,933023,"EASTON, MD",NAT,5819,5819,100,90,41,0,N
COMMUNITY TR BK INC,COMMUNITY TR BC,211,509811,"PIKEVILLE, KY",SMB,5812,5812,100,90,79,0,N
FIRST NB AMER,FIRST NAT BSHRS,212,413141,"EAST LANSING, MI",NAT,5800,5800,100,90,2,0,N
CAMDEN NB,CAMDEN NAT CORP,213,593007,"CAMDEN, ME",NAT,5785,5785,100,90,56,0,N
GREAT SOUTHERN BK,GREAT SOUTHERN BC,214,572374,"REEDS SPRING, MO",SNM,5780,5780,100,90,94,0,N
CNB BK,CNB FC,215,399517,"CLEARFIELD, PA",SNM,5780,5780,100,91,55,0,N
FARMERS & MRCH BK CENT CA,FARMERS & MRCH BC,216,808260,"LODI, CA",SNM,5715,5715,100,91,29,0,N
AMERICAN NB TX,ANB HC,217,599764,"TERRELL, TX",NAT,5687,5687,100,91,27,0,N
OLD SECOND NB,OLD SECOND BC,218,936136,"AURORA, IL",NAT,5611,5611,100,91,48,0,N
CAPE COD FIVE CENTS SVG BK,MUTUAL BC,219,664206,"HYANNIS, MA",SNM,5611,5611,100,91,24,0,N
BROADWAY NB,BROADWAY BSHRS,220,474254,"SAN ANTONIO, TX",NAT,5597,5597,100,91,33,0,N
MORTON CMNTY BK,HOMETOWN CMNTY BC ESOP & TR,221,825146,"MORTON, IL",SNM,5477,5477,100,91,52,0,N
MERCANTILE BK,MERCANTILE BK CORP,222,2608754,"GRAND RAPIDS, MI",SNM,5423,5423,100,91,40,0,N
CAMBRIDGE TC,CAMBRIDGE BC,223,736206,"CAMBRIDGE, MA",SNM,5373,5373,100,91,21,0,N
MID PENN BK,MID PENN BC,224,786612,"MILLERSBURG, PA",SNM,5321,5321,100,91,49,0,N
FIRST INTERNET BK IN,FIRST INTERNET BC,225,2758613,"FISHERS, IN",SNM,5321,5321,100,91,0,0,N
CTBC BK CORP USA,CTBC CAP CORP,226,996260,"LOS ANGELES, CA",SNM,5260,5260,100,91,19,0,N
HERITAGE BK OF CMRC,HERITAGE CMRC CORP,227,2209553,"SAN JOSE, CA",SMB,5254,5254,100,91,16,0,N
EQUITY BK,EQUITY BSHRS,228,139656,"ANDOVER, KS",SMB,5232,5232,100,91,72,0,N
INDEPENDENT BK,INDEPENDENT BK CORP,229,636771,"GRAND RAPIDS, MI",SMB,5227,5227,100,91,59,0,N
FIRST NB ALASKA,,230,114260,"ANCHORAGE, AK",NAT,5213,5213,100,91,29,0,N
FIRST INTERNATIONAL B&TC,WATFORD CITY BSHRS,231,236153,"WATFORD CITY, ND",SNM,5189,5189,100,91,27,0,N
AMERICAN NB,AMERICAN NAT CORP,232,660655,"OMAHA, NE",NAT,5139,5139,100,91,36,0,N
HINSDALE B&TC NA,WINTRUST FC,233,2119773,"HINSDALE, IL",NAT,5111,5111,100,91,16,0,N
SMBC MANUBANK,SMBC AMERS HOLDS,234,930965,"LOS ANGELES, CA",SNM,5110,5110,100,91,7,0,N
FARMERS NB,FARMERS NAT BC,235,680813,"CANFIELD, OH",NAT,5067,5067,100,91,65,0,N
CFG BK,CAPITAL FUND BC,236,2471239,"LUTHERVILLE, MD",SNM,5058,5058,100,91,2,0,N
HEARTLAND B&TC,HBT FNCL,237,426534,"BLOOMINGTON, IL",SNM,5037,5037,100,91,67,0,N
NORTHBROOK B&TC NA,WINTRUST FC,238,2938198,"NORTHBROOK, IL",NAT,5034,5034,100,91,6,0,N
RIVER CITY BK,,239,253468,"SACRAMENTO, CA",SNM,4974,4974,100,91,10,0,N
SMARTBANK,SMARTFINANCIAL,240,3532641,"PIGEON FORGE, TN",SMB,4952,4952,100,91,40,0,N
WILSON B&TC,WILSON BHC,241,159636,"LEBANON, TN",SNM,4938,4938,100,91,29,0,N
CANANDAIGUA NB&TC,CANANDAIGUA NAT CORP,242,161602,"CANANDAIGUA, NY",NAT,4935,4935,100,91,25,0,N
COMMUNITY BK OF MS,COMMUNITY BSHRS ESOP,243,460033,"FLOWOOD, MS",SNM,4902,4902,100,91,51,0,N
NORTHPOINTE BK,NORTHPOINTE BSHRS,244,2737980,"GRAND RAPIDS, MI",SNM,4865,4865,100,91,0,0,N
FIRST FNCL BK NA,FIRST FC,245,693345,"TERRE HAUTE, IN",NAT,4844,4844,100,91,69,0,N
BEAL BK,BEAL FNCL CORP,246,1176881,"PLANO, TX",SNM,4843,4843,100,91,6,0,N
CHOICE FNCL GRP,CHOICE FNCL HOLD,247,826956,"FARGO, ND",SNM,4804,4804,100,91,17,0,N
