Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
FIRST NB,CHALYBEATE SPRINGS CORP,2015,849357,"HUGHES SPRINGS, TX",NAT,325,325,100,100,15,0,N
CITIZENS FIRST BK,FIRSNABANCO,2016,716954,"VIROQUA, WI",SNM,324,324,100,100,5,0,N
COMMUNITY FIRST NB,TTAC CORP,2017,2907019,"MANHATTAN, KS",NAT,324,324,100,100,1,0,N
HURON CMNTY BK,HURON CMNTY FS,2018,475345,"EAST TAWAS, MI",SMB,324,324,100,100,7,0,N
CENTERA BK,SANTA FE TRAIL BSHRS,2019,51459,"SUBLETTE, KS",SNM,324,324,100,100,5,0,N
CAPTEX BK,CAPTEX BSHRS,2020,419460,"FORT WORTH, TX",SNM,324,324,100,100,4,0,N
BANNER CAP BK,BANNER CTY BC ESOP & TR,2021,275255,"HARRISBURG, NE",SNM,324,324,100,100,5,0,N
LEGACY BK,GNB BSHRS CORP,2022,268828,"GRUNDY, VA",SMB,324,324,100,100,4,0,N
FARMERS ST BK,PIKE BANCORP,2023,477648,"PITTSFIELD, IL",SNM,324,324,100,100,5,0,N
ST JOHNS B&TC,UNITY BSHRS LLC,2024,173557,"SAINT LOUIS, MO",SNM,323,323,100,100,3,0,N
STATE BK OF GRAYMONT,GRAYMONT BC,2025,937339,"GRAYMONT, IL",SNM,323,323,100,100,4,0,N
FIRST NB,,2026,966731,"ONEIDA, TN",NAT,323,323,100,100,4,0,N
GILMER NB,GILMER NAT BSHRS,2027,323651,"GILMER, TX",NAT,323,323,100,100,1,0,N
HOMEBANK TX,MTA BSHRS,2028,522669,"SEAGOVILLE, TX",SNM,322,322,100,100,3,0,N
CITIZENS BK OF THE SOUTH,,2029,367431,"SANDERSVILLE, GA",SNM,322,322,100,100,3,0,N
TEUTOPOLIS ST BK,TEUTOPOLIS HOLDING CO,2030,134848,"TEUTOPOLIS, IL",SMB,322,322,100,100,2,0,N
FIRST COLONY BK OF FL,,2031,3688548,"MAITLAND, FL",SNM,322,322,100,100,0,0,N
INFINITY BK,INFINITY BC,2032,5193989,"SANTA ANA, CA",SNM,322,322,100,100,0,0,N
FIRST NB,FIRST GRAYSON BC,2033,610913,"GRAYSON, KY",NAT,322,322,100,100,6,0,N
HOLCOMB BK,HOLCOMB BC,2034,568135,"ROCHELLE, IL",SNM,322,322,100,100,3,0,N
BANK OF CLOVIS,CLOVIS BSHRS,2035,2948423,"CLOVIS, NM",SNM,322,322,100,100,1,0,N
MERCHANTS & PLANTERS BK,M&P CMNTY BSHRS ESOP,2036,99143,"NEWPORT, AR",SNM,322,322,100,100,10,0,N
CLARE BK NA,MONTFORT BC,2037,988144,"PLATTEVILLE, WI",NAT,321,321,100,100,7,0,N
NEW ALBIN SVG BK,,2038,234841,"NEW ALBIN, IA",SNM,321,321,100,100,0,0,N
CITIZENS B&TC OF ARDMORE,CITIZENS CMRC CORP,2039,255556,"ARDMORE, OK",SMB,321,321,100,100,3,0,N
LINEAGE BK,LINEAGE FNCL NETWORK,2040,321152,"FRANKLIN, TN",SNM,321,321,100,100,2,0,N
FLATIRONS BK,FBHC HC,2041,3022610,"BOULDER, CO",SMB,321,321,100,100,2,0,N
HOOSIER HEARTLAND ST BK,HOOSIER HEARTLAND ST BC ESOP,2042,157744,"CRAWFORDSVILLE, IN",SNM,320,320,100,100,6,0,N
STOCK GROWERS BK,NAPOLEON BC,2043,992851,"FORMAN, ND",SNM,320,320,100,100,5,0,N
LOCUS BK,LOCUS,2044,3626858,"RICHMOND, VA",SMB,320,320,100,100,1,0,N
FAHEY BKG CO,,2045,520423,"MARION, OH",SNM,320,320,100,100,3,0,N
AMERIFIRST BK,USAL BC,2046,139133,"MONTGOMERY, AL",SNM,320,320,100,100,4,0,N
FIRST NB,FIRST BSHRS,2047,243414,"BELLEVUE, OH",NAT,319,319,100,100,8,0,N
PRISM BK,WDCO VENTS LLC,2048,905356,"GUTHRIE, OK",SNM,319,319,100,100,3,0,N
STATE STREET B&TC,BACKLUND INV CO,2049,352745,"QUINCY, IL",SNM,319,319,100,100,2,0,N
WATERMARK BK,,2050,5313312,"OKLAHOMA CITY, OK",SNM,319,319,100,100,0,0,N
CROSSROADS BK,FIRST ST BSHRS OF YOAKUM,2051,564463,"YOAKUM, TX",SNM,318,318,100,100,3,0,N
CITIZENS FIRST BK,CFB HC,2052,2882983,"CLINTON, IA",SNM,318,318,100,100,2,0,N
FIRST NB OF RIVER FALLS,FIRST NBC OF RIVER FALLS,2053,956255,"RIVER FALLS, WI",NAT,318,318,100,100,3,0,N
CENTERBANK,CENTERGROUP FNCL,2054,2887399,"MILFORD, OH",SNM,318,318,100,100,2,0,N
FIRST SOUTHERN BK,FSBH CORP,2055,631039,"WAYCROSS, GA",SNM,318,318,100,100,5,0,N
BANK OF KILMICHAEL,KILMICHAEL BC,2056,780049,"KILMICHAEL, MS",SMB,318,318,100,100,4,0,N
FIRST NAT CMNTY BK,ONE CORP,2057,23755,"NEW RICHMOND, WI",NAT,317,317,100,100,3,0,N
PECOS CTY ST BK,PECOS CTY BSHRS,2058,396954,"FORT STOCKTON, TX",SNM,317,317,100,100,4,0,N
STIFEL TC DE NA,STIFEL FNCL CORP,2059,4125778,"GREENVILLE, DE",NAT,317,317,100,100,0,0,N
HERITAGE BK OF THE OZARKS,CORNERSTONE BSHRS,2060,3199811,"LEBANON, MO",SNM,317,317,100,100,2,0,N
CITIZENS BK OF WINFIELD,CITIZENS BC OF WINFIELD,2061,293437,"WINFIELD, AL",SNM,317,317,100,100,0,0,N
MARION CMNTY BK,MARION BSHRS,2062,449832,"MARION, AL",SNM,317,317,100,100,5,0,N
PATTERSON ST BK,PATTERSON BSHRS,2063,85931,"PATTERSON, LA",SNM,316,316,100,100,2,0,N
SUMMIT BK,SUMMIT BSHRS,2064,351560,"OAKLAND, CA",SNM,316,316,100,100,2,0,N
JACKSBORO NB,JACKSBORO NAT BSHRS,2065,924058,"JACKSBORO, TX",NAT,315,315,100,100,2,0,N
FIRST NAT BK & TR ELK CITY O,WESTERN OK FS,2066,114457,"ELK CITY, OK",NAT,315,315,100,100,2,0,N
FOREST PARK NB&TC,FIRST FOREST PARK CORP,2067,926632,"FOREST PARK, IL",NAT,315,315,100,100,1,0,N
YOAKUM NB,YOAKUM NAT BSHRS,2068,311265,"YOAKUM, TX",NAT,315,315,100,100,1,0,N
PACIFIC W BK,PACIFIC WEST BC,2069,3303944,"WEST LINN, OR",SNM,315,315,100,100,2,0,N
BATH ST BK,BATH ST BC ESOP WITH 401 K PRO,2070,308340,"BATH, IN",SNM,315,315,100,100,2,0,N
PATHWAY BK,PATHWAY BC,2071,73554,"CAIRO, NE",SNM,314,314,100,100,3,0,N
CITIZENS B&TC HUTCHINSON MN,CITIZENS BSHRS OF HUTCHINSON,2072,56258,"HUTCHINSON, MN",SNM,314,314,100,100,2,0,N
AMERICAN ST BK,OSCEOLA BC,2073,276645,"OSCEOLA, IA",SMB,314,314,100,100,3,0,N
FIRST NB,GIDDINGS BSHRS,2074,324153,"GIDDINGS, TX",NAT,314,314,100,100,1,0,N
WYOMING B&TC,FARMERS ST BSHRS,2075,64150,"CHEYENNE, WY",SMB,314,314,100,100,1,0,N
PCSB BK,WHITMORE CO,2076,188449,"CLARINDA, IA",SNM,314,314,100,100,6,0,N
MIDWEST INDEP BANKERSBANK,MIDWEST INDEP BSHRS,2077,977250,"JEFFERSON CITY, MO",SMB,314,314,100,100,1,0,N
FIRST BK OF OH,TONTI FNCL CORP,2078,586027,"TIFFIN, OH",SNM,314,314,100,100,4,0,N
FLINT CMNTY BK,FLINT CMNTY BSHRS,2079,3341393,"ALBANY, GA",SNM,314,314,100,100,0,0,N
UPPER PENINSULA ST BK,SBE CORP,2080,236957,"ESCANABA, MI",SNM,314,314,100,100,4,0,N
FIRSTSTATE BK,FIRST ST CAP CORP,2081,540739,"LINEVILLE, AL",SNM,313,313,100,100,2,0,N
CENTRAL BK,CENTRAL FNCL HOLD,2082,3468450,"TAMPA, FL",SNM,313,313,100,100,3,0,N
KAW VALLEY BK,R DEAN PHILLIPS BK TR,2083,485456,"TOPEKA, KS",SNM,313,313,100,100,6,0,N
STATE BK,SBW BSHRS,2084,266244,"WATERLOO, IL",SNM,313,313,100,100,4,0,N
TRUCOMMUNITY BK,MCLEAN BHC,2085,808653,"GARRISON, ND",SNM,312,312,100,100,3,0,N
STATE BK TOULON,STARK CTY BC,2086,535940,"TOULON, IL",SNM,312,312,100,100,2,0,N
BANK OF BRODHEAD,BRODHEAD BSHRS,2087,517441,"BRODHEAD, WI",SMB,312,312,100,100,1,0,N
PETEFISH SKILES & CO,PETEFISH SKILES BSHRS,2088,602543,"VIRGINIA, IL",SNM,312,312,100,100,3,0,N
THREE RIVERS BK OF MT,KING KALISPELL LLC,2089,610557,"KALISPELL, MT",SNM,311,311,100,100,1,0,N
CEDARSTONE BK,CEDARSTONE FNCL,2090,3262788,"LEBANON, TN",SNM,311,311,100,100,2,0,N
NORTHERN ST BK,BAY AREA BKG SHARES,2091,625757,"ASHLAND, WI",SNM,311,311,100,100,6,0,N
CITIZENS ST BK,FLINT HILLS BSHRS,2092,858854,"GRIDLEY, KS",SNM,311,311,100,100,9,0,N
KCB BK,LAKIN BSHRS,2093,5751,"LAKIN, KS",SNM,311,311,100,100,1,0,N
AMERICAN BK,AMERICAN BSHRS,2094,597452,"COVINGTON, LA",SNM,311,311,100,100,4,0,N
NORTH VALLEY BK,NORTH VALLEY BSHR INC,2095,783910,"ZANESVILLE, OH",SMB,311,311,100,100,8,0,N
UNION B&TC,FIRST UNION FINANCIAL CORP,2096,22048,"MONTICELLO, AR",SNM,311,311,100,100,3,0,N
SOONER ST BK,TUTTLE BSHRS,2097,534756,"TUTTLE, OK",SNM,310,310,100,100,6,0,N
SOLUTIONS NORTH BK,STOCKTON BSHRS,2098,612159,"STOCKTON, KS",SNM,310,310,100,100,4,0,N
COMMERCIAL NB,COMMERCIAL BSHRS,2099,794149,"TEXARKANA, TX",NAT,310,310,100,100,5,0,N
FIRST NB PANA,,2100,860147,"PANA, IL",NAT,309,309,100,100,5,0,N
COPIAH BK,COPIAH BSHRS,2101,398837,"HAZLEHURST, MS",SMB,309,309,100,100,8,0,N
CITIZENS BK OF ADA,CITIZENSADA FC,2102,807656,"ADA, OK",SNM,309,309,100,100,2,0,N
SECURITY BK,ESOP ACCOUNTS TR OF THE SCTY,2103,566056,"LAUREL, NE",SMB,309,309,100,100,4,0,N
UPSTATE NB,,2104,313009,"OGDENSBURG, NY",NAT,309,309,100,100,3,0,N
CITIZENS ST BK OF ROSEAU,ROSEAU REALTY CO,2105,822051,"ROSEAU, MN",SNM,309,309,100,100,0,0,N
FARMERS & MERCHANTS ST BK,FARMERS & MRCH AGY,2106,728957,"PIERZ, MN",SNM,308,308,100,100,2,0,N
FOUNDERS BK,,2107,5398355,"WASHINGTON, DC",SNM,308,308,100,100,0,0,N
CHARTER BK,CHARTER BSHRS,2108,814458,"CORPUS CHRISTI, TX",SNM,308,308,100,100,3,0,N
HOMETOWN NB,LASALLE BC,2109,770639,"LA SALLE, IL",NAT,308,308,100,100,1,0,N
FIRST NB OF DECATUR CTY,BAINBRIDGE BSHRS,2110,3232370,"BAINBRIDGE, GA",NAT,308,308,100,100,3,0,N
FIRST ST BK,,2111,303653,"BURNET, TX",SNM,308,308,100,100,2,0,N
COMMUNITY BK OF PARKERSBURG,COMMUNITY BSHRS,2112,901134,"PARKERSBURG, WV",SNM,308,308,100,100,3,0,N
BANK OF MT,BANCORP MT HC,2113,3470097,"MISSOULA, MT",SNM,307,307,100,100,0,0,N
COMMUNITY BK,EAST TX BC,2114,572655,"LONGVIEW, TX",SNM,307,307,100,100,5,0,N
FMS BK,MORGAN CAP CORP,2115,257756,"FORT MORGAN, CO",SMB,306,306,100,100,1,0,N
FIRST NB PASCO,FLORIDA BSHRS,2116,82033,"DADE CITY, FL",NAT,306,306,100,100,4,0,N
FIRST T&SB OF WATSEKA,FIRST TR HOLDS,2117,193649,"WATSEKA, IL",SMB,306,306,100,100,1,0,N
STOCK EXCH BK,,2118,958558,"WOODWARD, OK",SNM,306,306,100,100,2,0,N
SOUTHERN BK,SOUTHERN FC,2119,307334,"SARDIS, GA",SNM,306,306,100,100,6,0,N
CAPRA BK,,2120,1013744,"DUBUQUE, IA",SNM,305,305,100,100,1,0,N
BANK OF ALMA,DAIRYLAND BHC,2121,564052,"ALMA, WI",SNM,305,305,100,100,3,0,N
PINNACLE BK,IOWA RIVER BC,2122,365745,"MARSHALLTOWN, IA",SMB,305,305,100,100,1,0,N
COMMUNITY BK,COMMUNITY NATIONAL CORP,2123,361279,"LEXINGTON, TN",SMB,305,305,100,100,3,0,N
CITY B&TC,TCM CO,2124,79855,"LINCOLN, NE",SNM,305,305,100,100,4,0,N
FARMERS BK,FARMERS FINANCIAL CORP,2125,265340,"MILTON, KY",SNM,304,304,100,100,4,0,N
TNBANK,TENNESSEE VALLEY FNCL HOLD,2126,2305969,"OAK RIDGE, TN",SNM,304,304,100,100,4,0,N
CITIZENS BK CO,MUSKINGUM VALLEY BSHRS,2127,1010015,"BEVERLY, OH",SNM,304,304,100,100,4,0,N
BANKSTAR FINANCIAL,ELKTON HC,2128,109453,"ELKTON, SD",SNM,304,304,100,100,2,0,N
PEOPLES BK,PEOPLES BC,2129,750127,"CHESTERTOWN, MD",SNM,304,304,100,100,6,0,N
FIRST ST BK,FIRST BRECKINRIDGE BSHRS,2130,565143,"IRVINGTON, KY",SNM,304,304,100,100,2,0,N
BANK OF LITTLE ROCK,LITTLE ROCK BSHRS,2131,1397471,"LITTLE ROCK, AR",SMB,304,304,100,100,4,0,N
HARVARD ST BK,HARVARD BSHRS,2132,800134,"HARVARD, IL",SNM,303,303,100,100,4,0,N
HAVANA NB,COMMUNITY INV GRP,2133,940731,"HAVANA, IL",NAT,303,303,100,100,5,0,N
COMMERCIAL CAP BK,CAPITAL BC,2134,2756730,"DELHI, LA",SNM,303,303,100,100,6,0,N
FIRST NB OF ST IGNACE,MACKINAC NAT BC,2135,381950,"SAINT IGNACE, MI",NAT,303,303,100,100,6,0,N
VALUEBANK TX,FIRST INTL BSHRS,2136,964157,"CORPUS CHRISTI, TX",SNM,303,303,100,100,8,0,N
WOLF RIVER CMNTY BK,WOLF RIVER BC,2137,2505424,"HORTONVILLE, WI",SNM,302,302,100,100,3,0,N
COMMUNITY VALLEY BK,CMUV BC,2138,3637706,"EL CENTRO, CA",SNM,302,302,100,100,5,0,N
NEIGHBORHOOD NB,PEOPLES BSHRS,2139,705556,"MORA, MN",NAT,302,302,100,100,5,0,N
GUARANTY B&TC,GREAT GUARANTY BSHRS,2140,289739,"NEW ROADS, LA",SNM,301,301,100,100,6,0,N
RIVER CITY BK,RCB FNCL CORP,2141,3445901,"ROME, GA",SNM,301,301,100,100,1,0,N
AMERICAN B&TC,,2142,452159,"TULSA, OK",SNM,301,301,100,100,1,0,N
HORATIO ST BK,PIONEER BSHRS,2143,458142,"HORATIO, AR",SNM,301,301,100,100,2,0,N
RABUN CTY BK,LIBERTY BC OF GA,2144,514936,"CLAYTON, GA",SNM,301,301,100,100,2,0,N
RELIANCE ST BK,AMES NAT CORP,2145,466044,"STORY CITY, IA",SNM,301,301,100,100,1,0,N
FARMERS & MRCH BK,F&M BC,2146,176325,"MIAMISBURG, OH",SNM,300,300,100,100,4,0,N
