Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
INDEPENDENCE BK,MONTANA SECURITY,719,606653,"HAVRE, MT",SNM,1184,1184,100,96,8,0,N
PACIFIC NB,,720,577137,"MIAMI, FL",NAT,1183,1183,100,96,2,0,N
COMMERCEWEST BK,CW BC,721,3052813,"IRVINE, CA",SMB,1182,1182,100,96,0,0,N
PRIMESOUTH BK,JONES BSHRS,722,1011638,"BLACKSHEAR, GA",SNM,1182,1182,100,96,6,0,N
GENESEE REGIONAL BK,GREATER ROCHESTER BC,723,852704,"ROCHESTER, NY",SNM,1178,1178,100,96,2,0,N
MONTICELLO BKG CO,MONTICELLO BSHRS,724,266945,"MONTICELLO, KY",SMB,1177,1177,100,96,20,0,N
DALLAS CAP BK NA,PARK CITIES FNCL GRP,725,384652,"DALLAS, TX",NAT,1175,1175,100,96,0,0,N
SOLERA NB,SOLERA NAT BC,726,3397233,"LAKEWOOD, CO",NAT,1174,1174,100,96,0,0,N
CENTRAL NB,CENTRABANC CORP,727,428060,"WACO, TX",NAT,1173,1173,100,96,3,0,N
COUNTY NB,CNB CMNTY BC,728,682143,"HILLSDALE, MI",NAT,1172,1172,100,96,13,0,N
WALLIS BK,WALLIS BSHRS,729,283867,"WALLIS, TX",SNM,1171,1171,100,96,13,0,N
FIRST GEN BK,,730,3386264,"ROWLAND HEIGHTS, CA",SNM,1170,1170,100,96,4,0,N
CITIZENS BK,CITCO CMNTY BSHRS,731,778738,"ELIZABETHTON, TN",SNM,1166,1166,100,96,13,0,N
MEADOWS BK,,732,3719648,"LAS VEGAS, NV",SNM,1163,1163,100,96,5,0,N
PATRIOT BK NA,PATRIOT NAT BC,733,2236821,"STAMFORD, CT",NAT,1162,1162,100,96,8,0,N
SUMMIT ST BK,,734,561574,"SANTA ROSA, CA",SNM,1161,1161,100,96,4,0,N
CBI B&TC,CENTRAL BSHRS,735,830542,"MUSCATINE, IA",SMB,1159,1159,100,96,16,0,N
US METRO BK,US METRO BC,736,3470154,"GARDEN GROVE, CA",SNM,1156,1156,100,96,6,0,N
COMMERCIAL & SVG BK,CSB BC,737,189129,"MILLERSBURG, OH",SMB,1156,1156,100,96,15,0,N
FIRST NB AMES IA,AMES NAT CORP,738,820048,"AMES, IA",NAT,1151,1151,100,96,11,0,N
FIRST HARRISON BK,FIRST CAPITAL INC,739,716374,"CORYDON, IN",SNM,1150,1150,100,96,17,0,N
YELLOWSTONE BK,YELLOWSTONE HC,740,680457,"LAUREL, MT",SMB,1150,1150,100,96,9,0,N
UNITED BK,UNITED BC OF AL,741,994435,"ATMORE, AL",SNM,1148,1148,100,96,20,0,N
FARMERS ST BK,FS BC,742,113441,"LAGRANGE, IN",SNM,1144,1144,100,96,11,0,N
FIRST BKR TC NA,FIRST BKR TRUSTSHARES,743,344647,"QUINCY, IL",NAT,1142,1142,100,96,8,0,N
OLD DOMINION NA,ODNB FC,744,3610718,"NORTH GARDEN, VA",NAT,1138,1138,100,96,3,0,N
SECURITY B&TC,SECURITY BSHRS,745,118156,"PARIS, TN",SNM,1138,1138,100,96,10,0,N
RICHWOOD BKG CO,RICHWOOD BSHRS,746,150727,"RICHWOOD, OH",SMB,1138,1138,100,96,8,0,N
PARK ST BK,PARK FNCL GRP,747,286457,"DULUTH, MN",SNM,1136,1136,100,96,14,0,N
FIRST IC BK,FIRST IC CORP,748,2877840,"DORAVILLE, GA",SNM,1135,1135,100,96,9,0,N
NBKC BK,AMERI-NATIONAL CORP,749,2747587,"LEAWOOD, KS",SNM,1132,1132,100,96,3,0,N
WOOD & HUSTON BK,WOOD & HUSTON BC,750,671558,"MARSHALL, MO",SNM,1132,1132,100,96,11,0,N
COMMUNITY WEST BK NA,COMMUNITY WEST BSHRS,751,1412712,"GOLETA, CA",NAT,1131,1131,100,96,6,0,N
BENCHMARK CMNTY BK,BENCHMARK BSHRS,752,94522,"KENBRIDGE, VA",SMB,1123,1123,100,96,15,0,N
GREENE CTY CMRL BK,,753,3268249,"CATSKILL, NY",SNM,1119,1119,100,96,0,0,N
SOLVAY BK,SOLVAY BC,754,722816,"SOLVAY, NY",SMB,1117,1117,100,96,8,0,N
CROGHAN COLONIAL BK,CROGHAN BSHRS,755,362717,"FREMONT, OH",SMB,1117,1117,100,96,18,0,N
1ST FNCL BK USA,,756,526452,"DAKOTA DUNES, SD",SNM,1116,1116,100,96,1,0,N
LIBERTY NAT BK,BOE BSHRS,757,68756,"LAWTON, OK",NAT,1114,1114,100,96,8,0,N
STATE BK OF INDIA CA,,758,779968,"LOS ANGELES, CA",SNM,1098,1098,100,96,7,0,N
CHAIN BRIDGE BK NA,CHAIN BRIDGE BC,759,3597211,"MC LEAN, VA",NAT,1095,1095,100,96,0,0,N
PEOPLES B&TC,PBT BSHRS,760,153353,"MCPHERSON, KS",SNM,1094,1094,100,96,15,0,N
PEOPLESSOUTH BK,PEOPLESSOUTH BSHRS,761,518037,"COLQUITT, GA",SNM,1091,1091,100,96,30,0,N
UNION BK CO,UNITED BSHRS,762,780218,"COLUMBUS GROVE, OH",SNM,1090,1090,100,96,18,0,N
ELKHORN VALLEY B&TC,FEO INV,763,439356,"NORFOLK, NE",SNM,1090,1090,100,96,8,0,N
BAYFIRST NB,BAYFIRST FNCL CORP,764,2771694,"ST. PETERSBURG, FL",NAT,1087,1087,100,96,8,0,N
GROVE B&TC,COCONUT GROVE BSHRS,765,648130,"MIAMI, FL",SMB,1083,1083,100,96,4,0,N
LIBERTY B&TC,LIBERTY FNCL SVC,766,283438,"NEW ORLEANS, LA",SNM,1078,1078,100,96,16,0,N
RIVER BK,RIVER HC,767,279842,"STODDARD, WI",SNM,1073,1073,100,96,13,0,N
DEERWOOD BK,DEERWOOD BSHRS,768,314257,"WAITE PARK, MN",SNM,1071,1071,100,96,11,0,N
FIRST ST BK,FIRST ST FC,769,113740,"EASTPOINTE, MI",SMB,1070,1070,100,96,10,0,N
HELM BK USA,,770,1414819,"MIAMI, FL",SNM,1069,1069,100,96,0,0,N
PLATTE VALLEY BK,PLATTE VALLEY FS CO,771,2465881,"SCOTTSBLUFF, NE",SMB,1069,1069,100,96,9,0,N
BTC BK,BETHANY BSHRS,772,1009242,"BETHANY, MO",SNM,1068,1068,100,97,21,0,N
FIRST US BK,FIRST US BSHRS,773,259330,"BIRMINGHAM, AL",SNM,1068,1068,100,97,14,0,N
SULLIVAN BK,MID-MISSOURI HC,774,436953,"SULLIVAN, MO",SNM,1067,1067,100,97,9,0,N
SOUTHWEST MO BK,SOUTHWEST MO BC,775,760854,"CARTHAGE, MO",SNM,1067,1067,100,97,10,0,N
BANK OF WA,DIAMOND BANCORP,776,565750,"WASHINGTON, MO",SNM,1067,1067,100,97,5,0,N
BENCHMARK BK,QUINLAN BSHRS,777,980960,"PLANO, TX",SNM,1061,1061,100,97,6,0,N
COMMUNITY BK OF THE BAY,BAY CMNTY BC,778,2483438,"OAKLAND, CA",SNM,1060,1060,100,97,2,0,N
CONSUMERS NB,CONSUMERS BC,779,477321,"MINERVA, OH",NAT,1060,1060,100,97,20,0,N
BANKFIRST,NORTH CENTRAL BC,780,117458,"NORFOLK, NE",SNM,1059,1059,100,97,14,0,N
CORE BK,DS HC,781,976552,"OMAHA, NE",SNM,1058,1058,100,97,6,0,N
FIRST OKLAHOMA BK,FIRST OK HOLD,782,75259,"JENKS, OK",SNM,1057,1057,100,97,2,0,N
FIRST BK OF BERNE,FIRST BERNE FC,783,312244,"BERNE, IN",SMB,1055,1055,100,97,6,0,N
SIGNATURE BK,WHITE RIVER BSHRS CO,784,3350724,"FAYETTEVILLE, AR",SMB,1054,1054,100,97,8,0,N
LEGEND BK NA,LEGEND BC,785,100357,"BOWIE, TX",NAT,1050,1050,100,97,13,0,N
FARMERS B&TC,FARMERS ENT,786,482156,"GREAT BEND, KS",SNM,1048,1048,100,97,8,0,N
FARMERS ST BK,NEIGHBOR INS AGY,787,1006148,"MARION, IA",SNM,1045,1045,100,97,7,0,N
CENTRAL BK,CENTRAL BSHRS,788,31255,"HOUSTON, TX",SMB,1044,1044,100,97,3,0,N
CITIZENS B&TC,CITIZENS B&T HOLD,789,3174920,"GUNTERSVILLE, AL",SNM,1043,1043,100,97,7,0,N
FREEDOM BK OF VIRGINIA,FREEDOM FNCL HOLDS,790,3019982,"FAIRFAX, VA",SMB,1041,1041,100,97,4,0,N
BANK OF ID,BANK OF ID HC,791,300960,"IDAHO FALLS, ID",SNM,1037,1037,100,97,15,0,N
COMMERCIAL B&TC,COMMERCIAL HC,792,467658,"PARIS, TN",SNM,1036,1036,100,97,8,0,N
PRIORITYONE BK,PRIORITYONE CAP CORP,793,956938,"MAGEE, MS",SMB,1032,1032,100,97,14,0,N
UWHARRIE BK,UWHARRIE CAP CORP,794,590220,"ALBEMARLE, NC",SMB,1032,1032,100,97,9,0,N
BANK OF CENT FL,BANK OF CENT FL HC,795,3588312,"LAKELAND, FL",SNM,1032,1032,100,97,4,0,N
COMMUNITY NB,COMMUNITY BC,796,270504,"DERBY, VT",NAT,1031,1031,100,97,11,0,N
CITIZENS BK,CITIZENS BC,797,98463,"CORVALLIS, OR",SNM,1031,1031,100,97,14,0,N
VOLUNTEER ST BK,VOLUNTEER ST BSHRS,798,774132,"PORTLAND, TN",SNM,1029,1029,100,97,12,0,N
DAYSPRING BK,NEBRASKA BSHRS,799,151957,"GOTHENBURG, NE",SNM,1028,1028,100,97,6,0,N
AUBURNBANK,AUBURN NBC,800,749635,"AUBURN, AL",SMB,1026,1026,100,97,7,0,N
SUMMIT BK,SUMMIT BK GRP,801,3243282,"EUGENE, OR",SNM,1025,1025,100,97,2,0,N
SUPERIOR NB,KEWEENAW FC,802,245557,"HANCOCK, MI",NAT,1025,1025,100,97,9,0,N
FIRST BK OF AL,FIRSTBANC OF AL,803,257233,"TALLADEGA, AL",SNM,1023,1023,100,97,11,0,N
PREMIER BK,PB BSHRS,804,33259,"MAPLEWOOD, MN",SNM,1022,1022,100,97,7,0,N
CITIZENS BK,AMADOR BSHRS,805,1016857,"LAS CRUCES, NM",SNM,1022,1022,100,97,7,0,N
AMERICAN ST BK,STEELE BSHRS,806,262358,"ARP, TX",SMB,1021,1021,100,97,12,0,N
METRO BK,,807,1394621,"PELL CITY, AL",SNM,1019,1019,100,97,8,0,N
PEOPLES BK,PEOPLES BC,808,819855,"LUBBOCK, TX",SMB,1018,1018,100,97,11,0,N
CITIZENS ST BK,CSB BSHRS,809,261360,"SOMERVILLE, TX",SNM,1018,1018,100,97,6,0,N
FIRST NB OF HUTCHINSON,FIRST KS BSHRS,810,754853,"HUTCHINSON, KS",NAT,1018,1018,100,97,7,0,N
POINTBANK,PILOT POINT BC ESOP,811,844567,"PILOT POINT, TX",SMB,1012,1012,100,97,8,0,N
SOUND CMNTY BK,SOUND FNCL BC,812,429487,"SEATTLE, WA",SNM,1011,1011,100,97,8,0,N
ROYAL BKS OF MO,ROYAL BSHRS,813,501459,"SAINT LOUIS, MO",SNM,1010,1010,100,97,17,0,N
FIRST SOUTHERN BK,MIDWEST COMMUNITY BSHRS,814,382649,"MARION, IL",SNM,1009,1009,100,97,18,0,N
SKYLINE NB,SKYLINE BSHRS,815,90328,"INDEPENDENCE, VA",NAT,1007,1007,100,97,24,0,N
MIDWEST BK,MIDWEST BANC HC,816,669555,"PIERCE, NE",SMB,1007,1007,100,97,9,0,N
SOUTHWESTERN NB,SWNB BC,817,2625724,"HOUSTON, TX",NAT,1006,1006,100,97,7,0,N
ANSTAFF BK,FIRST NATIONAL BANCORP,818,261940,"GREEN FOREST, AR",SMB,1002,1002,100,97,12,0,N
FIRST NB OF S MIAMI,FIRST MIAMI BC,819,794336,"MIAMI, FL",NAT,1002,1002,100,97,2,0,N
FIRST NB,PINNACLE BSHRS CORP,820,979629,"ALTAVISTA, VA",NAT,1001,1001,100,97,17,0,N
KATAHDIN TC,KATAHDIN BSHRS CORP,821,327305,"PATTEN, ME",SNM,1001,1001,100,97,15,0,N
BLUE SKY BK,NBC BSHRS,822,517357,"PAWHUSKA, OK",SMB,1000,1000,100,97,14,0,N
FIRST ARKANSAS B&T,FIRST ARKANSAS BSHRS,823,466240,"JACKSONVILLE, AR",SNM,1000,1000,100,97,20,0,N
DART BK,DART FC,824,47247,"MASON, MI",SNM,998,998,100,97,3,0,N
INTERNATIONAL FNC BK,IFB BC,825,867632,"MIAMI, FL",SNM,998,998,100,97,1,0,Y
RESOURCE BK,RESOURCE BSHRS,826,2716088,"COVINGTON, LA",SNM,997,997,100,97,10,0,N
TENNESSEE ST BK,TENNESSEE ST BSHRS,827,479839,"PIGEON FORGE, TN",SMB,996,996,100,97,16,0,N
IOWA ST BK,VOGEL BSHRS,828,982348,"HULL, IA",SMB,995,995,100,97,13,0,N
CITIZENS BK,CITIZENS BK HOLD,829,783844,"MUKWONAGO, WI",SNM,992,992,100,97,11,0,N
HILLTOP NB,MIDLAND FC,830,1454,"CASPER, WY",NAT,992,992,100,97,5,0,N
FIRST RELIANCE BK,FIRST RELIANCE BSHRS,831,2839790,"FLORENCE, SC",SNM,990,990,100,97,10,0,N
VAST BK NA,TULSA VALLEY BSHRS CORP,832,347956,"TULSA, OK",NAT,989,989,100,97,3,0,N
AMALGAMATED BK CHICAGO,AMALGAMATED INV CO,833,397531,"CHICAGO, IL",SNM,988,988,100,97,1,0,N
CITIZENS BK,CITIZENS BSHRS CORP,834,898627,"OLANTA, SC",SNM,987,987,100,97,24,0,N
DBA FIRST BK TX,FIRST BAIRD BSHRS,835,614368,"WEATHERFORD, TX",NAT,987,987,100,97,13,0,N
FIRST NB&TC,FIRST INDEPENDENT BC,836,154154,"CHICKASHA, OK",NAT,987,987,100,97,10,0,N
BENNINGTON ST BK,BERCO,837,1016259,"SALINA, KS",SNM,987,987,100,97,8,0,N
FIRST NB OF BEMIDJI,FIRST NB BEMIDJI ESOP & TR,838,363657,"BEMIDJI, MN",NAT,984,984,100,97,3,0,N
PIONEER B&TC,BELLE FOURCHE BSHRS,839,65559,"BELLE FOURCHE, SD",SNM,982,982,100,97,5,0,N
CITIZENS NB,CITIZENS BSHRS,840,738013,"BLUFFTON, OH",NAT,982,982,100,97,10,0,N
R BK,R CORP FNCL,841,3821037,"ROUND ROCK, TX",SNM,982,982,100,97,9,0,N
FIRST ST BK NE,FIRST ST HOLD CO,842,499453,"LINCOLN, NE",SMB,981,981,100,97,16,0,N
TOLLESON PRIV BK,TOLLESON WEALTH MGMT,843,3166699,"DALLAS, TX",SNM,981,981,100,97,0,0,N
SARATOGA NB&TC,ARROW FC,844,1211371,"SARATOGA SPRINGS, NY",NAT,981,981,100,97,10,0,N
FIRST NB MI,FIRST NAT BC,845,3404467,"KALAMAZOO, MI",NAT,980,980,100,97,5,0,N
MIDWEST RGNL BK,MIDWEST RGNL BC,846,691958,"CLAYTON, MO",SNM,979,979,100,97,6,0,N
NORTH SIDE B&TC,,847,615217,"CINCINNATI, OH",SMB,979,979,100,97,8,0,N
DBA GNBANK NA,GN BSHRS,848,928056,"GIRARD, KS",NAT,975,975,100,97,15,0,N
MIDDLETOWN VALLEY BK,COMMUNITY HERITAGE FNCL,849,41825,"MIDDLETOWN, MD",SNM,974,974,100,97,7,0,N
CORNERSTONE NB&TC,CORNERSTONE BC,850,2929392,"PALATINE, IL",NAT,971,971,100,97,4,0,N
MALVERN BK NA,MALVERN BC,851,676478,"PAOLI, PA",NAT,970,970,100,97,7,0,N
ADIRONDACK BK,ADIRONDACK BC,852,101671,"UTICA, NY",SMB,969,969,100,97,18,0,N
BOM BK,GRANT BSHRS,853,684455,"NATCHITOCHES, LA",SNM,968,968,100,97,17,0,N
PARKSIDE FNCL B&TC,PARKSIDE FNCL,854,3688043,"CLAYTON, MO",SNM,968,968,100,97,0,0,N
DIME BK,DIMECO,855,56717,"HONESDALE, PA",SNM,967,967,100,97,8,0,N
FIRST NB,BASTROP BSHRS,856,18050,"BASTROP, TX",NAT,967,967,100,97,5,0,N
NEWFIRST NB,NEWFIRST FNCL GROUP,857,938859,"EL CAMPO, TX",NAT,965,965,100,97,8,0,N
LEGACY NB,LEGACY BSHRS,858,3306280,"SPRINGDALE, AR",NAT,962,962,100,97,9,0,N
BANK OF PONTIAC,PONTIAC BC,859,930442,"PONTIAC, IL",SMB,962,962,100,97,10,0,N
KIRKPATRICK BK,AMERICAN BC OF OK,860,67151,"EDMOND, OK",SNM,961,961,100,97,7,0,N
1ST CAP BK,1ST CAP BC,861,3594797,"SALINAS, CA",SNM,960,960,100,97,4,0,N
AMERICAN CMNTY B&T,AMERICAN CMNTY FNCL,862,2869162,"WOODSTOCK, IL",SNM,959,959,100,97,3,0,N
EVANGELINE B&TC,EVANGELINE BSHRS,863,372538,"VILLE PLATTE, LA",SNM,957,957,100,97,9,0,N
FIRST COLUMBIA B&TC,CCFNB BC,864,881012,"BLOOMSBURG, PA",SNM,956,956,100,97,11,0,N
FIRST NAT BKRS BK,FIRST NAT BKR BSHRS,865,734538,"BATON ROUGE, LA",NAT,955,955,100,97,4,0,N
LEAD BK,LUNA PARENT,866,893855,"KANSAS CITY, MO",SNM,952,952,100,97,1,0,N
TRUXTON TC,TRUXTON CORP,867,3290240,"NASHVILLE, TN",SMB,952,952,100,97,0,0,N
FARMERS & MRCH BK,F&M FC,868,348720,"GRANITE QUARRY, NC",SNM,951,951,100,97,11,0,N
TWO RIVERS B&TC,TWO RIVERS FNCL GRP,869,3320781,"BURLINGTON, IA",SNM,949,949,100,97,11,0,N
NANO BANC,NANO FNCL HOLDS,870,3635029,"IRVINE, CA",SMB,945,945,100,97,1,0,N
WEST MI CMNTY BK,NORTHSTAR FNCL GRP,871,715340,"HUDSONVILLE, MI",SMB,945,945,100,97,7,0,N
HONESDALE NB,HONAT BC,872,465618,"HONESDALE, PA",NAT,944,944,100,97,12,0,N
BANK OF WI DELLS,DELLS BSHRS,873,894348,"WISCONSIN DELLS, WI",SNM,943,943,100,97,2,0,N
FIRST ST BK,FIRST ST BC,874,294023,"WINCHESTER, OH",SNM,941,941,100,97,15,0,N
BANK OF THE JAMES,BANK OF THE JAMES FNCL GROUP,875,2787770,"LYNCHBURG, VA",SMB,941,941,100,97,18,0,N
ACCESS BK,3MV BC,876,3614837,"OMAHA, NE",SNM,940,940,100,97,7,0,N
STUDIO BK,STUDIO FNCL HOLDS,877,5205819,"NASHVILLE, TN",SNM,939,939,100,97,1,0,N
CLEAR MNT BK,STATE BC,878,886624,"BRUCETON MILLS, WV",SMB,939,939,100,97,10,0,N
FIRSTAR BK,FIRSTAR FNCL CORP,879,427353,"SALLISAW, OK",SNM,936,936,100,97,9,0,N
NORTHSTAR BK,NORTHSTAR FNCL GRP,880,2958972,"BAD AXE, MI",SMB,935,935,100,97,9,0,N
CORNHUSKER BK,CORNHUSKER GROWTH CORP,881,544652,"LINCOLN, NE",SMB,934,934,100,97,9,0,N
INTERNATIONAL BK OF CHICAGO,IBC BC,882,2006024,"CHICAGO, IL",SNM,933,933,100,97,5,0,N
BNC NB,BNCCORP,883,2358769,"GLENDALE, AZ",NAT,929,929,100,97,10,0,N
FIRST METRO BK,FIRST METRO BC,884,1222519,"MUSCLE SHOALS, AL",SNM,928,928,100,97,10,0,N
AMERICAN BK,AMERICAN BK INC,885,2580243,"ALLENTOWN, PA",SMB,924,924,100,97,0,0,N
BANK FORWARD,BANK FORWARD ESOP & TR,886,812557,"FARGO, ND",SNM,924,924,100,97,11,0,N
FIRST TX BK,FIRST TX BC,887,444350,"GEORGETOWN, TX",SNM,923,923,100,97,6,0,N
STIFEL TC NA,STIFEL FNCL CORP,888,2713920,"SAINT LOUIS, MO",NAT,922,922,100,97,0,0,N
FARMERS NB OF DANVILLE,BOYLE BANCORP,889,785147,"DANVILLE, KY",NAT,921,921,100,97,11,0,N
VISION BK,VISION BSHRS,890,241157,"ADA, OK",SMB,919,919,100,97,9,0,N
FINANCIAL FED BK,FINANCIAL FEDCORP,891,590976,"MEMPHIS, TN",SMB,917,917,100,97,0,0,N
FIRST AMER B&TC,FIRST AMER BC,892,921039,"ATHENS, GA",SNM,917,917,100,97,6,0,N
PORT WASHINGTON ST BK,PORT BSHRS,893,937740,"PORT WASHINGTON, WI",SNM,915,915,100,97,7,0,N
NEBRASKALAND BK,NEBRASKALAND FS,894,2667957,"NORTH PLATTE, NE",SMB,914,914,100,97,5,0,N
FIRST PALMETTO BK,FIRST PALMETTO FC,895,586072,"CAMDEN, SC",SNM,914,914,100,97,21,0,N
JONESTOWN B&TC,JBT BC,896,653611,"JONESTOWN, PA",SNM,913,913,100,97,12,0,N
SOVEREIGN BK,,897,396253,"SHAWNEE, OK",SMB,913,913,100,97,8,0,N
UNITED BK MI,UNITED BK FC,898,150044,"GRAND RAPIDS, MI",SNM,913,913,100,97,12,0,N
SAINT LOUIS BK,ST LOUIS BSHRS,899,3354599,"SAINT LOUIS, MO",SNM,912,912,100,97,1,0,N
PADUCAH B&TC,PADUCAH BSHRS,900,285740,"PADUCAH, KY",SMB,910,910,100,97,6,0,N
BORDER BK,BORDER BSHRS,901,977951,"FARGO, ND",SNM,910,910,100,97,10,0,N
EVERTRUST BK,IBT HC,902,2297998,"CITY OF INDUSTRY, CA",SNM,908,908,100,97,7,0,N
COASTAL CAROLINA NB,COASTAL CAROLINA BSHRS,903,3821822,"MYRTLE BEACH, SC",NAT,908,908,100,97,7,0,N
NBC OKLAHOMA,NBC CORP OF OKLAHOMA,904,39756,"OKLAHOMA CITY, OK",SNM,907,907,100,97,6,0,N
BANK OF DELMARVA,PARTNERS BC,905,885225,"SEAFORD, DE",SMB,907,907,100,97,13,0,N
HCN BK,HEMET BC,906,183668,"RIVERSIDE, CA",SNM,905,905,100,97,5,0,N
TRAILWEST BK,BITTERROOT HC,907,615954,"LOLO, MT",SNM,905,905,100,97,15,0,N
GRAND SVG BK,GRAND BC,908,732178,"GROVE, OK",SNM,903,903,100,97,12,0,N
HOMETOWN BK NA,MOODY BSHRS,909,393953,"GALVESTON, TX",NAT,903,903,100,97,6,0,N
FALCON NB,CENTRA VENTURES,910,3184228,"FOLEY, MN",NAT,902,902,100,97,5,0,N
FIRST NORTHERN B&TC,PALM BC,911,186717,"PALMERTON, PA",SMB,901,901,100,97,10,0,N
WESTBURY BK,WESTBURY BC,912,524971,"WAUKESHA, WI",SNM,900,900,100,97,8,0,N
FIRSTIER BK,FIRSTIER II BC,913,536554,"KIMBALL, NE",SNM,899,899,100,97,9,0,N
UNITED S BK,UNISOUTH,914,327435,"UMATILLA, FL",SNM,896,896,100,97,13,0,N
CIERA BK,FIRST GRAHAM BC,915,327855,"GRAHAM, TX",SMB,896,896,100,97,7,0,N
PEOPLES BK,PEOPLES FC,916,870539,"BILOXI, MS",SNM,895,895,100,97,16,0,N
STURGIS B&TC,STURGIS BC,917,366078,"STURGIS, MI",SNM,894,894,100,97,17,0,N
FIRST NB,INDUSTRY BSHRS,918,342362,"SHINER, TX",NAT,894,894,100,97,4,0,N
BANK OF LABOR,INTERNATIONAL BHOOD BOILERMKRS,919,246657,"KANSAS CITY, KS",SNM,894,894,100,97,5,0,N
FARMERS BK FRANKFORT IN,FARMERS BC FRANKFORT IN,920,423449,"FRANKFORT, IN",SNM,892,892,100,97,9,0,N
NEWFIELD NB,NEWFIELD BC,921,632410,"NEWFIELD, NJ",NAT,891,891,100,97,10,0,N
CONVERSE CTY BK,CONVERSE CTY CAP CORP,922,72258,"DOUGLAS, WY",SNM,887,887,100,97,2,0,N
WAUCHULA ST BK,CREWS BKG CORP,923,200435,"WAUCHULA, FL",SNM,887,887,100,97,6,0,N
MID-MISSOURI BK,MID-MO BSHRS,924,950141,"SPRINGFIELD, MO",SNM,886,886,100,97,13,0,N
BELMONT B&TC,BELMONT FNCL GRP,925,3391718,"CHICAGO, IL",SNM,886,886,100,97,3,0,N
CALVIN B TAYLOR BKG CO BERLI,CALVIN B TAYLOR BSHRS,926,39327,"BERLIN, MD",SNM,885,885,100,97,11,0,N
JACKSON COUNTY BK,BANCORP OF SOUTHERN IN,927,884442,"SEYMOUR, IN",SNM,884,884,100,97,11,0,N
PROVIDENCE BK,PB FC,928,3404506,"ROCKY MOUNT, NC",SNM,880,880,100,97,5,0,N
FARMERS & MRCHS BK,COUNTRY BSHRS,929,455552,"MILFORD, NE",SNM,878,878,100,97,11,0,N
PEOPLES BK,PEOPLES BC,930,998844,"ROCK VALLEY, IA",SNM,878,878,100,97,9,0,N
INDUSTRY ST BK,INDUSTRY BSHRS,931,733054,"INDUSTRY, TX",SNM,874,874,100,97,3,0,N
ATLANTIC CMNTY BKR BK,ATLANTIC CMNTY BSHRS,932,959715,"CAMP HILL, PA",SMB,872,872,100,97,2,0,N
MID AMER BK,FRIENDSHIP BSHRS,933,873259,"LINN, MO",SNM,872,872,100,97,9,0,N
FIRST NB,FIRST GRANBURY BC,934,329952,"GRANBURY, TX",NAT,868,868,100,97,7,0,N
LINDELL B&TC,FIRST IL BANCORP,935,185859,"SAINT LOUIS, MO",SMB,866,866,100,97,14,0,N
PEOPLES ST BK,PEOPLES BC,936,262844,"PRAIRIE DU CHIEN, WI",SNM,864,864,100,97,20,0,N
GREENFIELD BKG CO,GREENFIELD BSHRS,937,592644,"GREENFIELD, IN",SNM,862,862,100,97,6,0,N
C3BANK NA,C3 BC,938,754068,"ENCINITAS, CA",NAT,861,861,100,97,2,0,N
BRANNEN BK,BRANNEN BK OF FL,939,760331,"INVERNESS, FL",SNM,861,861,100,97,11,0,N
FIRST SECURITY BK,SECURITY CAPITAL CORP,940,718145,"BATESVILLE, MS",SNM,860,860,100,97,16,0,N
MODERN BK NA,MODERN BK MGMT LLC,941,2398701,"NEW YORK, NY",NAT,859,859,100,97,0,0,Y
M1 BK,M1 BSHRS,942,666059,"CLAYTON, MO",SNM,859,859,100,97,1,0,N
UNIVERSITY BK,UNIVERSITY BC,943,137652,"ANN ARBOR, MI",SNM,858,858,100,97,0,0,N
WEST AL B&TC,WEST AL CAP CORP,944,501132,"REFORM, AL",SNM,858,858,100,97,14,0,N
FIRST CMRL BK USA,,945,2332910,"ALHAMBRA, CA",SNM,856,856,100,97,7,0,N
BANK OF THE ORIENT,ORIENT BC,946,777366,"SAN FRANCISCO, CA",SMB,854,854,100,97,5,1,N
FIRST ST BK,FIRST ST CORP,947,924236,"WAYNESBORO, MS",SNM,854,854,100,97,13,0,N
FIRST NB OF MIDDLE TN,FIRST MCMINNVILLE CORP,948,87234,"MC MINNVILLE, TN",NAT,854,854,100,97,9,0,N
FARMERS BK,FIRST FARMERS BSHRS,949,901938,"PORTLAND, TN",SNM,853,853,100,97,8,0,N
FIRST CMNTY BK OF TN,FIRST CMNTY BC,950,1188772,"SHELBYVILLE, TN",SNM,852,852,100,97,3,0,N
SYNERGY BK,SYNERGY BSHRS,951,2748502,"HOUMA, LA",SNM,852,852,100,97,5,0,N
BANK OF FAYETTE CTY,MOSCOW BSHRS,952,466754,"PIPERTON, TN",SMB,850,850,100,97,11,0,N
ROUND TOP ST BK,ROUND TOP BSHRS,953,665865,"ROUND TOP, TX",SNM,850,850,100,97,6,0,N
SANIBEL CAPTIVA CMNTY BK,,954,3122994,"SANIBEL, FL",SNM,847,847,100,97,7,0,N
LEGENDS BK,LEGENDS FNCL HOLD,955,2745426,"CLARKSVILLE, TN",SNM,846,846,100,97,8,0,N
FIRST NB,MCGREGOR BSHRS,956,895055,"MC GREGOR, TX",NAT,845,845,100,97,4,0,N
JUNIATA VALLEY BK,JUNIATA VALLEY FNCL CORP,957,215710,"MIFFLINTOWN, PA",SNM,845,845,100,97,14,0,N
