Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
COMMUNITY BK OF MS,COMMUNITY BSHRS ESOP,247,460033,"FLOWOOD, MS",SNM,4795,4795,100,91,51,0,N
SOUTHERN B&TC,SOUTHERN BSHRS NC,248,717924,"MOUNT OLIVE, NC",SNM,4759,4759,100,91,56,0,N
NORTHPOINTE BK,NORTHPOINTE BSHRS,249,2737980,"GRAND RAPIDS, MI",SNM,4758,4758,100,91,0,0,N
NORTHBROOK B&TC NA,WINTRUST FC,250,2938198,"NORTHBROOK, IL",NAT,4725,4725,100,91,6,0,N
FIRST B&T,FISHBACK FC,251,77851,"BROOKINGS, SD",SNM,4701,4701,100,91,23,0,N
HOMETRUST BK,HOMETRUST BSHRS,252,212577,"ASHEVILLE, NC",SMB,4672,4672,100,91,35,0,N
SUMMIT CMNTY BK,SUMMIT FNCL GROUP,253,2372774,"MOOREFIELD, WV",SNM,4627,4627,100,91,53,0,N
BRIDGEWATER BK,BRIDGEWATER BSHRS,254,3378773,"SAINT LOUIS PARK, MN",SNM,4608,4608,100,91,7,0,N
SOUTHERN BK,SOUTHERN MO BC,255,272272,"POPLAR BLUFF, MO",SMB,4593,4593,100,91,65,0,N
INTERBANK,OLNEY BSHRS OF TX,256,1187001,"OKLAHOMA CITY, OK",SMB,4551,4551,100,91,45,0,N
BANK OF STOCKTON,1867 WESTERN FC,257,479268,"STOCKTON, CA",SNM,4522,4522,100,91,19,0,N
CARTER BK & TR,CARTER BSHRS,258,3476192,"MARTINSVILLE, VA",SNM,4509,4509,100,91,64,0,N
ENTERPRISE B&TC,ENTERPRISE BC,259,1356768,"LOWELL, MA",SNM,4466,4466,100,91,26,0,N
LEADER BK NA,LEADER BC,260,3109146,"ARLINGTON, MA",NAT,4434,4434,100,92,6,0,N
TEXAS B&TC,RJ POPE MGMT GP LLC,261,949154,"LONGVIEW, TX",SNM,4397,4397,100,92,21,0,N
HILLS B&TC,HILLS BC,262,731247,"HILLS, IA",SNM,4340,4340,100,92,17,0,N
INWOOD NB,INWOOD BSHRS,263,913753,"DALLAS, TX",NAT,4333,4333,100,92,12,0,N
DBA FIRST CONVENIENCE BK,FIRST CMNTY BSHRS,264,613950,"KILLEEN, TX",NAT,4302,4302,100,92,347,0,N
CAPITAL CITY BK,CAPITAL CITY BK GRP,265,876634,"TALLAHASSEE, FL",SMB,4298,4298,100,92,62,0,N
BRADESCO BK,LECCE HOLDS SA,266,725732,"CORAL GABLES, FL",SNM,4288,4288,100,92,0,0,Y
FIRST NB OF LONG ISLAND,FIRST OF LONG ISLAND CORP,267,837000,"GLEN HEAD, NY",NAT,4235,4235,100,92,39,0,N
BANK FIRST NA,BANK FIRST CORP,268,594947,"MANITOWOC, WI",NAT,4220,4220,100,92,26,0,N
CITY BK,SOUTH PLAINS FNCL,269,575254,"LUBBOCK, TX",SNM,4202,4202,100,92,27,0,N
DACOTAH BK,DACOTAH BKS,270,256553,"ABERDEEN, SD",SMB,4153,4153,100,92,34,0,N
FINEMARK NB&TC,FINEMARK HOLD,271,3547131,"FORT MYERS, FL",NAT,4099,4099,100,92,13,0,N
VERABANK NA,VERABANK,272,56351,"HENDERSON, TX",NAT,4071,4071,100,92,40,0,N
SOUTHERN FIRST BK,SOUTHERN FIRST BSHRS,273,2849801,"GREENVILLE, SC",SNM,4056,4056,100,92,11,0,N
ROYAL BUS BK,RBB BC,274,3835454,"LOS ANGELES, CA",SNM,4020,4020,100,92,23,0,N
BARRINGTON B&TC NA,WINTRUST FC,275,2508751,"BARRINGTON, IL",NAT,4007,4007,100,92,7,0,N
ENCORE BK,ENCORE BSHRS,276,2594240,"LITTLE ROCK, AR",SMB,3995,3995,100,92,15,0,N
FIRST ST CMNTY BK,FIRST ST BSHRS,277,707354,"FARMINGTON, MO",SNM,3977,3977,100,92,56,0,N
BAR HARBOR BK & TR CO,BAR HARBOR BSHRS,278,522605,"BAR HARBOR, ME",SNM,3968,3968,100,92,53,0,N
RCB BK,RCB HC,279,945053,"CLAREMORE, OK",SMB,3947,3947,100,92,59,0,N
GREEN DOT BK,GREEN DOT CORP,280,243375,"PROVO, UT",SMB,3931,3931,100,92,0,0,N
WELLS FARGO BK S CENT NA,WELLS FARGO & CO,281,2362458,"HOUSTON, TX",NAT,3928,3928,100,92,0,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,282,230759,"BROWNSVILLE, TX",SNM,3918,3918,100,92,40,0,N
AMERICAN BUS BK,,283,2734729,"LOS ANGELES, CA",SNM,3903,3903,100,92,0,0,N
ALERUS FNCL NA,ALERUS FC,284,933256,"GRAND FORKS, ND",NAT,3886,3886,100,92,14,0,N
PRIMIS BK,PRIMIS FNCL CORP,285,3325759,"TAPPAHANNOCK, VA",SMB,3874,3874,100,92,27,0,N
CIVISTA BK,CIVISTA BSHRS,286,542528,"SANDUSKY, OH",SMB,3843,3843,100,92,40,0,N
BCB CMNTY BK,BCB BC,287,2954059,"BAYONNE, NJ",SNM,3831,3831,100,92,28,0,N
WEST BK,WEST BC,288,139740,"WEST DES MOINES, IA",SNM,3824,3824,100,92,10,0,N
BANESCO USA,,289,3402913,"MIAMI, FL",SNM,3808,3366,88,92,5,0,N
BANK OF MARIN,BANK OF MARIN BC,290,1436204,"CORTE MADERA, CA",SNM,3805,3805,100,92,27,0,N
FIDELITY BK,FIDELITY BSHRS NC,291,584920,"FUQUAY VARINA, NC",SNM,3801,3801,100,92,51,0,N
TOWN BK NA,WINTRUST FC,292,2693264,"HARTLAND, WI",NAT,3765,3765,100,92,21,0,N
COASTAL CMNTY BK,COASTAL FNCL CORP,293,2562164,"EVERETT, WA",SMB,3749,3749,100,92,13,0,N
PEOPLES SCTY B&TC,PEOPLES FS CORP,294,278818,"SCRANTON, PA",SNM,3742,3742,100,92,27,0,N
VANTAGE BK TX,VBT FC,295,26765,"SAN ANTONIO, TX",SMB,3727,3727,100,92,22,0,N
BANK OF THE SIERRA,SIERRA BC,296,662369,"PORTERVILLE, CA",SNM,3727,3727,100,92,34,0,N
CITIZENS FIRST BK,VILLAGES BC,297,1867983,"THE VILLAGES, FL",SNM,3727,3727,100,92,15,0,N
INDEPENDENCE BK OF KY,INDEPENDENCE BSHRS,298,648242,"OWENSBORO, KY",SMB,3722,3722,100,92,26,0,N
SECURITY BK OF KANSAS CITY,VALLEY VIEW BSHRS,299,1009354,"KANSAS CITY, KS",SNM,3712,3712,100,92,34,0,N
STRIDE BK NA,CENTRAL SVC CORP,300,278555,"ENID, OK",NAT,3694,3694,100,92,10,0,N
BURKE & HERBERT B&TC,BURKE & HERBERT FS CORP,301,933621,"ALEXANDRIA, VA",SNM,3617,3617,100,92,22,0,N
FIRST BK,,302,3401970,"HAMILTON, NJ",SNM,3609,3609,100,92,25,0,N
FIVE STAR BK,FIVE STAR BC,303,2867337,"ROSEVILLE, CA",SNM,3588,3588,100,92,6,0,N
FIRST GUARANTY BK,SMITH & HOOD HC LLC,304,422433,"HAMMOND, LA",SNM,3550,3550,100,92,33,0,N
FIRST BUS BK,FIRST BUS FS,305,537449,"MADISON, WI",SNM,3509,3509,100,92,3,0,N
UNITED CMNTY BK,UNITED CMNTY BC,306,439338,"CHATHAM, IL",SNM,3493,3493,100,92,43,0,N
METRO CITY BK,METROCITY BSHRS,307,3437456,"DORAVILLE, GA",SNM,3483,3483,100,92,19,0,N
NATIONAL CO-OP BK NA,NATIONAL CONSUMER CO-OP BK,308,99376,"HILLSBORO, OH",NAT,3454,3454,100,92,0,0,N
FRANDSEN B&T,FRANDSEN FC,309,751656,"LONSDALE, MN",SMB,3449,3449,100,92,37,0,N
CENTRAL B&TC,CENTRAL BSHRS,310,1007015,"LEXINGTON, KY",SNM,3442,3442,100,92,27,0,N
PARKWAY B&TC,PARKWAY BC,311,1001639,"HARWOOD HEIGHTS, IL",SNM,3436,3436,100,92,27,0,N
WOORI AMER BK,,312,384018,"NEW YORK, NY",SNM,3391,3391,100,92,20,0,N
EXCHANGE BK,FRANK P DOYLE TR ARTICLE IX,313,507068,"SANTA ROSA, CA",SNM,3368,3368,100,92,16,0,N
CARROLLTON BK,CBX CORP,314,1001648,"CARROLLTON, IL",SNM,3340,3340,100,92,11,0,N
FIRST B&TC,FIRST BC,315,223322,"LEBANON, VA",SMB,3323,3323,100,92,26,0,N
HOME BK NA,HOME BC,316,929978,"LAFAYETTE, LA",NAT,3312,3312,100,92,41,0,N
BANK RHODE ISLAND,BROOKLINE BC,317,2434113,"PROVIDENCE, RI",SMB,3308,3308,100,93,21,0,N
GLENS FALLS NB&TC,ARROW FC,318,866000,"GLENS FALLS, NY",NAT,3275,3275,100,93,25,0,N
FARMERS & MRCH ST BK,FARMERS & MRCH BC,319,214414,"ARCHBOLD, OH",SNM,3274,3274,100,93,38,0,N
MVB BK INC,MVB FC,320,2757205,"FAIRMONT, WV",SNM,3273,3273,100,93,7,0,N
FIRST CMNTY BK,FIRST CMNTY BSHRS,321,2353595,"BLUEFIELD, VA",SMB,3241,3241,100,93,55,0,N
RIVER B&T,RIVER FC,322,3437157,"PRATTVILLE, AL",SNM,3233,3233,100,93,22,0,N
WHEATON B&TC NA,WINTRUST FC,323,2044811,"WHEATON, IL",NAT,3217,3217,100,93,7,0,N
BANKWELL BK,BANKWELL FNCL GRP,324,3109043,"NEW CANAAN, CT",SNM,3212,3212,100,93,9,0,N
SUMITOMO MITSUI TR BK USA,,325,925411,"HOBOKEN, NJ",SNM,3202,3202,100,93,0,0,N
FIDELITY BK NA,FIDELITY FC,326,762474,"WICHITA, KS",NAT,3197,3197,100,93,16,0,N
DL EVANS BK,DL EVANS BC,327,543262,"BURLEY, ID",SNM,3184,3184,100,93,38,0,N
GUARANTY B&TC NA,GUARANTY BSHRS,328,112163,"MOUNT PLEASANT, TX",NAT,3182,3182,100,93,33,0,N
ANB BK,STURM FNCL GROUP INC,329,828651,"DENVER, CO",SMB,3160,3160,100,93,29,0,N
CAPSTAR BK,CAPSTAR FNCL HOLDS,330,3715444,"NASHVILLE, TN",SMB,3141,3141,100,93,23,0,N
GULF COAST B&TC,,331,1458608,"NEW ORLEANS, LA",SNM,3131,3131,100,93,22,0,N
RED RIVER BK,RED RIVER BSHRS,332,2743244,"ALEXANDRIA, LA",SNM,3128,3128,100,93,26,0,N
NORTHERN B&TC,NORTHERN BC,333,900306,"WOBURN, MA",SNM,3115,3115,100,93,12,0,N
MINNWEST BK,MINNWEST CORP,334,302656,"REDWOOD FALLS, MN",SNM,3110,3110,100,93,34,0,N
BRISTOL CTY SVG BK,BEACON BC,335,13103,"TAUNTON, MA",SNM,3107,3107,100,93,17,0,N
STEARNS BK NA,STEARNS FNCL SVC ESOP,336,141556,"SAINT CLOUD, MN",NAT,3093,3092,100,93,6,0,N
BLUE RIDGE BK NA,BLUE RIDGE BSHRS,337,233527,"MARTINSVILLE, VA",NAT,3092,3092,100,93,26,0,N
AMERICAN NB&TC,AMERICAN NAT BSHRS,338,958727,"DANVILLE, VA",NAT,3089,3089,100,93,29,0,N
BANK ANN ARBOR,ARBOR BC,339,2390929,"ANN ARBOR, MI",SNM,3088,3088,100,93,17,0,N
BANTERRA BK,BANTERRA CORP,340,502849,"MARION, IL",SNM,3081,3081,100,93,38,0,N
ORRSTOWN BK,ORRSTOWN FNCL SVC,341,342410,"SHIPPENSBURG, PA",SMB,3064,3064,100,93,20,0,N
WESTSTAR BK,WESTSTAR BHC,342,1447639,"EL PASO, TX",SMB,3053,3053,100,93,13,0,N
BANK OF TAMPA,TAMPA BAY BKG CO,343,273336,"TAMPA, FL",SNM,3052,3052,100,93,12,0,N
COLONY BK,COLONY BC,344,491934,"FITZGERALD, GA",SNM,3043,3043,100,93,30,0,N
LAKE RIDGE BK,LAKE RIDGE BC,345,525549,"MONONA, WI",SNM,3009,3009,100,93,21,0,N
FIRST PREMIER BK,UNITED NAT CORP,346,374653,"SIOUX FALLS, SD",SMB,3001,3001,100,93,13,0,N
FIRST FARMERS B&TC,FIRST FARMERS FC,347,139843,"CONVERSE, IN",SMB,2998,2998,100,93,37,0,N
STAR FNCL BK,STAR FNCL GRP,348,547840,"FORT WAYNE, IN",SNM,2983,2983,100,93,36,0,N
BRAVERA BK,BRAVERA HOLDS CORP,349,971959,"DICKINSON, ND",SNM,2983,2983,100,93,27,0,N
FIRST WESTERN TR BK,FIRST WESTERN FNCL,350,3158546,"DENVER, CO",SNM,2976,2976,100,93,13,0,N
SUNWEST BK,H BC LLC,351,140362,"SANDY, UT",SNM,2974,2974,100,93,8,0,N
FIRST CITIZENS CMNTY BK,CITIZENS FNCL SVC,352,978118,"MANSFIELD, PA",SMB,2971,2971,100,93,43,0,N
NORTHEAST BK,,353,468806,"LEWISTON, ME",SNM,2969,2969,100,93,9,0,N
INDUSTRIAL & CMRL BK,,354,1015560,"NEW YORK, NY",NAT,2962,2962,100,93,13,0,N
LONE STAR NB,LONE STAR NAT BSHRS TX,355,842460,"PHARR, TX",NAT,2943,2943,100,93,36,0,N
TIB NA,INDEPENDENT BKR FC,356,529958,"FARMERS BRANCH, TX",NAT,2941,2941,100,93,4,0,N
FIRST DAKOTA NB,FIRST DAKOTA FC,357,441256,"YANKTON, SD",NAT,2937,2937,100,93,16,0,N
BANK OF MO,RELIABLE CMNTY BSHRS,358,330855,"PERRYVILLE, MO",SNM,2920,2920,100,93,28,0,N
BANK OF UT,BOU BC,359,933975,"OGDEN, UT",SNM,2912,2912,100,93,17,0,N
FIRST NB,FIRST BC,360,439404,"DAMARISCOTTA, ME",NAT,2911,2911,100,93,18,0,N
SOUTHEAST BK,EDUCATION LOAN FNC,361,3110197,"FARRAGUT, TN",SNM,2911,2911,100,93,13,0,N
JEFFERSON BK,JEFFERSON BSHRS,362,45560,"SAN ANTONIO, TX",SNM,2896,2896,100,93,13,0,N
NATIONAL BK OF INDIANAPOLIS,NATIONAL BK INDIANAPOLIS CORP,363,2132941,"INDIANAPOLIS, IN",NAT,2867,2867,100,93,12,0,N
CACHE VALLEY BK,CACHE VALLEY BKG CO,364,995076,"LOGAN, UT",SNM,2826,2826,100,93,21,0,N
INVESTAR BK NA,INVESTAR HC,365,3449066,"BATON ROUGE, LA",NAT,2813,2813,100,93,29,0,N
FARMERS B&TC,MAGNOLIA BKG CORP,366,12946,"MAGNOLIA, AR",SMB,2800,2800,100,93,33,0,N
BANCO DO BRASIL AMERS,,367,110936,"MIAMI, FL",SNM,2794,2794,100,93,4,0,N
PCB BK,PCB BC,368,3212402,"LOS ANGELES, CA",SNM,2789,2789,100,93,15,0,N
NORTHRIM BK,NORTHRIM BC,369,1718188,"ANCHORAGE, AK",SNM,2789,2789,100,93,18,0,N
NATIONAL EXCHANGE B&T,NEB CORP,370,722544,"FOND DU LAC, WI",NAT,2786,2786,100,93,31,0,N
AUSTIN BK TX NA,JANE AUSTIN CHAPMAN LP,371,548351,"JACKSONVILLE, TX",NAT,2764,2764,100,93,68,0,N
FIRST CMNTY BK,FIRST COMMUNITY BSHRS,372,2596646,"BATESVILLE, AR",SNM,2758,2758,100,93,31,0,N
MIDWEST BANKCENTRE,STUPP BROS,373,657459,"SAINT LOUIS, MO",SMB,2753,2753,100,93,16,0,N
MACATAWA BK,MACATAWA BC,374,2634351,"HOLLAND, MI",SNM,2748,2748,100,93,28,0,N
FIRST FIDELITY BK,FIRST FIDELITY BC,375,106359,"OKLAHOMA CITY, OK",SMB,2738,2738,100,93,27,0,N
FIRST CAROLINA BK,FIRST CAROLINA FS,376,2963266,"ROCKY MOUNT, NC",SNM,2725,2725,100,93,8,0,N
BANKFIRST FINANCIAL SVC,BANKFIRST CAP CORP,377,914648,"MACON, MS",SMB,2723,2723,100,93,42,0,N
TEXAS EXCH BK,,378,822556,"CROWLEY, TX",SNM,2722,2722,100,93,1,0,N
BESSEMER TC NA,BESSEMER GRP,379,976703,"NEW YORK, NY",NAT,2713,2713,100,93,0,0,N
CHEMUNG CANAL TC,CHEMUNG FC,380,884303,"ELMIRA, NY",SMB,2708,2708,100,93,30,0,N
CORNERSTONE BK,FIRST YORK BC,381,403151,"YORK, NE",SMB,2687,2687,100,93,46,0,N
TEXAS RGNL BK,TEXAS ST BSHRS,382,380458,"HARLINGEN, TX",SMB,2675,2675,100,93,30,0,N
BANK INDEP,BANCINDEPENDENT,383,539032,"SHEFFIELD, AL",SMB,2673,2673,100,93,31,0,N
LINKBANK,LINKBANCORP,384,557317,"CAMP HILL, PA",SNM,2663,2663,100,93,28,0,N
LAKESIDE BK,LAKESIDE BC,385,201834,"CHICAGO, IL",SNM,2642,2642,100,93,9,0,N
AMBOY BK,AMBOY BC,386,9807,"OLD BRIDGE, NJ",SMB,2639,2639,100,93,23,0,N
OLD PLANK TRAIL CMNTY BK NA,WINTRUST FC,387,3404207,"NEW LENOX, IL",NAT,2631,2631,100,93,13,0,N
REPUBLIC BK OF CHICAGO,REPUBLIC BC CO,388,671334,"OAK BROOK, IL",SNM,2627,2627,100,93,18,0,N
PINNACLE BK,PINNACLE BC,389,867650,"FORT WORTH, TX",SNM,2626,2626,100,93,27,0,N
NORTHWEST BK,NORTHWEST FC,390,1387605,"SPENCER, IA",SNM,2610,2610,100,93,17,0,N
SOUTHERN BANCORP BK,SOUTHERN BC,391,852544,"ARKADELPHIA, AR",SMB,2607,2607,100,93,52,0,N
ACADEMY BK NA,DICKINSON FC II,392,535753,"KANSAS CITY, MO",NAT,2602,2602,100,94,70,0,N
LIBERTYVILLE B&TC NA,WINTRUST FC,393,2339795,"LIBERTYVILLE, IL",NAT,2600,2600,100,94,7,0,N
MERCHANTS BK NA,MERCHANTS FNCL GROUP,394,779351,"WINONA, MN",NAT,2600,2600,100,94,23,0,N
VILLAGE B&TC NA,WINTRUST FC,395,2298995,"ARLINGTON HEIGHTS, IL",NAT,2592,2592,100,94,7,0,N
AMERICAN FNB,AFNB HOLD,396,2694681,"HOUSTON, TX",NAT,2588,2588,100,94,19,0,N
AMERICAN MOMENTUM BK,ADAM BK GRP,397,3447576,"COLLEGE STATION, TX",SNM,2584,2584,100,94,27,0,N
CHOICEONE BK,CHOICEONE FS,398,324340,"SPARTA, MI",SMB,2574,2574,100,94,30,0,N
STATE BK OF TX,SBT BSHRS,399,1157415,"IRVING, TX",SNM,2570,2570,100,94,6,0,N
UNITY BK,UNITY BC,400,1890525,"CLINTON, NJ",SNM,2568,2568,100,94,20,0,N
CB&S BK,CBS BANC CORP,401,594433,"RUSSELLVILLE, AL",SNM,2541,2541,100,94,53,0,N
ARMSTRONG BK,IRONHORSE FNCL GRP,402,470452,"MUSKOGEE, OK",SNM,2537,2537,100,94,28,0,N
UNITED BUS BK,BAYCOM CORP,403,3281510,"WALNUT CREEK, CA",SMB,2536,2536,100,94,36,0,N
GUARANTY B&TC,GUARANTY CAPITAL CORP,404,84541,"BELZONI, MS",SNM,2530,2530,100,94,34,0,N
BRYANT BK,,405,3356191,"TUSCALOOSA, AL",SNM,2515,2515,100,94,19,0,N
CEDAR RAPIDS B&TC,QCR HOLDS,406,3029589,"CEDAR RAPIDS, IA",SMB,2505,2505,100,94,7,0,N
FIDELITY DEPOSIT & DISCOUNT,FIDELITY D&D BC INC,407,1007819,"DUNMORE, PA",SNM,2503,2503,100,94,20,0,N
CITIZENS & NORTHERN BK,CITIZENS & NORTHERN CORP,408,895710,"WELLSBORO, PA",SMB,2502,2502,100,94,28,0,N
ST CHARLES B&TC NA,WINTRUST FC,409,428547,"SAINT CHARLES, IL",NAT,2483,2483,100,94,7,0,N
KS STATEBANK,MANHATTAN BC,410,160959,"MANHATTAN, KS",SNM,2482,2482,100,94,5,0,N
ORANGE B&TC,ORANGE COUNTY BC,411,176101,"MIDDLETOWN, NY",SMB,2476,2476,100,94,14,0,N
EMPRISE BK,EMPRISE FC,412,65858,"WICHITA, KS",SNM,2471,2471,100,94,31,0,N
AMERICAN BK NA,AMERICAN BK HOLDING CORP,413,807955,"CORPUS CHRISTI, TX",NAT,2464,2464,100,94,17,0,N
SOUTHERN ST BK,SOUTHERN ST BSHRS,414,3629420,"ANNISTON, AL",SNM,2448,2448,100,94,12,0,N
TRADITION CAP BK,TRADITION BSHRS,415,3344321,"WAYZATA, MN",SNM,2441,2441,100,94,3,0,N
CENTRAL VALLEY CMNTY BK,CENTRAL VALLEY CMNTY BC,416,703767,"FRESNO, CA",SNM,2432,2432,100,94,19,0,N
QUAD CITY B&TC,QCR HOLDS,417,2142155,"BETTENDORF, IA",SMB,2430,2430,100,94,4,0,N
WEST TX NB,FIRST WEST TX BSHRS,418,237066,"MIDLAND, TX",NAT,2429,2429,100,94,11,0,N
COMMERCIAL BK OF CALIFORNIA,CBC BC,419,3189063,"IRVINE, CA",SNM,2426,2426,100,94,5,0,N
UNITED BK IA,IDA GROVE BSHRS,420,738040,"IDA GROVE, IA",SNM,2421,2421,100,94,35,0,N
CITIZENS & FARMERS BK,C&F FC,421,928421,"WEST POINT, VA",SNM,2417,2417,100,94,30,0,N
PEOPLES BK,PEOPLES BC,422,455972,"BELLINGHAM, WA",SNM,2412,2412,100,94,20,0,N
ACNB BK,ACNB CORP,423,5210,"GETTYSBURG, PA",SNM,2398,2398,100,94,25,0,N
FIRST CITIZENS NB,FIRST CITIZENS BSHRS,424,133850,"DYERSBURG, TN",NAT,2388,2388,100,94,25,0,N
STATE BK OF SOUTHERN UT,SOUTHERN UT BC,425,656470,"CEDAR CITY, UT",SNM,2377,2377,100,94,15,0,N
FIRST NB,FIRST PARAGOULD BSHRS,426,42448,"PARAGOULD, AR",NAT,2374,2374,100,94,22,0,N
BANK OF SOUTHERN CA NA,SOUTHERN CA BC,427,3076453,"SAN DIEGO, CA",NAT,2359,2359,100,94,13,0,N
TRADITIONAL BK,TRADITIONAL BC,428,786210,"MOUNT STERLING, KY",SNM,2345,2345,100,94,18,0,N
US CENTURY BK,USCB FNCL HOLDS,429,3146150,"MIAMI, FL",SNM,2338,2338,100,94,9,0,Y
EXTRACO BKS NA,EXTRACO CORP,430,537560,"TEMPLE, TX",NAT,2332,2332,100,94,14,0,N
SUNRISE BKS NA,DBA SUNRISE BKS,431,860053,"SAINT PAUL, MN",NAT,2319,2319,100,94,3,0,N
FIRST SAVINGS BK,FIRST SVG FNCL GR,432,785473,"JEFFERSONVILLE, IN",SMB,2308,2308,100,94,15,0,N
SUSSER BK,SBH MANAGER LLC,433,965789,"DALLAS, TX",SMB,2294,2294,100,94,8,0,N
OAKSTAR BK,OAKSTAR BSHRS,434,3374412,"SPRINGFIELD, MO",SMB,2291,2291,100,94,18,0,N
LCNB NB,LCNB CORP,435,785923,"LEBANON, OH",NAT,2288,2288,100,94,33,0,N
INTERAUDI BK,,436,538802,"NEW YORK, NY",SNM,2285,2285,100,94,1,0,Y
HABIB AMER BK,MAHAM BETEILIGUNGSGESELLSCHAFT,437,245016,"NEW YORK, NY",SNM,2281,2250,99,94,5,0,Y
GUARANTY BK,QCR HOLDS,438,3804535,"SPRINGFIELD, MO",SMB,2280,2280,100,94,13,0,N
HANOVER COMM BK,HANOVER BC,439,3793714,"GARDEN CITY PARK, NY",SNM,2269,2269,100,94,8,0,N
BEVERLY B&TC NA,WINTRUST FC,440,3216017,"CHICAGO, IL",NAT,2263,2263,100,94,7,0,N
VISTA BK,VISTA BSHRS,441,645465,"DALLAS, TX",SMB,2248,2248,100,94,18,0,N
NEXTIER BK NA,NEXTIER,442,18827,"KITTANNING, PA",NAT,2246,2246,100,94,27,0,N
SUTTON BK,SUTTON BSHRS,443,110413,"ATTICA, OH",SNM,2246,2246,100,94,7,0,N
MERIDIAN BK,MERIDIAN CORP,444,3271799,"MALVERN, PA",SNM,2246,2246,100,94,6,0,N
JOHN MARSHALL BK,JOHN MARSHALL BC,445,3419416,"RESTON, VA",SMB,2239,2239,100,94,7,0,N
UNITED BK,UNITED BC,446,37435,"ZEBULON, GA",SNM,2231,2231,100,94,17,0,N
AVIDBANK,AVIDBANK HOLD,447,3214059,"SAN JOSE, CA",SNM,2226,2226,100,94,0,0,N
TEXASBANK,TEXAS BANC FNCL CORP,448,232856,"BROWNWOOD, TX",SNM,2217,2217,100,94,15,0,N
FCB BKS,FIRST CO BANCORP,449,1459717,"COLLINSVILLE, IL",SNM,2215,2215,100,94,18,0,N
TEXAS PTNRS BK,SOUTHWEST BSHRS,450,3548567,"SAN ANTONIO, TX",SNM,2206,2206,100,94,10,0,N
FIRST WESTERN B&TC,WESTBRAND,451,687951,"MINOT, ND",SMB,2203,2203,100,94,17,0,N
WAYNE BK,NORWOOD FNCL,452,59316,"HONESDALE, PA",SNM,2202,2202,100,94,28,0,N
SOMERSET TC,SOMERSET TR HC,453,212522,"SOMERSET, PA",SNM,2200,2200,100,94,43,0,N
COUNTRY CLUB BK,CCB FNCL CORP,454,625654,"KANSAS CITY, MO",SMB,2197,2197,100,94,23,0,N
FIRST UNITED BK,PLAINS BC,455,578255,"DIMMITT, TX",SNM,2195,2195,100,94,17,0,N
PEOPLES BK A CODORUS VALLEY,CODORUS VALLEY BC,456,556815,"YORK, PA",SNM,2191,2191,100,94,29,0,N
FVCBANK,FVCBANKCORP,457,3614976,"FAIRFAX, VA",SMB,2183,2183,100,94,8,0,N
TEXAS FIRST BK,TEXAS INDEPENDENT BSHRS,458,473266,"TEXAS CITY, TX",SMB,2183,2183,100,94,26,0,N
FIRST FED BK,FIRST NORTHWEST BC,459,403179,"PORT ANGELES, WA",SNM,2182,2182,100,94,11,0,N
CAPITAL BANK NA,CAPITAL BC,460,2808602,"ROCKVILLE, MD",NAT,2177,2177,100,94,5,0,N
INB NA,ILLINOIS NAT BC,461,925037,"SPRINGFIELD, IL",NAT,2168,2168,100,94,12,0,N
ONE CMNTY BK,BOSSHARD FNCL GRP,462,247140,"OREGON, WI",SMB,2167,2167,100,94,14,0,N
WESTERN ST BK,WESTERN ST AGY INC ESOP & TR,463,233554,"DEVILS LAKE, ND",SNM,2166,2166,100,94,9,0,N
CALPRIVATE BK,PRIVATE BC OF AMER,464,3545258,"LA JOLLA, CA",SNM,2152,2152,100,94,5,0,N
OPEN BK,OP BC,465,3357219,"LOS ANGELES, CA",SNM,2148,2148,100,94,10,0,N
FIRST NB OF FORT SMITH,FIRST BK CORP,466,397540,"FORT SMITH, AR",NAT,2145,2145,100,94,26,0,N
COMMUNITY NB&TC,COMMUNITY BC,467,923752,"CHANUTE, KS",NAT,2144,2144,100,94,39,0,N
AMERICAN NB&TC,AMERIBANCSHARES,468,498362,"WICHITA FALLS, TX",NAT,2138,2138,100,94,10,0,N
CENTRAL BK,COMMERCIAL FNCL CORP,469,546544,"STORM LAKE, IA",SMB,2136,2136,100,94,23,0,N
MONTECITO B&T,MONTECITO BC,470,514066,"SANTA BARBARA, CA",SNM,2133,2133,100,94,15,0,N
COMMUNITY NB,MIDLAND BSHRS,471,293053,"MIDLAND, TX",NAT,2128,2128,100,94,10,0,N
CREWS B&TC,CREWS BKG CORP,472,200435,"WAUCHULA, FL",SNM,2128,2128,100,94,20,0,N
PINNACLE BK,PINNACLE FC,473,366238,"ELBERTON, GA",SNM,2121,2121,100,94,24,0,N
GATEWAY FIRST BK,GATEWAY FIRST BC,474,3851427,"JENKS, OK",SNM,2115,2115,100,94,8,0,N
PEOPLES BK,FINWARD BC,475,568470,"MUNSTER, IN",SNM,2109,2109,100,94,28,0,N
EVANS BK NA,EVANS BC,476,292908,"ANGOLA, NY",NAT,2109,2109,100,94,17,0,N
MARQUETTE BK,MARQUETTE NAT CORP,477,716833,"CHICAGO, IL",SMB,2092,2092,100,94,19,0,N
LUANA SVG BK,LUANA BC,478,674849,"LUANA, IA",SNM,2082,2082,100,94,5,0,N
