Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
LAKE FOREST B&TC NA,WINTRUST FC,162,1917301,"LAKE FOREST, IL",NAT,8066,7482,93,89,8,0,N
AMALGAMATED BK,WORKERS UNITED,163,661308,"NEW YORK, NY",SNM,8006,8006,100,89,6,0,N
FIRST BK,FIRST BSHRS,164,2385514,"HATTIESBURG, MS",SMB,7990,7990,100,89,109,0,N
PATHWARD NA,PATHWARD FNCL,165,435077,"SIOUX FALLS, SD",NAT,7920,7920,100,89,0,0,N
HORIZON BK,HORIZON BC,166,130541,"MICHIGAN CITY, IN",SNM,7901,7901,100,89,75,0,N
SUNFLOWER BK NA,FIRSTSUN CAP BC,167,474759,"DALLAS, TX",NAT,7865,7865,100,89,71,0,N
MIDLAND ST BK,MIDLAND STATES BANCORP,168,773247,"EFFINGHAM, IL",SMB,7859,7859,100,89,56,0,N
TOMPKINS CMNTY BK,TOMPKINS FNCL CORP,169,433608,"ITHACA, NY",SNM,7774,7774,100,89,57,0,N
UNIVEST B&TC,UNIVEST FC,170,354310,"SOUDERTON, PA",SMB,7762,7762,100,89,54,0,N
BANCORP BK NA,BANCORP,171,2858960,"SIOUX FALLS, SD",NAT,7693,7693,100,89,0,0,N
FIRST SECURITY BK,FIRST SECURITY BANCORP,172,673440,"SEARCY, AR",SMB,7664,7664,100,89,76,0,N
BANKPLUS,BANCPLUS CORP,173,121642,"BELZONI, MS",SNM,7639,7639,100,89,82,0,N
CENTRAL PACIFIC BK,CENTRAL PACIFIC FC,174,701062,"HONOLULU, HI",SNM,7629,7629,100,89,27,0,N
MIZUHO BK USA,MIZUHO AMERS LLC,175,229913,"NEW YORK, NY",SMB,7602,7602,100,89,1,0,Y
FIRST MID B&TC NA,FIRST MID BSHRS,176,762447,"MATTOON, IL",NAT,7536,7536,100,89,80,0,N
HANMI BK,HANMI FC,177,657365,"LOS ANGELES, CA",SNM,7535,7535,100,89,35,0,N
INTRUST BK NA,INTRUST FC,178,557858,"WICHITA, KS",NAT,7437,7437,100,89,39,0,N
CROSSFIRST BK,CROSSFIRST BSHRS,179,3594005,"LEAWOOD, KS",SNM,7375,7375,100,89,16,0,N
SALEM FIVE CENTS SVG BK,SALEM FIVE BC,180,618807,"SALEM, MA",SNM,7291,7291,100,89,34,0,N
WASHINGTON TC OF WESTERLY,WASHINGTON TR BC,181,816603,"WESTERLY, RI",SNM,7203,7203,100,89,25,0,N
HERITAGE BK,HERITAGE FC,182,881478,"OLYMPIA, WA",SNM,7172,7172,100,90,50,0,N
BANK OF COLORADO,PINNACLE BC,183,255659,"FORT COLLINS, CO",SNM,7139,7139,100,90,52,0,N
METROPOLITAN CMRL BK,METROPOLITAN BK HOLD CORP,184,2705895,"NEW YORK, NY",SMB,7067,7067,100,90,6,0,N
CAMBRIDGE SVG BK,CAMBRIDGE FNCL GROUP,185,758703,"CAMBRIDGE, MA",SNM,6869,6869,100,90,17,0,N
FORBRIGHT BK,FORBRIGHT,186,3187630,"POTOMAC, MD",SNM,6818,6818,100,90,3,0,N
PREFERRED BK,,187,1918344,"LOS ANGELES, CA",SNM,6660,6660,100,90,15,0,N
FIRST AMER BK,FIRST AMER BK CORP,188,850036,"ELK GROVE VILLAGE, IL",SNM,6609,6609,100,90,57,0,N
BANKERS TC,BTC FC,189,811046,"DES MOINES, IA",SNM,6599,6599,100,90,24,0,N
REPUBLIC B&TC,REPUBLIC BANCORP,190,316840,"LOUISVILLE, KY",SNM,6587,6587,100,90,46,0,N
B1BANK,BUSINESS FIRST BSHRS,191,3408728,"BATON ROUGE, LA",SNM,6581,6581,100,90,48,0,N
FIRST BK,FB CORP,192,169653,"CREVE COEUR, MO",SMB,6555,6555,100,90,72,0,N
LAKE CITY BK,LAKELAND FC,193,874845,"WARSAW, IN",SMB,6519,6519,100,90,54,0,N
PEAPACK GLADSTONE BK,PEAPACK-GLADSTONE FC,194,236706,"BEDMINSTER, NJ",SMB,6473,6473,100,90,17,0,N
OCEAN BK,OCEAN BSHRS,195,663834,"MIAMI, FL",SNM,6444,6444,100,90,22,0,N
MIDWESTONE BK,MIDWESTONE FNCL GRP,196,836843,"IOWA CITY, IA",SNM,6423,6423,100,90,58,0,N
ALPINE BK,ALPINE BK OF CO,197,260055,"GLENWOOD SPRINGS, CO",SNM,6414,6414,100,90,43,0,N
RBC BK GA NA,RBC US GRP HOLDS LLC,198,3783948,"ATLANTA, GA",NAT,6400,6400,100,90,0,0,N
STOCKMAN BK OF MT,STOCKMAN FC,199,651859,"MILES CITY, MT",SNM,6332,6332,100,90,39,0,N
WESTAMERICA BK,WESTAMERICA BC,200,697763,"SAN RAFAEL, CA",SMB,6320,6320,100,90,76,0,N
MIDDLESEX SVG BK,MIDDLESEX BC MHC,201,888002,"NATICK, MA",SNM,6309,6309,100,90,31,0,N
JOHNSON BK,JOHNSON FNCL GRP,202,58243,"RACINE, WI",SMB,6274,6274,100,90,30,0,N
EMIGRANT BK,NEW YORK PRIV B&TR CORP,203,137915,"MIAMI, FL",SNM,6262,6262,100,90,2,0,N
BROOKLINE BK,BROOKLINE BC,204,782306,"BROOKLINE, MA",SMB,6187,6187,100,90,28,0,N
GERMAN AMER BK,GERMAN AMER BC,205,37640,"JASPER, IN",SNM,6144,6144,100,90,74,0,N
CITY NB OF WV,CITY HC,206,1011526,"CHARLESTON, WV",NAT,6142,6142,100,90,99,0,N
AMERICAN NB TX,ANB HC,207,599764,"TERRELL, TX",NAT,6126,6126,100,90,27,0,N
FIVE STAR BK,FINANCIAL INST,208,601416,"WARSAW, NY",SMB,6118,6118,100,90,48,0,N
SHORE UNITED BK NA,SHORE BSHRS,209,933023,"EASTON, MD",NAT,6004,6004,100,90,41,0,N
POPPY BK,BIG POPPY HOLDS,210,3232204,"SANTA ROSA, CA",SNM,5898,5898,100,90,25,0,N
DBA REPUBLIC BANK,REPUBLIC FIRST BC,211,1216321,"PHILADELPHIA, PA",SNM,5866,5866,100,90,32,0,N
GREAT SOUTHERN BK,GREAT SOUTHERN BC,212,572374,"REEDS SPRING, MO",SNM,5816,5816,100,90,94,0,N
COMMUNITY TR BK INC,COMMUNITY TR BC,213,509811,"PIKEVILLE, KY",SMB,5734,5734,100,90,78,0,N
CNB BK,CNB FC,214,399517,"CLEARFIELD, PA",SNM,5731,5731,100,90,55,0,N
FIRST NB ALASKA,,215,114260,"ANCHORAGE, AK",NAT,5731,5731,100,90,29,0,N
OLD SECOND NB,OLD SECOND BC,216,936136,"AURORA, IL",NAT,5718,5718,100,90,48,0,N
BEAL BK,BEAL FNCL CORP,217,1176881,"PLANO, TX",SNM,5706,5706,100,91,6,0,N
CAMDEN NB,CAMDEN NAT CORP,218,593007,"CAMDEN, ME",NAT,5700,5700,100,91,56,0,N
HARBORONE BK,HARBORONE BC,219,40499,"BROCKTON, MA",SNM,5671,5671,100,91,30,0,N
FIRST NB AMER,FIRST NAT BSHRS,220,413141,"EAST LANSING, MI",NAT,5614,5614,100,91,2,0,N
FREMONT BK,FREMONT BC,221,739560,"FREMONT, CA",SNM,5606,5606,100,91,21,0,N
MORTON CMNTY BK,HOMETOWN CMNTY BC ESOP & TR,222,825146,"MORTON, IL",SNM,5578,5578,100,91,52,0,N
CAPE COD FIVE CENTS SVG BK,MUTUAL BC,223,664206,"HYANNIS, MA",SNM,5545,5545,100,91,24,0,N
CAMBRIDGE TC,CAMBRIDGE BC,224,736206,"CAMBRIDGE, MA",SNM,5417,5417,100,91,21,0,N
BROADWAY NB,BROADWAY BSHRS,225,474254,"SAN ANTONIO, TX",NAT,5387,5387,100,91,33,0,N
MERCANTILE BK,MERCANTILE BK CORP,226,2608754,"GRAND RAPIDS, MI",SNM,5313,5313,100,91,40,0,N
FARMERS & MRCH BK CENT CA,FARMERS & MRCH BC,227,808260,"LODI, CA",SNM,5311,5311,100,91,29,0,N
MID PENN BK,MID PENN BC,228,786612,"MILLERSBURG, PA",SNM,5287,5287,100,91,49,0,N
CTBC BK CORP USA,CTBC CAP CORP,229,996260,"LOS ANGELES, CA",SNM,5277,5277,100,91,19,0,N
INDEPENDENT BK,INDEPENDENT BK CORP,230,636771,"GRAND RAPIDS, MI",SMB,5260,5260,100,91,59,0,N
HERITAGE BK OF CMRC,HERITAGE CMRC CORP,231,2209553,"SAN JOSE, CA",SMB,5191,5191,100,91,16,0,N
FIRST INTERNATIONAL B&TC,WATFORD CITY BSHRS,232,236153,"WATFORD CITY, ND",SNM,5171,5171,100,91,27,0,N
FIRST INTERNET BK IN,FIRST INTERNET BC,233,2758613,"FISHERS, IN",SNM,5153,5153,100,91,0,0,N
HEARTLAND B&TC,HBT FNCL,234,426534,"BLOOMINGTON, IL",SNM,5069,5069,100,91,69,0,N
FARMERS NB,FARMERS NAT BC,235,680813,"CANFIELD, OH",NAT,5066,5066,100,91,65,0,N
CFG BK,CAPITAL FUND BC,236,2471239,"LUTHERVILLE, MD",SNM,5028,5028,100,91,2,0,N
EQUITY BK,EQUITY BSHRS,237,139656,"ANDOVER, KS",SMB,5028,5028,100,91,65,0,N
CHOICE FNCL GRP,CHOICE FNCL HOLD,238,826956,"FARGO, ND",SNM,4973,4973,100,91,17,0,N
RIVER CITY BK,,239,253468,"SACRAMENTO, CA",SNM,4932,4932,100,91,10,0,N
SMBC MANUBANK,SMBC AMERS HOLDS,240,930965,"LOS ANGELES, CA",SNM,4891,4891,100,91,8,0,N
AMERICAN NB,AMERICAN NAT CORP,241,660655,"OMAHA, NE",NAT,4889,4889,100,91,36,0,N
HINSDALE B&TC NA,WINTRUST FC,242,2119773,"HINSDALE, IL",NAT,4882,4882,100,91,16,0,N
CANANDAIGUA NB&TC,CANANDAIGUA NAT CORP,243,161602,"CANANDAIGUA, NY",NAT,4873,4873,100,91,25,0,N
WILSON B&TC,WILSON BHC,244,159636,"LEBANON, TN",SNM,4845,4845,100,91,30,0,N
FIRST FNCL BK NA,FIRST FC,245,693345,"TERRE HAUTE, IN",NAT,4840,4840,100,91,69,0,N
SMARTBANK,SMARTFINANCIAL,246,3532641,"PIGEON FORGE, TN",SMB,4821,4821,100,91,41,0,N
