Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
CENTRAL TR BK,CENTRAL BANCOMPANY INC,88,853952,"JEFFERSON CITY, MO",SMB,18850,18850,100,85,156,0,N
DBA INDEPENDENT FINANCIAL,INDEPENDENT BK GRP,89,122854,"MCKINNEY, TX",SNM,18793,18793,100,85,93,0,N
FIRST MRCHS BK,FIRST MRCHS CORP,90,17147,"MUNCIE, IN",SNM,18165,18165,100,85,121,0,N
MECHANICS BK,2011 TCRT,91,936462,"WALNUT CREEK, CA",SNM,17946,17946,100,85,115,0,N
RENASANT BK,RENASANT CORP,92,749242,"TUPELO, MS",SNM,17479,17479,100,85,156,0,N
WESBANCO BK,WESBANCO,93,645625,"WHEELING, WV",SNM,17237,17237,100,85,193,0,N
TRISTATE CAP BK,RAYMOND JAMES FNCL,94,3475083,"PITTSBURGH, PA",SNM,17050,17050,100,86,0,0,N
FIRST FNCL BK,FIRST FNCL BC,95,165628,"CINCINNATI, OH",SMB,16857,16857,100,86,130,0,N
TOWNEBANK,,96,2797724,"PORTSMOUTH, VA",SNM,16730,16730,100,86,53,0,N
BANK OF AMER CA NA,BANK OF AMER CORP,97,1443266,"SAN FRANCISCO, CA",NAT,16550,16550,100,86,0,0,N
WELLS FARGO NB WEST,WELLS FARGO & CO,98,1225761,"LAS VEGAS, NV",NAT,16473,16473,100,86,0,0,N
CITIZENS BUS BK,CVB FC,99,933966,"ONTARIO, CA",SNM,16271,16271,100,86,61,0,N
BREMER BK NA,OTTO BREMER TR,100,800657,"SAINT PAUL, MN",NAT,15763,15763,100,86,70,0,N
BANNER BK,BANNER CORP,101,352772,"WALLA WALLA, WA",SNM,15525,15525,100,86,139,0,N
FIRST UNITED B&TC,SPEND LIFE WISELY CO,102,509950,"DURANT, OK",SNM,15412,15412,100,86,73,0,N
SEACOAST NB,SEACOAST BKG CORP OF FL,103,34537,"STUART, FL",NAT,15248,15248,100,86,85,0,N
NEXBANK,SLHC TR,104,652874,"DALLAS, TX",SNM,15180,15180,100,86,2,0,N
COMMUNITY BK NA,COMMUNITY BK SYS,105,202907,"CANTON, NY",NAT,15032,15032,100,86,216,0,N
SERVISFIRST BK,SERVISFIRST BSHRS,106,3348888,"HOMEWOOD, AL",SNM,14565,14565,100,86,24,0,N
SANDY SPRING BK,SANDY SPRING BC,107,506922,"OLNEY, MD",SMB,14127,14127,100,86,54,0,N
MERCHANTS BK OF IN,MERCHANTS BC,108,963945,"CARMEL, IN",SNM,13955,13955,100,87,5,0,N
PLAINSCAPITAL BK,DIAMOND HTH STOCK CO GP LLC,109,637451,"UNIVERSITY PARK, TX",SMB,13837,13837,100,87,59,0,N
DIME CMNTY BK,DIME CMNTY BSHRS,110,23504,"BRIDGEHAMPTON, NY",SMB,13827,13827,100,87,58,0,N
FIRST FOUND BK,FIRST FOUND,111,3637685,"IRVINE, CA",SNM,13586,13586,100,87,29,0,N
OCEANFIRST BK NA,OCEANFIRST FNCL CORP,112,85472,"TOMS RIVER, NJ",NAT,13448,13448,100,87,38,0,N
ENTERPRISE B&TC,ENTERPRISE FS CORP,113,1190476,"CLAYTON, MO",SNM,13301,13301,100,87,43,0,N
SOFI BK NA,SOFI TECHS,114,962966,"COTTONWOOD HEIGHTS, UT",NAT,13239,13239,100,87,3,0,N
BELL BK,STATE BSHRS,115,929352,"FARGO, ND",SNM,13135,13135,100,87,27,0,N
FIRSTBANK,FB FC,116,436159,"NASHVILLE, TN",SNM,13093,13093,100,87,91,0,N
FIRST FNCL BK NA,FIRST FNCL BSHRS,117,470050,"ABILENE, TX",NAT,12952,12952,100,87,80,0,N
ISRAEL DISCOUNT BK OF NY,DISCOUNT BC,118,320119,"NEW YORK, NY",SNM,12830,12830,100,87,6,0,Y
VERITEX CMNTY BK,VERITEX HOLD,119,3221468,"DALLAS, TX",SMB,12601,12601,100,87,32,0,N
FIRST BK,FIRST BC,120,216922,"SOUTHERN PINES, NC",SMB,12367,12367,100,87,117,0,N
BERKSHIRE BK,BERKSHIRE HILLS BC,121,473501,"PITTSFIELD, MA",SNM,12315,12315,100,87,100,0,N
BUSEY BK,FIRST BUSEY CORP,122,416245,"CHAMPAIGN, IL",SNM,12314,12314,100,87,60,0,N
POPULAR BK,POPULAR,123,2736291,"NEW YORK, NY",SMB,12145,12145,100,87,40,0,N
FARMERS & MRCH BK,PALOMAR ENT LLC,124,871769,"LONG BEACH, CA",SMB,12022,12022,100,88,25,0,N
NBT BK NA,NBT BC,125,702117,"NORWICH, NY",NAT,11759,11759,100,88,140,0,N
FIRST COMMONWEALTH BK,FIRST COMMONWEALTH FNCL CORP,126,42420,"INDIANA, PA",SNM,11085,11085,100,88,126,0,N
EAGLEBANK,EAGLE BC,127,2652092,"BETHESDA, MD",SMB,11040,11040,100,88,15,0,N
LAKELAND BK,LAKELAND BC,128,687009,"NEWFOUNDLAND, NJ",SNM,10837,10837,100,88,67,0,N
STELLAR BK,STELLAR BC,129,3579589,"HOUSTON, TX",SNM,10596,10596,100,88,54,0,N
HTLF BK,HEARTLAND FNCL USA,130,3465226,"DENVER, CO",SNM,10513,10513,100,88,53,0,N
WASHINGTON TR BK,WTB FC,131,58971,"SPOKANE, WA",SNM,10505,10505,100,88,41,0,N
BANCFIRST,BANCFIRST CORP,132,1386251,"OKLAHOMA CITY, OK",SNM,10424,10424,100,88,110,0,N
ORIGIN BK,ORIGIN BC,133,667757,"CHOUDRANT, LA",SMB,10302,10302,100,88,61,0,N
LIVE OAK BKG CO,LIVE OAK BSHRS,134,3650808,"WILMINGTON, NC",SNM,10250,10250,100,88,0,0,N
BANC OF CA NA,BANC OF CA,135,200378,"SANTA ANA, CA",NAT,10033,10033,100,88,28,0,N
CONNECTONE BK,CONNECTONE BC,136,3317932,"ENGLEWOOD CLIFFS, NJ",SNM,9956,9956,100,88,23,0,N
NBH BK,NATIONAL BK HOLDS CORP,137,4210227,"GREENWOOD VILLAGE, CO",SMB,9877,9877,100,88,97,0,N
HOMESTREET BK,HOMESTREET,138,258771,"SEATTLE, WA",SNM,9854,9854,100,88,57,0,N
TRI CTY BK,TRICO BSHRS,139,100562,"CHICO, CA",SNM,9840,9840,100,88,76,0,N
PARK NB,PARK NAT CORP,140,489623,"NEWARK, OH",NAT,9818,9818,100,88,91,0,N
AMERANT BK NA,AMERANT BC,141,83638,"CORAL GABLES, FL",NAT,9478,9478,100,88,23,0,N
WOODFOREST NB,WOODFOREST FNCL GRP ESOP W 401,142,412751,"THE WOODLANDS, TX",NAT,9339,9339,100,88,774,0,N
WINTRUST BK NA,WINTRUST FC,143,2239288,"CHICAGO, IL",NAT,9231,9231,100,88,34,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,144,1001152,"LAREDO, TX",SNM,9210,9210,100,88,72,0,N
S&T BK,S&T BC,145,936426,"INDIANA, PA",SNM,9189,9189,100,88,72,0,N
SAFRA NB OF NY,SNBNY HOLD,146,918918,"NEW YORK, NY",NAT,9036,8605,95,89,2,0,Y
STIFEL BK,STIFEL FNCL CORP,147,3076220,"ST. LOUIS, MO",SMB,8679,8679,100,89,0,0,N
COMENITY BK,,148,1391778,"WILMINGTON, DE",SNM,8551,8551,100,89,0,0,N
PREMIER BK,PREMIER FNCL CORP,149,981275,"YOUNGSTOWN, OH",SNM,8513,8513,100,89,74,0,N
FLUSHING BK,FLUSHING FC,150,959304,"UNIONDALE, NY",SNM,8479,8479,100,89,26,0,N
CROSS RIVER BK,CRB GRP,151,3783313,"FORT LEE, NJ",SNM,8462,8460,100,89,1,0,N
AMARILLO NB,AMARILLO NAT BC,152,353555,"AMARILLO, TX",NAT,8451,8451,100,89,31,0,N
LENDINGCLUB BK NA,LENDINGCLUB CORP,153,264772,"LEHI, UT",NAT,8395,8395,100,89,1,0,N
1ST SOURCE BK,1ST SOURCE CORP,154,991340,"SOUTH BEND, IN",SMB,8326,8326,100,89,79,0,N
LUTHER BURBANK SVG,LUTHER BURBANK CORP,155,497570,"SANTA ROSA, CA",SNM,8300,8300,100,89,10,0,N
NICOLET NB,NICOLET BSHRS,156,2941068,"GREEN BAY, WI",NAT,8177,8177,100,89,54,0,N
FIRST BK,FIRST BSHRS,157,2385514,"HATTIESBURG, MS",SMB,8007,8007,100,89,109,0,N
MIDLAND ST BK,MIDLAND STATES BANCORP,158,773247,"EFFINGHAM, IL",SMB,7921,7921,100,89,57,0,N
HORIZON BK,HORIZON BC,159,130541,"MICHIGAN CITY, IN",SNM,7882,7882,100,89,75,0,N
AMALGAMATED BK,WORKERS UNITED,160,661308,"NEW YORK, NY",SNM,7852,7852,100,89,6,0,N
UNION B&TC,FARMERS & MRCH INV,161,450856,"LINCOLN, NE",SNM,7802,7802,100,89,37,0,N
SOUTHSIDE BK,SOUTHSIDE BSHRS,162,361167,"TYLER, TX",SNM,7788,7788,100,89,58,0,N
PINNACLE BK,PINNACLE BC,163,913856,"LINCOLN, NE",SNM,7767,7767,100,89,73,0,N
STOCK YARDS B&TC,STOCK YARDS BC,164,317342,"LOUISVILLE, KY",SNM,7660,7660,100,89,72,0,N
BEAL BK,BEAL FNCL CORP,165,1176881,"PLANO, TX",SNM,7654,7654,100,89,6,0,N
FIRST SECURITY BK,FIRST SECURITY BANCORP,166,673440,"SEARCY, AR",SMB,7616,7616,100,89,76,0,N
BANCORP BK NA,BANCORP,167,2858960,"SIOUX FALLS, SD",NAT,7609,7609,100,89,0,0,N
TOMPKINS CMNTY BK,TOMPKINS FNCL CORP,168,433608,"ITHACA, NY",SNM,7606,7606,100,89,60,0,N
SUNFLOWER BK NA,FIRSTSUN CAP BC,169,474759,"DENVER, CO",NAT,7598,7598,100,89,71,0,N
BYLINE BK,BYLINE BC,170,129732,"CHICAGO, IL",SNM,7514,7514,100,89,41,0,N
CENTRAL PACIFIC BK,CENTRAL PACIFIC FC,171,701062,"HONOLULU, HI",SNM,7507,7507,100,89,27,0,N
LAKE FOREST B&TC NA,WINTRUST FC,172,1917301,"LAKE FOREST, IL",NAT,7419,6955,94,89,7,0,N
HANMI BK,HANMI FC,173,657365,"LOS ANGELES, CA",SNM,7408,7408,100,90,35,0,N
UNIVEST B&TC,UNIVEST FC,174,354310,"SOUDERTON, PA",SMB,7344,7344,100,90,54,0,N
PEOPLES BK,PEOPLES BC,175,577128,"MARIETTA, OH",SMB,7290,7290,100,90,116,0,N
HERITAGE BK,HERITAGE FC,176,881478,"OLYMPIA, WA",SNM,7233,7233,100,90,52,0,N
BANKPLUS,BANCPLUS CORP,177,121642,"BELZONI, MS",SNM,7167,7167,100,90,94,0,N
INTRUST BK NA,INTRUST FC,178,557858,"WICHITA, KS",NAT,7145,7145,100,90,39,0,N
CENTIER BK,FIRST BSHRS,179,783648,"MERRILLVILLE, IN",SNM,7050,7050,100,90,57,0,N
MIZUHO BK USA,MIZUHO AMERS LLC,180,229913,"NEW YORK, NY",SMB,7047,7047,100,90,1,0,Y
CROSSFIRST BK,CROSSFIRST BSHRS,181,3594005,"LEAWOOD, KS",SNM,6891,6891,100,90,14,0,N
PATHWARD NA,PATHWARD FNCL,182,435077,"SIOUX FALLS, SD",NAT,6869,6869,100,90,0,0,N
WASHINGTON TC OF WESTERLY,WASHINGTON TR BC,183,816603,"WESTERLY, RI",SNM,6859,6859,100,90,24,0,N
SALEM FIVE CENTS SVG BK,SALEM FIVE BC,184,618807,"SALEM, MA",SNM,6699,6699,100,90,33,0,N
CAMBRIDGE SVG BK,CAMBRIDGE FNCL GROUP,185,758703,"CAMBRIDGE, MA",SNM,6683,6683,100,90,17,0,N
WESTAMERICA BK,WESTAMERICA BC,186,697763,"SAN RAFAEL, CA",SMB,6661,6661,100,90,76,0,N
BANK OF COLORADO,PINNACLE BC,187,255659,"FORT COLLINS, CO",SNM,6654,6654,100,90,50,0,N
FIRST MID B&TC NA,FIRST MID BSHRS,188,762447,"MATTOON, IL",NAT,6648,6648,100,90,70,0,N
ALPINE BK,ALPINE BK OF CO,189,260055,"GLENWOOD SPRINGS, CO",SNM,6559,6559,100,90,43,0,N
FIRST BK,FB CORP,190,169653,"CREVE COEUR, MO",SMB,6525,6525,100,90,71,0,N
PEAPACK GLADSTONE BK,PEAPACK-GLADSTONE FC,191,236706,"BEDMINSTER, NJ",SMB,6480,6480,100,90,17,0,N
PREFERRED BK,,192,1918344,"LOS ANGELES, CA",SNM,6462,6462,100,90,12,0,N
FORBRIGHT BK,FORBRIGHT,193,3187630,"POTOMAC, MD",SNM,6424,6424,100,90,3,0,N
MIDWESTONE BK,MIDWESTONE FNCL GRP,194,836843,"IOWA CITY, IA",SNM,6406,6406,100,90,58,0,N
LAKE CITY BK,LAKELAND FC,195,874845,"WARSAW, IN",SMB,6395,6395,100,90,53,0,N
BROOKLINE BK,BROOKLINE BC,196,782306,"BROOKLINE, MA",SMB,6378,6378,100,90,28,0,N
METROPOLITAN CMRL BK,METROPOLITAN BK HOLD CORP,197,2705895,"NEW YORK, NY",SMB,6301,6301,100,90,6,0,N
B1BANK,BUSINESS FIRST BSHRS,198,3408728,"BATON ROUGE, LA",SNM,6294,6294,100,90,48,0,N
FIRST AMER BK,FIRST AMER BK CORP,199,850036,"ELK GROVE VILLAGE, IL",SNM,6252,6252,100,90,57,0,N
MIDDLESEX SVG BK,MIDDLESEX BC MHC,200,888002,"NATICK, MA",SNM,6223,6223,100,90,30,0,N
JOHNSON BK,JOHNSON FNCL GRP,201,58243,"RACINE, WI",SMB,6195,6195,100,90,29,0,N
CITY NB OF WV,CITY HC,202,1011526,"CHARLESTON, WV",NAT,6185,6185,100,90,100,0,N
STOCKMAN BK OF MT,STOCKMAN FC,203,651859,"MILES CITY, MT",SNM,6180,6180,100,90,37,0,N
RBC BK GA NA,RBC US GRP HOLDS LLC,204,3783948,"ATLANTA, GA",NAT,6164,6164,100,90,0,0,N
DBA REPUBLIC BANK,REPUBLIC FIRST BC,205,1216321,"PHILADELPHIA, PA",SNM,6142,6142,100,90,33,0,N
BANKERS TC,BTC FC,206,811046,"DES MOINES, IA",SNM,6111,6111,100,91,24,0,N
REPUBLIC B&TC,REPUBLIC BANCORP,207,316840,"LOUISVILLE, KY",SNM,6065,6065,100,91,44,0,N
GERMAN AMER BK,GERMAN AMER BC,208,37640,"JASPER, IN",SNM,5987,5987,100,91,75,0,N
OCEAN BK,OCEAN BSHRS,209,663834,"MIAMI, FL",SNM,5986,5986,100,91,21,0,N
FIVE STAR BK,FINANCIAL INST,210,601416,"WARSAW, NY",SMB,5927,5927,100,91,48,0,N
POPPY BK,BIG POPPY HOLDS,211,3232204,"SANTA ROSA, CA",SNM,5923,5923,100,91,20,0,N
OLD SECOND NB,OLD SECOND BC,212,936136,"AURORA, IL",NAT,5919,5919,100,91,48,0,N
GREAT SOUTHERN BK,GREAT SOUTHERN BC,213,572374,"REEDS SPRING, MO",SNM,5772,5772,100,91,94,0,N
CAMDEN NB,CAMDEN NAT CORP,214,593007,"CAMDEN, ME",NAT,5707,5707,100,91,57,0,N
HARBORONE BK,HARBORONE BC,215,40499,"BROCKTON, MA",SNM,5573,5573,100,91,31,0,N
CNB BK,CNB FC,216,399517,"CLEARFIELD, PA",SNM,5563,5563,100,91,51,0,N
HERITAGE BK OF CMRC,HERITAGE CMRC CORP,217,2209553,"SAN JOSE, CA",SMB,5539,5539,100,91,17,0,N
CAMBRIDGE TC,CAMBRIDGE BC,218,736206,"CAMBRIDGE, MA",SNM,5528,5528,100,91,21,0,N
COMMUNITY TR BK INC,COMMUNITY TR BC,219,509811,"PIKEVILLE, KY",SMB,5500,5500,100,91,78,0,N
FIRST NB ALASKA,,220,114260,"ANCHORAGE, AK",NAT,5473,5473,100,91,29,0,N
FREMONT BK,FREMONT BC,221,739560,"FREMONT, CA",SNM,5463,5463,100,91,21,0,N
AMERICAN NB TX,ANB HC,222,599764,"TERRELL, TX",NAT,5434,5434,100,91,27,0,N
CAPE COD FIVE CENTS SVG BK,CAPE COD FIVE MUT CO,223,664206,"HYANNIS, MA",SNM,5426,5426,100,91,26,0,N
BROADWAY NB,BROADWAY BSHRS,224,474254,"SAN ANTONIO, TX",NAT,5310,5310,100,91,33,0,N
EQUITY BK,EQUITY BSHRS,225,139656,"ANDOVER, KS",SMB,5153,5153,100,91,66,0,N
INDEPENDENT BK,INDEPENDENT BK CORP,226,636771,"GRAND RAPIDS, MI",SMB,5135,5135,100,91,59,0,N
FARMERS & MRCH BK CENT CA,FARMERS & MRCH BC,227,808260,"LODI, CA",SNM,5134,5134,100,91,29,0,N
FARMERS NB,FARMERS NAT BC,228,680813,"CANFIELD, OH",NAT,5088,5088,100,91,66,0,N
MANUFACTURERS BK,SMBC AMERS HOLDS,229,930965,"LOS ANGELES, CA",SNM,5031,5031,100,91,8,0,N
AMERICAN NB,AMERICAN NAT CORP,230,660655,"OMAHA, NE",NAT,5013,5013,100,91,38,0,N
HEARTLAND B&TC,HBT FNCL,231,426534,"BLOOMINGTON, IL",SNM,5008,5008,100,91,70,0,N
CTBC BK CORP USA,CTBC CAP CORP,232,996260,"LOS ANGELES, CA",SNM,4995,4995,100,91,18,0,N
CHOICE FNCL GRP,CHOICE FNCL HOLD,233,826956,"FARGO, ND",SNM,4920,4920,100,91,17,0,N
FIRST INTERNATIONAL B&TC,WATFORD CITY BSHRS,234,236153,"WATFORD CITY, ND",SNM,4877,4877,100,91,31,0,N
MERCANTILE BK,MERCANTILE BK CORP,235,2608754,"GRAND RAPIDS, MI",SNM,4876,4876,100,91,39,0,N
MORTON CMNTY BK,HOMETOWN CMNTY BC ESOP & TR,236,825146,"MORTON, IL",SNM,4857,4857,100,91,44,0,N
FIRST FNCL BK NA,FIRST FC,237,693345,"TERRE HAUTE, IN",NAT,4855,4855,100,91,70,0,N
CANANDAIGUA NB&TC,CANANDAIGUA NAT CORP,238,161602,"CANANDAIGUA, NY",NAT,4839,4839,100,91,25,0,N
FIRST NB AMER,FIRST NAT BSHRS,239,413141,"EAST LANSING, MI",NAT,4823,4823,100,91,2,0,N
SMARTBANK,SMARTFINANCIAL,240,3532641,"PIGEON FORGE, TN",SMB,4770,4770,100,91,40,0,N
COMMUNITY BK OF MS,COMMUNITY BSHRS ESOP,241,460033,"FLOWOOD, MS",SNM,4734,4734,100,91,50,0,N
FIRST INTERNET BK IN,FIRST INTERNET BC,242,2758613,"FISHERS, IN",SNM,4711,4711,100,91,0,0,N
SOUTHERN B&TC,SOUTHERN BSHRS NC,243,717924,"MOUNT OLIVE, NC",SNM,4687,4687,100,91,57,0,N
HINSDALE B&TC NA,WINTRUST FC,244,2119773,"HINSDALE, IL",NAT,4665,4665,100,91,16,0,N
BRIDGEWATER BK,BRIDGEWATER BSHRS,245,3378773,"SAINT LOUIS PARK, MN",SNM,4597,4597,100,91,7,0,N
MID PENN BK,MID PENN BC,246,786612,"MILLERSBURG, PA",SNM,4578,4578,100,91,43,0,N
