Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
NORTHPOINTE BK,NORTHPOINTE BSHRS,247,2737980,"GRAND RAPIDS, MI",SNM,4556,4556,100,91,0,0,N
HOMETRUST BK,HOMETRUST BSHRS,248,212577,"ASHEVILLE, NC",SMB,4527,4527,100,92,35,0,N
NORTHBROOK B&TC NA,WINTRUST FC,249,2938198,"NORTHBROOK, IL",NAT,4516,4516,100,92,6,0,N
WELLS FARGO BK S CENT NA,WELLS FARGO & CO,250,2362458,"HOUSTON, TX",NAT,4487,4487,100,92,0,0,N
VERABANK NA,VERABANK,251,56351,"HENDERSON, TX",NAT,4481,4481,100,92,39,0,N
WILSON B&TC,WILSON BHC,252,159636,"LEBANON, TN",SNM,4479,4479,100,92,29,0,N
CFG BK,CAPITAL FUND BC,253,2471239,"LUTHERVILLE, MD",SNM,4463,4463,100,92,2,0,N
ENTERPRISE B&TC,ENTERPRISE BC,254,1356768,"LOWELL, MA",SNM,4442,4442,100,92,26,0,N
BANK OF STOCKTON,1867 WESTERN FC,255,479268,"STOCKTON, CA",SNM,4431,4431,100,92,19,0,N
CAPITAL CITY BK,CAPITAL CITY BK GRP,256,876634,"TALLAHASSEE, FL",SMB,4403,4403,100,92,59,0,N
DBA FIRST CONVENIENCE BK,FIRST CMNTY BSHRS,257,613950,"KILLEEN, TX",NAT,4377,4377,100,92,344,0,N
CARTER BK & TR,CARTER BSHRS,258,3476192,"MARTINSVILLE, VA",SNM,4360,4360,100,92,65,0,N
RIVER CITY BK,,259,253468,"SACRAMENTO, CA",SNM,4328,4328,100,92,10,0,N
INWOOD NB,INWOOD BSHRS,260,913753,"DALLAS, TX",NAT,4312,4312,100,92,12,0,N
FIRST B&T,FISHBACK FC,261,77851,"BROOKINGS, SD",SNM,4285,4285,100,92,23,0,N
TEXAS B&TC,OVERTON FC,262,949154,"LONGVIEW, TX",SNM,4257,4257,100,92,21,0,N
SOUTHERN BK,SOUTHERN MO BC,263,272272,"POPLAR BLUFF, MO",SMB,4243,4243,100,92,65,0,N
PRIMIS BK,PRIMIS FNCL CORP,264,3325759,"TAPPAHANNOCK, VA",SMB,4198,4198,100,92,34,0,N
INTERBANK,OLNEY BSHRS OF TX,265,1187001,"OKLAHOMA CITY, OK",SMB,4193,4193,100,92,45,0,N
FIRST NB OF LONG ISLAND,FIRST OF LONG ISLAND CORP,266,837000,"GLEN HEAD, NY",NAT,4186,4186,100,92,40,0,N
HILLS B&TC,HILLS BC,267,731247,"HILLS, IA",SNM,4175,4175,100,92,18,0,N
BANK FIRST NA,BANK FIRST CORP,268,594947,"MANITOWOC, WI",NAT,4166,4166,100,92,28,0,N
BANK OF MARIN,BANK OF MARIN BC,269,1436204,"CORTE MADERA, CA",SNM,4135,4135,100,92,29,0,N
ROYAL BUS BK,RBB BC,270,3835454,"LOS ANGELES, CA",SNM,4106,4106,100,92,23,0,N
CITY BK,SOUTH PLAINS FNCL ESOP,271,575254,"LUBBOCK, TX",SNM,4056,4056,100,92,27,0,N
LEADER BK NA,LEADER BC,272,3109146,"ARLINGTON, MA",NAT,4020,4020,100,92,6,0,N
SUMMIT CMNTY BK,SUMMIT FNCL GROUP,273,2372774,"MOOREFIELD, WV",SNM,3949,3949,100,92,43,0,N
SOUTHERN FIRST BK,SOUTHERN FIRST BSHRS,274,2849801,"GREENVILLE, SC",SNM,3940,3940,100,92,11,0,N
BAR HARBOR BK & TR CO,BAR HARBOR BSHRS,275,522605,"BAR HARBOR, ME",SNM,3926,3926,100,92,53,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,276,230759,"BROWNSVILLE, TX",SNM,3908,3908,100,92,40,0,N
RCB BK,RCB HC,277,945053,"CLAREMORE, OK",SMB,3898,3898,100,92,60,0,N
FIRST ST CMNTY BK,FIRST ST BSHRS,278,707354,"FARMINGTON, MO",SNM,3897,3897,100,92,56,0,N
ALERUS FNCL NA,ALERUS FC,279,933256,"GRAND FORKS, ND",NAT,3885,3885,100,92,15,0,N
AMERICAN BUS BK,,280,2734729,"LOS ANGELES, CA",SNM,3879,3879,100,92,6,0,N
GREEN DOT BK,GREEN DOT CORP,281,243375,"PROVO, UT",SMB,3841,3841,100,92,0,0,N
ENCORE BK,ENCORE BSHRS,282,2594240,"LITTLE ROCK, AR",SMB,3810,3810,100,92,14,0,N
FINEMARK NB&TC,FINEMARK HOLD,283,3547131,"FORT MYERS, FL",NAT,3783,3783,100,92,13,0,N
BCB CMNTY BK,BCB BC,284,2954059,"BAYONNE, NJ",SNM,3763,3763,100,92,27,0,N
FIDELITY BK,FIDELITY BSHRS NC,285,584920,"FUQUAY VARINA, NC",SNM,3745,3745,100,92,51,0,N
CITIZENS FIRST BK,VILLAGES BC,286,1867983,"THE VILLAGES, FL",SNM,3743,3743,100,92,14,0,N
BARRINGTON B&TC NA,WINTRUST FC,287,2508751,"BARRINGTON, IL",NAT,3720,3720,100,92,7,0,N
BANK OF THE SIERRA,SIERRA BC,288,662369,"PORTERVILLE, CA",SNM,3695,3695,100,92,34,0,N
PEOPLES SCTY B&TC,PEOPLES FS CORP,289,278818,"SCRANTON, PA",SNM,3678,3678,100,92,27,0,N
BURKE & HERBERT B&TC,BURKE & HERBERT FS CORP,290,933621,"ALEXANDRIA, VA",SNM,3672,3672,100,92,22,0,N
DACOTAH BK,DACOTAH BKS,291,256553,"ABERDEEN, SD",SMB,3655,3655,100,92,33,0,N
TOWN BK NA,WINTRUST FC,292,2693264,"HARTLAND, WI",NAT,3645,3645,100,92,21,0,N
INDEPENDENCE BK OF KY,INDEPENDENCE BSHRS,293,648242,"OWENSBORO, KY",SMB,3632,3632,100,92,28,0,N
WEST BK,WEST BC,294,139740,"WEST DES MOINES, IA",SNM,3623,3623,100,92,10,0,N
CIVISTA BK,CIVISTA BSHRS,295,542528,"SANDUSKY, OH",SMB,3581,3581,100,92,40,0,N
CENTRAL B&TC,CENTRAL BSHRS,296,1007015,"LEXINGTON, KY",SNM,3560,3560,100,92,27,0,N
SHORE UNITED BK NA,SHORE BSHRS,297,933023,"EASTON, MD",NAT,3556,3556,100,92,30,0,N
BANESCO USA,,298,3402913,"MIAMI, FL",SNM,3536,3299,93,92,5,0,N
VANTAGE BK TX,VBT FC,299,26765,"SAN ANTONIO, TX",SMB,3529,3529,100,92,22,0,N
MVB BK INC,MVB FC,300,2757205,"FAIRMONT, WV",SNM,3505,3505,100,92,7,0,N
SECURITY BK OF KANSAS CITY,VALLEY VIEW BSHRS,301,1009354,"KANSAS CITY, KS",SNM,3500,3500,100,92,34,0,N
SUMITOMO MITSUI TR BK USA,,302,925411,"HOBOKEN, NJ",SNM,3492,3492,100,92,0,0,N
COASTAL CMNTY BK,COASTAL FNCL CORP,303,2562164,"EVERETT, WA",SMB,3448,3448,100,93,13,0,N
BRADESCO BK,LECCE HOLDS SA,304,725732,"CORAL GABLES, FL",SNM,3442,3442,100,93,0,0,Y
METRO CITY BK,METROCITY BSHRS,305,3437456,"DORAVILLE, GA",SNM,3425,3425,100,93,18,0,N
FIVE STAR BK,FIVE STAR BC,306,2867337,"ROSEVILLE, CA",SNM,3394,3394,100,93,6,0,N
UNITED CMNTY BK,UNITED CMNTY BC,307,439338,"CHATHAM, IL",SNM,3385,3385,100,93,43,0,N
EXCHANGE BK,FRANK P DOYLE TR ARTICLE IX,308,507068,"SANTA ROSA, CA",SNM,3362,3362,100,93,16,0,N
GUARANTY B&TC NA,GUARANTY BSHRS,309,112163,"MOUNT PLEASANT, TX",NAT,3355,3355,100,93,32,0,N
STRIDE BK NA,CENTRAL SVC CORP,310,278555,"ENID, OK",NAT,3350,3350,100,93,10,0,N
BANK RHODE ISLAND,BROOKLINE BC,311,2434113,"PROVIDENCE, RI",SMB,3320,3320,100,93,19,0,N
NATIONAL CO-OP BK NA,NATIONAL CONSUMER CO-OP BK,312,99376,"HILLSBORO, OH",NAT,3315,3315,100,93,0,0,N
BLUE RIDGE BK NA,BLUE RIDGE BSHRS,313,233527,"MARTINSVILLE, VA",NAT,3303,3303,100,93,26,0,N
BESSEMER TC NA,BESSEMER GRP,314,976703,"NEW YORK, NY",NAT,3271,3271,100,93,0,0,N
HOME BK NA,HOME BC,315,929978,"LAFAYETTE, LA",NAT,3259,3259,100,93,42,0,N
BANKWELL BK,BANKWELL FNCL GRP,316,3109043,"NEW CANAAN, CT",SNM,3255,3255,100,93,9,0,N
GLENS FALLS NB&TC,ARROW FC,317,866000,"GLENS FALLS, NY",NAT,3246,3246,100,93,25,0,N
FIRST GUARANTY BK,SMITH & HOOD HC LLC,318,422433,"HAMMOND, LA",SNM,3236,3236,100,93,33,0,N
CAPSTAR BK,CAPSTAR FNCL HOLDS,319,3715444,"NASHVILLE, TN",SMB,3231,3231,100,93,23,0,N
PARKWAY B&TC,PARKWAY BC,320,1001639,"HARWOOD HEIGHTS, IL",SNM,3216,3216,100,93,29,0,N
FRANDSEN B&T,FRANDSEN FC,321,751656,"LONSDALE, MN",SMB,3177,3177,100,93,37,0,N
WOORI AMER BK,,322,384018,"NEW YORK, NY",SNM,3168,3168,100,93,20,0,N
FIRST BUS BK,FIRST BUS FS,323,537449,"MADISON, WI",SNM,3164,3164,100,93,3,0,N
CARROLLTON BK,CBX CORP,324,1001648,"CARROLLTON, IL",SNM,3156,3156,100,93,11,0,N
ANB BK,STURM FNCL GROUP INC,325,828651,"DENVER, CO",SMB,3148,3148,100,93,28,0,N
FIDELITY BK NA,FIDELITY FC,326,762474,"WICHITA, KS",NAT,3132,3132,100,93,19,0,N
BANK ANN ARBOR,ARBOR BC,327,2390929,"ANN ARBOR, MI",SNM,3093,3093,100,93,17,0,N
FIRST B&TC,FIRST BC,328,223322,"LEBANON, VA",SMB,3087,3087,100,93,25,0,N
DL EVANS BK,DL EVANS BC,329,543262,"BURLEY, ID",SNM,3076,3076,100,93,37,0,N
AMERICAN NB&TC,AMERICAN NAT BSHRS,330,958727,"DANVILLE, VA",NAT,3072,3072,100,93,29,0,N
BANK OF TAMPA,TAMPA BAY BKG CO,331,273336,"TAMPA, FL",SNM,3067,3067,100,93,12,0,N
GULF COAST B&TC,,332,1458608,"NEW ORLEANS, LA",SNM,3061,3061,100,93,22,0,N
FARMERS & MRCH ST BK,FARMERS & MRCH BC,333,214414,"ARCHBOLD, OH",SNM,3060,3060,100,93,34,0,N
WHEATON B&TC NA,WINTRUST FC,334,2044811,"WHEATON, IL",NAT,3030,3030,100,93,7,0,N
RED RIVER BK,RED RIVER BSHRS,335,2743244,"ALEXANDRIA, LA",SNM,3030,3030,100,93,26,0,N
FIRST CMNTY BK,FIRST CMNTY BSHRS,336,2353595,"BLUEFIELD, VA",SMB,3027,3027,100,93,50,0,N
ORRSTOWN BK,ORRSTOWN FNCL SVC,337,342410,"SHIPPENSBURG, PA",SMB,3011,3011,100,93,21,0,N
RIVER B&T,RIVER FC,338,3437157,"PRATTVILLE, AL",SNM,2989,2989,100,93,21,0,N
COLONY BK,COLONY BC,339,491934,"FITZGERALD, GA",SNM,2988,2988,100,93,29,0,N
STAR FNCL BK,STAR FNCL GRP,340,547840,"FORT WAYNE, IN",SNM,2966,2966,100,93,36,0,N
FIRST WESTERN TR BK,FIRST WESTERN FNCL,341,3158546,"DENVER, CO",SNM,2965,2965,100,93,12,0,N
LONE STAR NB,LONE STAR NAT BSHRS TX,342,842460,"PHARR, TX",NAT,2952,2952,100,93,36,0,N
FIRST B&T,HEARTLAND FNCL USA,343,294564,"LUBBOCK, TX",SNM,2950,2950,100,93,18,0,N
INDUSTRIAL & CMRL BK,,344,1015560,"NEW YORK, NY",NAT,2906,2906,100,93,13,0,N
BANTERRA BK,BANTERRA CORP,345,502849,"MARION, IL",SNM,2898,2898,100,93,38,0,N
TIB NA,INDEPENDENT BKR FC,346,529958,"FARMERS BRANCH, TX",NAT,2883,2883,100,93,5,0,N
CACHE VALLEY BK,CACHE VALLEY BKG CO,347,995076,"LOGAN, UT",SNM,2868,2868,100,93,21,0,N
NORTHEAST BK,,348,468806,"LEWISTON, ME",SNM,2866,2866,100,93,9,0,N
LAKE RIDGE BK,LAKE RIDGE BC,349,525549,"MONONA, WI",SNM,2866,2866,100,93,21,0,N
NATIONAL BK OF INDIANAPOLIS,NATIONAL BK INDIANAPOLIS CORP,350,2132941,"INDIANAPOLIS, IN",NAT,2859,2859,100,93,12,0,N
MINNWEST BK,MINNWEST CORP,351,302656,"REDWOOD FALLS, MN",SNM,2856,2856,100,93,35,0,N
TEXAS RGNL BK,TEXAS ST BSHRS,352,380458,"HARLINGEN, TX",SMB,2832,2832,100,93,28,0,N
NORTHERN B&TC,NORTHERN BC,353,900306,"WOBURN, MA",SNM,2829,2829,100,93,12,0,N
FIRST BK,,354,3401970,"HAMILTON, NJ",SNM,2817,2817,100,93,22,0,N
BANK OF MO,RELIABLE CMNTY BSHRS,355,330855,"PERRYVILLE, MO",SNM,2815,2815,100,93,29,0,N
FIRST FARMERS B&TC,FIRST FARMERS FC,356,139843,"CONVERSE, IN",SMB,2806,2806,100,93,36,0,N
JEFFERSON BK,JEFFERSON BSHRS,357,45560,"SAN ANTONIO, TX",SNM,2805,2805,100,93,12,0,N
FIRST DAKOTA NB,FIRST DAKOTA FC,358,441256,"YANKTON, SD",NAT,2777,2777,100,93,16,0,N
FIRST NB,FIRST BC,359,439404,"DAMARISCOTTA, ME",NAT,2777,2777,100,93,18,0,N
AMERICAN MOMENTUM BK,ADAM BK GRP,360,3447576,"COLLEGE STATION, TX",SNM,2769,2769,100,93,27,0,N
WESTSTAR BK,WESTSTAR BHC,361,1447639,"EL PASO, TX",SMB,2762,2762,100,93,13,0,N
AUSTIN BK TX NA,JANE AUSTIN CHAPMAN LP,362,548351,"JACKSONVILLE, TX",NAT,2753,2753,100,93,68,0,N
INVESTAR BK NA,INVESTAR HC,363,3449066,"BATON ROUGE, LA",NAT,2749,2749,100,93,28,0,N
FIRST PREMIER BK,UNITED NAT CORP,364,374653,"SIOUX FALLS, SD",SMB,2741,2741,100,93,15,0,N
STEARNS BK NA,STEARNS FNCL SVC ESOP,365,141556,"SAINT CLOUD, MN",NAT,2722,2722,100,93,6,0,N
FIRST FIDELITY BK,FIRST FIDELITY BC,366,106359,"OKLAHOMA CITY, OK",SMB,2720,2720,100,93,27,0,N
REPUBLIC BK OF CHICAGO,REPUBLIC BC CO,367,671334,"OAK BROOK, IL",SNM,2716,2716,100,93,18,0,N
NATIONAL EXCHANGE B&T,NEB CORP,368,722544,"FOND DU LAC, WI",NAT,2689,2689,100,93,31,0,N
TEXAS EXCH BK,,369,822556,"CROWLEY, TX",SNM,2667,2667,100,93,1,0,N
BANKFIRST FINANCIAL SVC,BANKFIRST CAP CORP,370,914648,"MACON, MS",SMB,2666,2666,100,93,43,0,N
CHEMUNG CANAL TC,CHEMUNG FC,371,884303,"ELMIRA, NY",SMB,2650,2650,100,93,31,0,N
MACATAWA BK,MACATAWA BC,372,2634351,"HOLLAND, MI",SNM,2637,2637,100,93,28,0,N
AMBOY BK,AMBOY BC,373,9807,"OLD BRIDGE, NJ",SMB,2634,2634,100,93,24,0,N
MIDWEST BANKCENTRE,STUPP BROS,374,657459,"SAINT LOUIS, MO",SMB,2632,2632,100,93,15,0,N
NEW MEXICO B&TC,HEARTLAND FNCL USA,375,2649122,"ALBUQUERQUE, NM",SNM,2627,2627,100,93,20,0,N
VILLAGE B&TC NA,WINTRUST FC,376,2298995,"ARLINGTON HEIGHTS, IL",NAT,2619,2619,100,94,7,0,N
PINNACLE BK,PINNACLE BC,377,867650,"FORT WORTH, TX",SNM,2618,2618,100,94,26,0,N
SUNWEST BK,H BC LLC,378,140362,"SANDY, UT",SNM,2590,2590,100,94,8,0,N
SOUTHEAST BK,EDUCATION LOAN FNC,379,3110197,"FARRAGUT, TN",SNM,2578,2578,100,94,13,0,N
FARMERS B&TC,MAGNOLIA BKG CORP,380,12946,"MAGNOLIA, AR",SMB,2571,2571,100,94,32,0,N
BANCO DO BRASIL AMERS,,381,110936,"MIAMI, FL",SNM,2568,2568,100,94,4,0,N
NORTHRIM BK,NORTHRIM BC,382,1718188,"ANCHORAGE, AK",SNM,2565,2565,100,94,18,0,N
FIRST CMNTY BK,FIRST COMMUNITY BSHRS,383,2596646,"BATESVILLE, AR",SNM,2556,2556,100,94,32,0,N
QUAD CITY B&TC,QCR HOLDS,384,2142155,"BETTENDORF, IA",SMB,2541,2541,100,94,4,0,N
BANK OF UT,BOU BC,385,933975,"OGDEN, UT",SNM,2537,2537,100,94,17,0,N
UNITED BUS BK,BAYCOM CORP,386,3281510,"WALNUT CREEK, CA",SMB,2533,2533,100,94,35,0,N
ACADEMY BK NA,DICKINSON FC II,387,535753,"KANSAS CITY, MO",NAT,2522,2522,100,94,70,0,N
MERCHANTS BK NA,MERCHANTS FNCL GROUP,388,779351,"WINONA, MN",NAT,2516,2516,100,94,26,0,N
OLD PLANK TRAIL CMNTY BK NA,WINTRUST FC,389,3404207,"NEW LENOX, IL",NAT,2504,2504,100,94,14,0,N
PCB BK,PCB BC,390,3212402,"LOS ANGELES, CA",SNM,2500,2500,100,94,15,0,N
AMERICAN FNB,AFNB HOLD,391,2694681,"HOUSTON, TX",NAT,2498,2498,100,94,19,0,N
CB&S BK,CBS BANC CORP,392,594433,"RUSSELLVILLE, AL",SNM,2488,2488,100,94,53,0,N
ARMSTRONG BK,IRONHORSE FNCL GRP,393,470452,"MUSKOGEE, OK",SNM,2483,2483,100,94,28,0,N
BANK INDEP,BANCINDEPENDENT,394,539032,"SHEFFIELD, AL",SMB,2483,2483,100,94,30,0,N
PEOPLES BK,PEOPLES BC,395,455972,"BELLINGHAM, WA",SNM,2477,2477,100,94,21,0,N
UNITY BK,UNITY BC,396,1890525,"CLINTON, NJ",SNM,2465,2465,100,94,19,0,N
CENTRAL VALLEY CMNTY BK,CENTRAL VALLEY CMNTY BC,397,703767,"FRESNO, CA",SNM,2464,2464,100,94,19,0,N
NORTHWEST BK,NORTHWEST FC,398,1387605,"SPENCER, IA",SNM,2461,2461,100,94,17,0,N
LAKESIDE BK,LAKESIDE BC,399,201834,"CHICAGO, IL",SNM,2446,2446,100,94,9,0,N
ORANGE B&TC,ORANGE COUNTY BC,400,176101,"MIDDLETOWN, NY",SMB,2445,2445,100,94,14,0,N
FIDELITY DEPOSIT & DISCOUNT,FIDELITY D&D BC INC,401,1007819,"DUNMORE, PA",SNM,2443,2443,100,94,20,0,N
KS STATEBANK,MANHATTAN BC,402,160959,"MANHATTAN, KS",SNM,2437,2437,100,94,5,0,N
BRAVERA BK,BRAVERA HOLDS CORP,403,971959,"DICKINSON, ND",SNM,2429,2429,100,94,23,0,N
COMMUNITY BK OF THE CHESAPEA,COMMUNITY FC,404,697978,"WALDORF, MD",SNM,2427,2427,100,94,11,0,N
CITIZENS & FARMERS BK,C&F FC,405,928421,"WEST POINT, VA",SNM,2420,2420,100,94,30,0,N
CITIZENS & NORTHERN BK,CITIZENS & NORTHERN CORP,406,895710,"WELLSBORO, PA",SNM,2415,2415,100,94,28,0,N
CHOICEONE BK,CHOICEONE FS,407,324340,"SPARTA, MI",SMB,2406,2406,100,94,30,0,N
SOUTHERN BANCORP BK,SOUTHERN BC,408,852544,"ARKADELPHIA, AR",SMB,2404,2404,100,94,52,0,N
ACNB BK,ACNB CORP,409,5210,"GETTYSBURG, PA",SNM,2392,2392,100,94,25,0,N
EMPRISE BK,EMPRISE FC,410,65858,"WICHITA, KS",SNM,2389,2389,100,94,31,0,N
LIBERTYVILLE B&TC NA,WINTRUST FC,411,2339795,"LIBERTYVILLE, IL",NAT,2387,2387,100,94,7,0,N
AMERICAN BK NA,AMERICAN BK HOLDING CORP,412,807955,"CORPUS CHRISTI, TX",NAT,2378,2378,100,94,17,0,N
FIRST NB,FIRST PARAGOULD BSHRS,413,42448,"PARAGOULD, AR",NAT,2377,2377,100,94,22,0,N
BRYANT BK,,414,3356191,"TUSCALOOSA, AL",SNM,2375,2375,100,94,19,0,N
JOHN MARSHALL BK,JOHN MARSHALL BC,415,3419416,"RESTON, VA",SMB,2348,2348,100,94,7,0,N
INTERAUDI BK,,416,538802,"NEW YORK, NY",SNM,2345,2345,100,94,1,0,Y
FVCBANK,FVCBANKCORP,417,3614976,"FAIRFAX, VA",SMB,2343,2343,100,94,8,0,N
FIRST CITIZENS CMNTY BK,CITIZENS FNCL SVC,418,978118,"MANSFIELD, PA",SMB,2332,2332,100,94,33,0,N
CORNERSTONE BK,FIRST YORK BC,419,403151,"YORK, NE",SMB,2329,2329,100,94,46,0,N
UNITED BK IA,IDA GROVE BSHRS,420,738040,"IDA GROVE, IA",SNM,2317,2317,100,94,35,0,N
FIRST CITIZENS NB,FIRST CITIZENS BSHRS,421,133850,"DYERSBURG, TN",NAT,2316,2316,100,94,24,0,N
BANK OF SOUTHERN CA NA,SOUTHERN CA BC,422,3076453,"SAN DIEGO, CA",NAT,2294,2294,100,94,12,0,N
UNITED BK,UNITED BC,423,37435,"ZEBULON, GA",SNM,2282,2282,100,94,17,0,N
STATE BK OF SOUTHERN UT,SOUTHERN UT BC,424,656470,"CEDAR CITY, UT",SNM,2272,2272,100,94,15,0,N
TRADITION CAP BK,TRADITION BSHRS,425,3344321,"WAYZATA, MN",SNM,2261,2261,100,94,3,0,N
HABIB AMER BK,MAHAM BETEILIGUNGSGESELLSCHAFT,426,245016,"NEW YORK, NY",SNM,2257,2208,98,94,5,0,Y
CEDAR RAPIDS B&TC,QCR HOLDS,427,3029589,"CEDAR RAPIDS, IA",SMB,2241,2241,100,94,7,0,N
FIRST CAROLINA BK,FIRST CAROLINA FS,428,2963266,"ROCKY MOUNT, NC",SNM,2235,2235,100,94,8,0,N
FIRST SAVINGS BK,FIRST SVG FNCL GR,429,785473,"JEFFERSONVILLE, IN",SMB,2235,2235,100,94,15,0,N
ST CHARLES B&TC NA,WINTRUST FC,430,428547,"SAINT CHARLES, IL",NAT,2231,2231,100,94,7,0,N
MERIDIAN BK,MERIDIAN CORP,431,3271799,"MALVERN, PA",SNM,2230,2230,100,94,6,0,N
FIRST NB OF FORT SMITH,FIRST BK CORP,432,397540,"FORT SMITH, AR",NAT,2222,2222,100,94,26,0,N
WEST TX NB,FIRST WEST TX BSHRS,433,237066,"MIDLAND, TX",NAT,2221,2221,100,94,10,0,N
COMMERCIAL BK OF CALIFORNIA,CBC BC,434,3189063,"IRVINE, CA",SNM,2198,2198,100,94,5,0,N
PEOPLES BK A CODORUS VALLEY,CODORUS VALLEY BC,435,556815,"YORK, PA",SNM,2196,2196,100,94,29,0,N
CAPITAL BANK NA,CAPITAL BC,436,2808602,"ROCKVILLE, MD",NAT,2192,2192,100,94,5,0,N
TRADITIONAL BK,TRADITIONAL BC,437,786210,"MOUNT STERLING, KY",SNM,2190,2190,100,94,17,0,N
EXTRACO BKS NA,EXTRACO CORP,438,537560,"TEMPLE, TX",NAT,2171,2171,100,94,14,0,N
OPEN BK,OP BC,439,3357219,"LOS ANGELES, CA",SNM,2170,2170,100,94,9,0,N
BEVERLY B&TC NA,WINTRUST FC,440,3216017,"CHICAGO, IL",NAT,2168,2168,100,94,7,0,N
AVIDBANK,AVIDBANK HOLD,441,3214059,"SAN JOSE, CA",SNM,2165,2165,100,94,0,0,N
US CENTURY BK,USCB FNCL HOLDS,442,3146150,"MIAMI, FL",SNM,2164,2164,100,94,9,0,Y
FIRST BK CHICAGO,FIRST BK CHICAGO CORP,443,804338,"HIGHLAND PARK, IL",SNM,2157,2157,100,94,2,0,N
SUNRISE BKS NA,DBA SUNRISE BKS,444,860053,"SAINT PAUL, MN",NAT,2155,2155,100,94,3,0,N
GUARANTY BK,QCR HOLDS,445,3804535,"SPRINGFIELD, MO",SMB,2150,2150,100,94,13,0,N
FIRST FED BK,FIRST NORTHWEST BC,446,403179,"PORT ANGELES, WA",SNM,2149,2149,100,94,11,0,N
COUNTRY CLUB BK,CCB FNCL CORP,447,625654,"KANSAS CITY, MO",SMB,2141,2141,100,94,25,0,N
FIRSTCAPITAL BK OF TX NA,FIRST BSHRS OF TX,448,2746263,"MIDLAND, TX",NAT,2140,2140,100,94,16,0,N
FCB BKS,FIRST CO BANCORP,449,1459717,"COLLINSVILLE, IL",SNM,2138,2138,100,94,18,0,N
SOUTHERN ST BK,SOUTHERN ST BSHRS,450,3629420,"ANNISTON, AL",SNM,2137,2137,100,94,12,0,N
EVANS BK NA,EVANS BC,451,292908,"ANGOLA, NY",NAT,2135,2135,100,94,17,0,N
FIRST UNITED BK,PLAINS BC,452,578255,"DIMMITT, TX",SNM,2133,2133,100,94,17,0,N
STATE BK OF TX,SBT BSHRS,453,1157415,"DALLAS, TX",SNM,2133,2133,100,94,6,0,N
TEXASBANK,TEXAS BANC FNCL CORP,454,232856,"BROWNWOOD, TX",SNM,2130,2130,100,94,14,0,N
MONTECITO B&T,MONTECITO BC,455,514066,"SANTA BARBARA, CA",SNM,2112,2112,100,94,14,0,N
DUBUQUE B&TC,HEARTLAND FNCL USA,456,642549,"DUBUQUE, IA",SNM,2111,2111,100,94,8,0,N
TEXAS FIRST BK,TEXAS INDEPENDENT BSHRS,457,473266,"TEXAS CITY, TX",SMB,2106,2106,100,94,26,0,N
WAYNE BK,NORWOOD FNCL,458,59316,"HONESDALE, PA",SNM,2106,2106,100,94,28,0,N
OAKSTAR BK,OAKSTAR BSHRS,459,3374412,"SPRINGFIELD, MO",SMB,2102,2102,100,94,16,0,N
PEOPLES BK,FINWARD BC,460,568470,"MUNSTER, IN",SNM,2094,2094,100,94,28,0,N
MARQUETTE BK,MARQUETTE NAT CORP,461,716833,"CHICAGO, IL",SMB,2078,2078,100,94,20,0,N
TEXAS PTNRS BK,SOUTHWEST BSHRS,462,3548567,"SAN ANTONIO, TX",SNM,2077,2077,100,94,9,0,N
HANOVER COMM BK,HANOVER BC,463,3793714,"GARDEN CITY PARK, NY",SNM,2071,2071,100,94,7,0,N
GATEWAY FIRST BK,GATEWAY FIRST BC,464,3851427,"JENKS, OK",SNM,2067,2067,100,94,8,0,N
LUANA SVG BK,LUANA BC,465,674849,"LUANA, IA",SNM,2063,2063,100,94,5,0,N
CALIFORNIA BK OF CMRC,CALIFORNIA BC,466,3614958,"WALNUT CREEK, CA",SNM,2060,2060,100,94,1,0,N
MAINSTREET BK,MAINSTREET BSHRS,467,3248849,"FAIRFAX, VA",SMB,2053,2053,100,94,5,0,N
PINNACLE BK,PINNACLE FC,468,366238,"ELBERTON, GA",SNM,2052,2052,100,94,24,0,N
CASHMERE VALLEY BK,,469,574976,"CASHMERE, WA",SNM,2050,2050,100,94,11,0,N
NEXTIER BK NA,NEXTIER,470,18827,"KITTANNING, PA",NAT,2049,2049,100,95,27,0,N
FIRST WESTERN B&TC,WESTBRAND,471,687951,"MINOT, ND",SMB,2039,2039,100,95,16,0,N
SOMERSET TC,SOMERSET TR HC,472,212522,"SOMERSET, PA",SNM,2037,2037,100,95,42,0,N
ISABELLA BK,ISABELLA BK CORP,473,74140,"MOUNT PLEASANT, MI",SMB,2035,2035,100,95,29,0,N
TEXAS CMNTY BK,VISION BSHRS,474,528960,"LAREDO, TX",SMB,2029,2029,100,95,9,0,N
COASTAL STS BK,COASTALSOUTH BSHRS,475,3274709,"HILTON HEAD ISLAND, SC",SNM,2021,2021,100,95,9,0,N
CENTRAL BK,CENTRAL BC,476,622774,"PROVO, UT",SNM,2014,2014,100,95,10,0,N
PCSB BK,BROOKLINE BC,477,24006,"YORKTOWN HEIGHTS, NY",SMB,2005,2005,100,95,14,0,N
