Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
MAINSTREET BK,MAINSTREET BSHRS,477,3248849,"FAIRFAX, VA",SMB,2019,2019,100,94,5,0,N
LUANA SVG BK,LUANA BC,478,674849,"LUANA, IA",SNM,2018,2018,100,94,5,0,N
PLANTERS B&TC,PLANTERS HOLDING COMPANY,479,972648,"INDIANOLA, MS",SNM,2014,2014,100,94,19,0,N
BANK IA,BANK IA CORP,480,187947,"WEST DES MOINES, IA",SMB,2010,2010,100,94,26,0,N
AMERICAN NB&TC,AMERIBANCSHARES,481,498362,"WICHITA FALLS, TX",NAT,2008,2008,100,94,10,0,N
CASHMERE VALLEY BK,,482,574976,"CASHMERE, WA",SNM,1999,1999,100,94,10,0,N
COASTAL STS BK,COASTALSOUTH BSHRS,483,3274709,"HILTON HEAD ISLAND, SC",SMB,1996,1996,100,95,9,0,N
VISTA BK,VISTA BSHRS,484,645465,"DALLAS, TX",SMB,1989,1989,100,95,18,0,N
TRI CITY NB,TRI CITY BSHRS CORP,485,242444,"OAK CREEK, WI",NAT,1988,1988,100,95,27,0,N
CFBANK NA,CF BSHRS,486,767974,"COLUMBUS, OH",NAT,1985,1985,100,95,7,0,N
PARKE BK,PARKE BC,487,2764212,"SEWELL, NJ",SNM,1983,1983,100,95,6,0,N
CALIFORNIA BK OF CMRC,CALIFORNIA BC,488,3614958,"WALNUT CREEK, CA",SNM,1981,1981,100,95,1,0,N
PCSB BK,BROOKLINE BC,489,24006,"YORKTOWN HEIGHTS, NY",SMB,1979,1979,100,95,14,0,N
LCNB NB,LCNB CORP,490,785923,"LEBANON, OH",NAT,1978,1978,100,95,28,0,N
FIVE POINTS BK,HOMETOWN BC,491,554857,"GRAND ISLAND, NE",SMB,1970,1970,100,95,15,0,N
BANK OF CMRC,,492,324863,"IDAHO FALLS, ID",SNM,1969,1969,100,95,14,0,N
STATE BK OF THE LAKES NA,WINTRUST FC,493,595430,"ANTIOCH, IL",NAT,1967,1967,100,95,8,0,N
TEXAS CMNTY BK,VISION BSHRS,494,528960,"LAREDO, TX",SMB,1948,1948,100,95,9,0,N
CENTRAL BK,CENTRAL BC,495,622774,"PROVO, UT",SNM,1947,1947,100,95,11,0,N
COMMUNITY NB,MIDLAND BSHRS,496,293053,"MIDLAND, TX",NAT,1945,1945,100,95,10,0,N
PIEDMONT BK,PIEDMONT BC,497,3489035,"PEACHTREE CORNERS, GA",SNM,1926,1926,100,95,13,0,N
FALCON INTL BK,FALCON BSHRS,498,564557,"LAREDO, TX",SNM,1916,1916,100,95,17,0,N
BANK OF PRINCETON,PRINCETON BC,499,3595271,"PRINCETON, NJ",SNM,1913,1913,100,95,24,0,N
QUEENSBOROUGH NB&TC,QUEENSBOROUGH CO,500,960935,"LOUISVILLE, GA",NAT,1911,1911,100,95,23,0,N
COMMERCIAL BK,UNIFIED SHARES LLC,501,497039,"HARROGATE, TN",SMB,1907,1907,100,95,58,0,N
EPHRATA NB,HIBSHMAN TR FOR EPHRATA NB STK,502,425911,"EPHRATA, PA",NAT,1906,1906,100,95,13,0,N
FIRST UNITED B&TR,FIRST UNITED CORP,503,61122,"OAKLAND, MD",SNM,1905,1905,100,95,25,0,N
FIRST NORTHERN BK,FIRST NORTHERN CMNTY BC,504,783161,"DIXON, CA",SNM,1902,1902,100,95,13,0,N
INCREDIBLEBANK,RIVER VALLEY BC,505,163549,"WAUSAU, WI",SNM,1901,1901,100,95,15,0,N
WHITAKER BK,WHITAKER BC,506,1445943,"LEXINGTON, KY",SMB,1898,1898,100,95,43,0,N
DUBUQUE B&TC,HEARTLAND FNCL USA,507,642549,"DUBUQUE, IA",SNM,1882,1882,100,95,9,0,N
SHINHAN BK AMER,,508,1494914,"NEW YORK, NY",SNM,1880,1880,100,95,15,0,N
LYONS NB,LYONS BC,509,323204,"LYONS, NY",NAT,1873,1873,100,95,15,0,N
HAWTHORN BK,HAWTHORN BSHRS,510,508346,"JEFFERSON CITY, MO",SNM,1871,1871,100,95,19,0,N
FIRST ST BK,BRISCOE RANCH,511,273662,"UVALDE, TX",SNM,1867,1867,100,95,7,0,N
FIRST FARMERS & MRCH B,FIRST FARMERS & MRCH CORP,512,150035,"COLUMBIA, TN",SMB,1867,1867,100,95,21,0,N
COMMONWEALTH BUS BK,CBB BC,513,3337097,"LOS ANGELES, CA",SMB,1859,1859,100,95,10,0,N
LINCOLN SVGS BK,LINCOLN BC,514,589943,"REINBECK, IA",SNM,1852,1852,100,95,16,0,N
BANK FIVE NINE,OCONOMOWOC BSHRS,515,806846,"OCONOMOWOC, WI",SNM,1850,1850,100,95,15,0,N
OAK VALLEY CMNTY BK,OAK VALLEY BC,516,1864197,"OAKDALE, CA",SMB,1835,1835,100,95,17,0,N
HEARTLAND BK,HEARTLAND BC,517,853112,"WHITEHALL, OH",SMB,1834,1834,100,95,22,0,N
SECURITY ST B&TC,SECURITY HC,518,247355,"FREDERICKSBURG, TX",SNM,1832,1832,100,95,21,0,N
BLACKHAWK B&T,BLACKHAWK BC,519,890742,"MILAN, IL",SNM,1832,1832,100,95,17,0,N
CITIZENS CMNTY FED NA,CITIZENS CMNTY BC,520,962890,"ALTOONA, WI",NAT,1829,1829,100,95,22,0,N
FARMERS & MERCHANTS TR CO OF,FRANKLIN FNCL SVC CORP,521,289515,"CHAMBERSBURG, PA",SNM,1827,1827,100,95,24,0,N
CONWAY NB,CNB CORP,522,631422,"CONWAY, SC",NAT,1824,1824,100,95,15,0,N
STARION BK,STARION BC,523,2009605,"BISMARCK, ND",SNM,1823,1823,100,95,15,0,N
FIRST NB IN SIOUX FALLS,MINNEHAHA BSHRS,524,326858,"SIOUX FALLS, SD",NAT,1819,1819,100,95,17,0,N
SIGNATURE BK,SIGNATURE BC,525,3437483,"ROSEMONT, IL",SNM,1816,1816,100,95,2,0,N
FNCB BK,FNCB BC,526,239613,"DUNMORE, PA",SNM,1811,1811,100,95,15,0,N
FIDELITY B&T,FIDELITY CO,527,939249,"DUBUQUE, IA",SNM,1809,1809,100,95,31,0,N
BANK OF TN,BANCTENN CORP,528,340135,"KINGSPORT, TN",SNM,1808,1808,100,95,20,0,N
BANK OF CLARKE,EAGLE FNCL SVC,529,753324,"BERRYVILLE, VA",SMB,1801,1801,100,95,13,0,N
BUILTWELL BK,BUILTWELL BC,530,234739,"CHATTANOOGA, TN",SNM,1797,1797,100,95,31,0,N
FIRST CMNTY BK,FIRST CMNTY CORP,531,2328137,"LEXINGTON, SC",SNM,1796,1796,100,95,21,0,N
MIDDLEFIELD BKG CO,MIDDLEFIELD BC,532,177920,"MIDDLEFIELD, OH",SNM,1790,1790,100,95,21,0,N
FARMERS & MERCHANTS BK,FARMERS & MERCHANTS BSHRS,533,677644,"STUTTGART, AR",SMB,1789,1789,100,95,22,0,N
BENEFICIAL ST BK,BENEFICIAL ST FOUND,534,3608751,"OAKLAND, CA",SNM,1789,1789,100,95,7,0,N
ANDERSON BROS BK,ANDERSON BSHRS,535,6329,"MULLINS, SC",SNM,1776,1776,100,95,24,0,N
FIRST AMER BK,FIRST ARTESIA BSHRS,536,771458,"ARTESIA, NM",SNM,1776,1776,100,95,20,0,N
SANTA CRUZ CTY BK,WEST COAST CMNTY BC,537,3235410,"SANTA CRUZ, CA",SNM,1773,1773,100,95,6,0,N
SECURITY FIRST BK,STOCKMENS FC,538,276850,"LINCOLN, NE",SNM,1773,1773,100,95,30,0,N
BANK7,BANK7 CORP,539,18854,"OKLAHOMA CITY, OK",SMB,1771,1771,100,95,11,0,N
SOUTH CENT BK,SOUTH CENTRAL BSHRS OF KY,540,473042,"GLASGOW, KY",SNM,1750,1750,100,95,24,0,N
FIRSTBANK SW,FIRSTPERRYTON BC,541,840363,"AMARILLO, TX",SNM,1744,1744,100,95,10,0,N
STATE BK,FENTURA FNCL,542,602048,"FENTON, MI",SNM,1744,1744,100,95,19,0,N
CITIZENS NB,FIRST CITIZENS BSHRS,543,552161,"WAXAHACHIE, TX",NAT,1738,1738,100,95,11,0,N
MABREY BK,MABREY BC,544,139553,"BIXBY, OK",SMB,1733,1733,100,95,14,0,N
NORTH DALLAS B&TC,,545,490450,"DALLAS, TX",SNM,1729,1729,100,95,5,0,N
MOUNTAIN CMRC BK,MOUNTAIN CMRC BC,546,1016231,"KNOXVILLE, TN",SNM,1720,1720,100,95,5,0,N
FIRST ST BK,RED RIVER BC,547,435750,"GAINESVILLE, TX",SMB,1720,1720,100,95,11,0,N
CRYSTAL LAKE B&TC NA,WINTRUST FC,548,2624400,"CRYSTAL LAKE, IL",NAT,1718,1718,100,95,5,0,N
F&M BK,F&M FC,549,741330,"CLARKSVILLE, TN",SNM,1707,1707,100,95,20,0,N
FIRST CITIZENS BK,FIRST CITIZENS FNCL CORP,550,186744,"MASON CITY, IA",SMB,1699,1699,100,95,7,0,N
PEOPLES NB,MARKET STREET BSHRS,551,375043,"MOUNT VERNON, IL",NAT,1694,1694,100,95,21,0,N
PLANTERS BK,PLANTERS FNCL GRP,552,2497181,"HOPKINSVILLE, KY",SNM,1691,1691,100,95,12,0,N
MOODY NB,MOODY BSHRS,553,253356,"GALVESTON, TX",NAT,1686,1686,100,95,14,0,N
COGENT BK,COGENT BC,554,2847142,"ORLANDO, FL",SNM,1680,1680,100,95,7,0,N
EMBASSY BK FOR THE LEHIGH VA,EMBASSY BC,555,3068579,"BETHLEHEM, PA",SNM,1676,1676,100,95,9,0,N
CITIZENS NB,CNB BSHRS,556,717737,"SEVIERVILLE, TN",NAT,1673,1673,100,95,23,0,N
QNB BK,QNB CORP,557,852713,"QUAKERTOWN, PA",SNM,1671,1671,100,95,11,0,N
FIRST NB,CAPITOL BC,558,355858,"FORT PIERRE, SD",NAT,1670,1670,100,95,15,0,N
CITIZENS NB OF MERIDIAN,CITIZENS NAT BANC CORP,559,69333,"MERIDIAN, MS",NAT,1662,1662,100,95,26,0,N
WATERFORD BK NA,WATERFORD BC,560,3588424,"TOLEDO, OH",NAT,1659,1659,100,95,3,0,N
FIELDPOINT PRIV B&TC,FIELDPOINT PRIV HOLDS,561,3664588,"GREENWICH, CT",SMB,1656,1656,100,95,3,0,N
GOLDEN BK NA,,562,536059,"HOUSTON, TX",NAT,1652,1652,100,95,8,0,N
AMERICAN B&T,LEACKCO BHC,563,275358,"SIOUX FALLS, SD",SNM,1648,1648,100,95,18,0,N
SOUTHPOINT BK,SOUTHPOINT BSHRS,564,3386536,"BIRMINGHAM, AL",SNM,1643,1643,100,95,10,0,N
BANKWEST,SOUTH DAKOTA BSHRS,565,540551,"PIERRE, SD",SNM,1640,1640,100,95,19,0,N
CNB B&T NA,CNB BK SHARES,566,613343,"CARLINVILLE, IL",NAT,1637,1637,100,95,17,0,N
KITSAP BK,OLYMPIC BC,567,584377,"PORT ORCHARD, WA",SNM,1634,1634,100,95,15,0,N
LEGACY BK & TR CO,CENTURY BSHRS,568,397755,"MOUNTAIN GROVE, MO",SMB,1633,1633,100,95,6,0,N
ONE FL BK,OFB BSHRS,569,3807880,"ORLANDO, FL",SNM,1617,1617,100,95,5,0,N
ADIRONDACK TC,ADIRONDACK TC ESOT,570,645317,"SARATOGA SPRINGS, NY",SMB,1612,1612,100,95,13,0,N
MISSION BK,MISSION BC,571,2736714,"BAKERSFIELD, CA",SMB,1611,1611,100,95,7,0,N
GREAT PLAINS NB,GREAT PLAINS BSHRS,572,2482824,"ELK CITY, OK",NAT,1611,1611,100,95,21,0,N
GA BKG CO,GEORGIA BKG CO,573,3016347,"ATLANTA, GA",SNM,1608,1608,100,95,5,0,N
PEOPLES BK,PEOPLES BC OF NC,574,220527,"NEWTON, NC",SNM,1607,1607,100,95,17,0,N
FIRST FINANCIAL BK,FIRST FINANCIAL BANC CORP,575,48374,"EL DORADO, AR",SMB,1606,1606,100,95,17,0,N
CORTRUST BK NA,HOPKINS FC,576,61355,"MITCHELL, SD",NAT,1606,1606,100,95,36,0,N
HERITAGE BK INC,COMMONWEALTH HOLDINGS LLC,577,1469677,"ERLANGER, KY",SNM,1595,1595,100,95,18,0,N
PROVIDENCE B&TC,PROVIDENCE FC,578,3280625,"SOUTH HOLLAND, IL",SNM,1593,1593,100,95,14,0,N
NATIONAL BK OF BLACKSBURG,NATIONAL BSHRS,579,754929,"BLACKSBURG, VA",NAT,1589,1589,100,95,23,0,N
RIVERVIEW BK,RIVERVIEW BC,580,921178,"VANCOUVER, WA",SNM,1582,1582,100,95,17,0,N
CASS CMRL BK,CASS INFO SYS,581,177751,"DES PERES, MO",SMB,1581,1581,100,95,2,0,N
THOMASVILLE NB,THOMASVILLE BSHRS,582,2344753,"THOMASVILLE, GA",NAT,1576,1576,100,95,2,0,N
PLUMAS BK,PLUMAS BC,583,670467,"QUINCY, CA",SMB,1573,1573,100,95,15,0,N
JERSEY SHORE ST BK,PENNS WOODS BC,584,732918,"WILLIAMSPORT, PA",SNM,1567,1567,100,95,15,0,N
CITIZENS NB NA,CITIZENS NAT BSHRS OF BOSSIER,585,594853,"BOSSIER CITY, LA",NAT,1564,1564,100,95,14,0,N
VIRGINIA NB,VIRGINIA NAT BSHRS CORP,586,2708122,"CHARLOTTESVILLE, VA",NAT,1562,1562,100,95,14,0,N
FIRST NB CENTRAL TX,2013 MONTE HULSE FAM IRR TR I,587,369659,"WACO, TX",NAT,1554,1554,100,95,4,0,N
LANDMARK NB,LANDMARK BC INC,588,481177,"MANHATTAN, KS",NAT,1553,1553,100,95,31,0,N
SOUTH ATLANTIC BK,SOUTH ATLANTIC BSHRS,589,3637247,"MYRTLE BEACH, SC",SNM,1548,1548,100,95,11,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,590,5050028,"OKLAHOMA CITY, OK",SNM,1545,1545,100,95,40,0,N
AVAILA BK,CARROLL CTY BSHRS,591,859141,"CARROLL, IA",SNM,1544,1544,100,95,13,0,N
FIRST NAT B&TC,CENTRE 1 BC,592,207845,"BELOIT, WI",NAT,1543,1543,100,95,16,0,N
FARMERS ST BK,FSB FS,593,840747,"WATERLOO, IA",SNM,1534,1534,100,95,7,0,N
BANK OF SPRINGFIELD,SPRING BC,594,248240,"SPRINGFIELD, IL",SNM,1525,1525,100,95,15,0,N
FIRST FNCL NW BK,FIRST FNCL NW,595,768074,"RENTON, WA",SNM,1525,1525,100,95,14,0,N
EVERGREEN BK GRP,BANCORP FNCL,596,2834759,"OAK BROOK, IL",SNM,1524,1524,100,95,2,0,N
FORCHT BK NA,FORCHT BC INC,597,3141726,"LEXINGTON, KY",NAT,1524,1524,100,95,22,0,N
ONE BK OF TN,BPC CORP,598,99536,"COOKEVILLE, TN",SNM,1523,1523,100,95,18,0,N
FIRST ST BK,TRI-COUNTY FNCL GRP,599,887340,"MENDOTA, IL",SNM,1520,1520,100,95,18,0,N
CITIZENS BK,CITIZENS BC INV,600,63733,"LAFAYETTE, TN",SNM,1507,1507,100,95,21,0,N
BANKFINANCIAL NA,BANKFINANCIAL CORP,601,454676,"OLYMPIA FIELDS, IL",NAT,1497,1497,100,95,17,0,N
CORNERSTONE BK,CORNERSTONE HC,602,879457,"FARGO, ND",SNM,1492,1492,100,95,11,0,N
HORICON BK,SWORD FC,603,528849,"HORICON, WI",SNM,1489,1489,100,95,22,0,N
TROY B&TC,TRUST NO 3 UNDER THE WILL OF,604,134437,"TROY, AL",SNM,1484,1484,100,95,13,0,N
EVOLVE B&TC,EVOLVE BC,605,592448,"WEST MEMPHIS, AR",SMB,1478,1478,100,95,5,0,N
SECURITY NB OF OMAHA,SECURITY NAT CORP,606,844053,"OMAHA, NE",NAT,1477,1477,100,95,12,0,N
CRESCENT BK,CB&T HC,607,1885932,"NEW ORLEANS, LA",SNM,1474,1474,100,96,2,0,N
BLACKHAWK BK,FIRST MID BSHRS,608,27548,"BELOIT, WI",SNM,1474,1474,100,96,9,0,N
KISH BK,KISH BC,609,600419,"BELLEVILLE, PA",SNM,1473,1473,100,96,16,0,N
AMERICAN BK CMRC,AMERICO BSHRS,610,215662,"WOLFFORTH, TX",SNM,1472,1472,100,96,17,0,N
WAUKESHA ST BK,BANK ST CAP CORP,611,290249,"WAUKESHA, WI",SNM,1470,1470,100,96,13,0,N
DOGWOOD ST BK,,612,3047659,"RALEIGH, NC",SNM,1468,1468,100,96,6,0,N
AMERICAN HERITAGE BK,AMERICAN BC,613,311050,"SAPULPA, OK",SMB,1468,1468,100,96,22,0,N
CITIZENS ALLI BK,FORSTROM BC,614,279954,"CLARA CITY, MN",SNM,1467,1467,100,96,14,0,N
BANKERS BK,BANKERS BC,615,408642,"MADISON, WI",SMB,1461,1461,100,96,0,0,N
ESQUIRE BK NA,ESQUIRE FNCL HOLDS,616,3447820,"JERICHO, NY",NAT,1459,1459,100,96,1,0,N
PARK BK,PARK BC,617,403946,"MADISON, WI",SNM,1457,1457,100,96,8,0,N
AMERICAN CMRL B&TC NA,FIRST OTTAWA BSHRS,618,856243,"OTTAWA, IL",NAT,1456,1456,100,96,10,0,N
OAKWORTH CAP BK,OAKWORTH CAP,619,3720608,"BIRMINGHAM, AL",SNM,1449,1449,100,96,2,0,N
OLD POINT NB OF PHOEBUS,OLD POINT FC,620,186221,"HAMPTON, VA",NAT,1439,1439,100,96,13,0,N
PEOPLES ST BK,PSB HOLDS,621,340144,"WAUSAU, WI",SNM,1437,1437,100,96,10,0,N
CECILIAN BK,PINE KNOB HOLDS LLC,622,982142,"CECILIA, KY",SNM,1436,1436,100,96,18,0,N
PACIFIC COAST BKR BK,PACIFIC COAST BKR BSHRS,623,2451240,"WALNUT CREEK, CA",SMB,1435,1435,100,96,0,0,N
NORTHWEST BK,GWY LLC,624,3678857,"BOISE, ID",SNM,1432,1432,100,96,4,0,N
FIRST NB,WICHITA FALLS BSHRS,625,375566,"WICHITA FALLS, TX",NAT,1431,1431,100,96,6,0,N
FIRST CMRC BK,FIRST CMRC BC,626,3404373,"LAKEWOOD, NJ",SNM,1429,1429,100,96,7,0,N
SOUTHERN MI B&TC,SOUTHERN MI BC,627,822042,"COLDWATER, MI",SNM,1425,1425,100,96,18,0,N
FIRST BK RICHMOND,RICHMOND MUT BC,628,419675,"RICHMOND, IN",SNM,1417,1417,100,96,12,0,N
SECURITY FED BK,SECURITY FED CORP,629,763677,"AIKEN, SC",SNM,1415,1415,100,96,19,0,N
INDEPENDENT BK,INDEPENDENT HOLDINGS,630,2666400,"MEMPHIS, TN",SNM,1414,1414,100,96,8,0,N
CITIZENS BK,CITIZENS HC,631,29636,"PHILADELPHIA, MS",SNM,1413,1413,100,96,26,0,N
ADAMS B&TC,ADAGE LLC,632,463650,"OGALLALA, NE",SMB,1412,1412,100,96,20,0,N
ALMA BK,,633,3633173,"ASTORIA, NY",SNM,1410,1410,100,96,9,0,N
OMB BK,JAMESMARK BSHRS,634,2785646,"SPRINGFIELD, MO",SMB,1410,1410,100,96,7,0,N
MORRIS BK,MORRIS ST BSHRS,635,423739,"DUBLIN, GA",SNM,1406,1406,100,96,9,0,N
CREDIT ONE BK NA,,636,639567,"LAS VEGAS, NV",NAT,1404,1404,100,96,0,0,N
FIRST AMER B&TC,ONE AMER CORP,637,101037,"VACHERIE, LA",SNM,1403,1403,100,96,24,0,N
COMMUNITY BK,CB FNCL SERV INC,638,371924,"CARMICHAELS, PA",SNM,1397,1397,100,96,12,0,N
COMMUNITY ST BK,QCR HOLDS,639,790543,"ANKENY, IA",SMB,1397,1397,100,96,8,0,N
UNION BK,UNION BSHRS,640,333203,"MORRISVILLE, VT",SNM,1395,1395,100,96,17,0,N
PATHFINDER BK,PATHFINDER BC,641,729310,"OSWEGO, NY",SNM,1393,1393,100,96,10,0,N
CITIZENS BK,CITIZENS BSHRS,642,856748,"BATESVILLE, AR",SMB,1390,1390,100,96,16,0,N
BANK OF NEW ENGLAND,,643,113601,"SALEM, NH",SNM,1388,1388,100,96,8,0,N
VINTON CTY NB,COMMUNITY BSHRS,644,754826,"MC ARTHUR, OH",NAT,1384,1384,100,96,15,0,N
REGENT BK,REGENT CAP CORP,645,309655,"TULSA, OK",SNM,1384,1384,100,96,6,0,N
CHESAPEAKE BK,CHESAPEAKE FNCL SHARES,646,214722,"KILMARNOCK, VA",SMB,1378,1378,100,96,16,0,N
EXCHANGE BK,EXCHANGE CO,647,492650,"KEARNEY, NE",SNM,1374,1374,100,96,6,0,N
FIRST BK,FIRST NAT CORP,648,899428,"STRASBURG, VA",SMB,1366,1366,100,96,19,0,N
DBA TAB BANK,TAB BK HOLDS,649,2736219,"OGDEN, UT",SNM,1366,1366,100,96,0,0,N
STERLING BK,STERLING BSHRS,650,3284490,"POPLAR BLUFF, MO",SNM,1365,1365,100,96,13,0,N
COMMUNITY FNCL SVC BK,COMMUNITY FNCL SVC ESOP,651,698144,"BENTON, KY",SMB,1361,1361,100,96,7,0,N
MONTGOMERY BK,MONTGOMERY BC,652,613558,"SIKESTON, MO",SMB,1358,1358,100,96,11,0,N
CENTURY BK,CENTURY FS CORP,653,83375,"SANTA FE, NM",SNM,1356,1356,100,96,7,0,N
NORTHWAY BK,NORTHWAY FNCL,654,30502,"BERLIN, NH",SNM,1353,1353,100,96,16,0,N
NORTH ST BK,NORTH STATE BC,655,2915461,"RALEIGH, NC",SMB,1349,1349,100,96,6,0,N
AMERISERV FNCL BK,AMERISERV FNCL,656,928618,"JOHNSTOWN, PA",SMB,1349,1349,100,96,17,0,N
ALLIANCE BK,ALLIANCE BSHRS,657,176464,"SULPHUR SPRINGS, TX",SNM,1346,1346,100,96,13,0,N
COMMERCIAL BK OF TX NA,NACOGDOCHES CMRL BSHRS,658,885869,"NACOGDOCHES, TX",NAT,1340,1340,100,96,22,0,N
1ST SUMMIT BK,1ST SUMMIT BC OF JOHNSTOWN,659,526519,"JOHNSTOWN, PA",SNM,1337,1337,100,96,16,0,N
NODAWAY VALLEY BK,NODAWAY VALLEY BSHRS,660,770657,"MARYVILLE, MO",SNM,1336,1336,100,96,9,0,N
NATIONAL BK OF CMRC,NATCOM BSHRS,661,775456,"SUPERIOR, WI",NAT,1334,1334,100,96,9,0,N
MERCHANTS NB,MERCHANTS BC,662,701222,"HILLSBORO, OH",NAT,1327,1327,100,96,16,0,N
BANK OF TRAVELERS REST,TRAVELERS REST BSHRS,663,589523,"TRAVELERS REST, SC",SNM,1320,1320,100,96,9,0,N
BANK OF NY MELLON TC NA,BANK OF NY MELLON CORP,664,398668,"LOS ANGELES, CA",NAT,1319,1319,100,96,0,0,N
FIRST KEYSTONE CMNTY BK,FIRST KEYSTONE CORP,665,790918,"BERWICK, PA",SNM,1318,1318,100,96,18,0,N
STATE B&TC,SB FNCL GRP,666,614313,"DEFIANCE, OH",SMB,1317,1317,100,96,23,0,N
FORTIS BK,FORTIS BC,667,2515320,"DENVER, CO",SNM,1316,1316,100,96,3,0,N
DIETERICH BK,PRIME BANC CORP,668,771140,"EFFINGHAM, IL",SMB,1308,1308,100,96,13,0,N
FFB BK,FFB BC,669,3398623,"FRESNO, CA",SNM,1307,1307,100,96,0,0,N
AMERICAN ST BK,AMBANK CO,670,735441,"SIOUX CENTER, IA",SNM,1305,1305,100,96,9,0,N
SECURITY NB OF SIOUX CITY IA,SECURITY NAT CORP,671,418249,"SIOUX CITY, IA",NAT,1304,1304,100,96,7,0,N
FIRST NB OF PULASKI,FIRST PULASKI NAT CORP,672,972732,"PULASKI, TN",NAT,1301,1301,100,96,12,0,N
BANK OF UTICA,,673,254317,"UTICA, NY",SNM,1301,1301,100,96,0,0,N
PINNACLE BK WY,PINNACLE BC,674,561659,"CODY, WY",SNM,1299,1299,100,96,11,0,N
UNITED TX BK,UTB FHC,675,726953,"DALLAS, TX",SMB,1296,1296,100,96,1,0,N
OHIO VALLEY BK CO,OHIO VALLEY BC,676,498317,"GALLIPOLIS, OH",SMB,1296,1296,100,96,15,0,N
BANK MIDWEST,GOODENOW BC,677,45551,"SPIRIT LAKE, IA",SMB,1294,1294,100,96,10,0,N
CITIZENS TRI-CTY BK,SEQUATCHIE VALLEY BSHRS,678,162337,"DUNLAP, TN",SNM,1291,1291,100,96,22,0,N
SAVINGS BK OF MENDOCINO CTY,,679,146663,"UKIAH, CA",SNM,1290,1290,100,96,8,0,N
CHAMBERS BK,CHAMBERS BSHRS,680,517049,"DANVILLE, AR",SMB,1289,1289,100,96,22,0,N
APEX BK,APEX BC,681,51253,"CAMDEN, TN",SNM,1289,1289,100,96,19,0,N
CITIZENS B&TC,CITIZENS BKG CORP,682,701839,"FROSTPROOF, FL",SNM,1289,1289,100,96,16,0,N
INBANK,INBANKSHARES CORP,683,209858,"RATON, NM",SNM,1288,1288,100,96,16,0,N
RELYANCE BK,JEFFERSON BSHRS,684,49241,"WHITE HALL, AR",SMB,1283,1283,100,96,19,0,N
FARMERS & MERCHANTS BK,F&M BK CORP,685,713926,"TIMBERVILLE, VA",SMB,1280,1280,100,96,13,0,N
BANK OF BIRD-IN-HAND,,686,4536084,"BIRD IN HAND, PA",SNM,1276,1276,100,96,4,0,N
FRONTIER BK,FRONTIER MGMT LLC,687,33857,"OMAHA, NE",SNM,1274,1274,100,96,6,0,N
UNITED SCTY BK,UNITED SCTY BSHRS,688,1162017,"FRESNO, CA",SMB,1274,1274,100,96,12,0,N
ARMED FORCES BK NA,DICKINSON FC II,689,983457,"FORT LEAVENWORTH, KS",NAT,1271,1271,100,96,14,0,N
LONE STAR ST BK OF WEST TX,LONE STAR ST BSHRS,690,3607062,"LUBBOCK, TX",SMB,1270,1270,100,96,4,0,N
PEOPLES BK OF AL,ALTRUST FS,691,60330,"CULLMAN, AL",SNM,1270,1270,100,96,27,0,N
CENTRAL BK IL,CENTRAL BANC,692,931038,"GENESEO, IL",SNM,1269,1269,100,96,10,0,N
AMERICAN RIVIERA BK,AMERICAN RIVIERA BC,693,3388482,"SANTA BARBARA, CA",SNM,1268,1268,100,96,5,0,N
FIRST NB OF TN,,694,283737,"LIVINGSTON, TN",NAT,1268,1268,100,96,6,0,N
COREFIRST B&TC,COMMERCE B&T HC ESOP,695,361055,"TOPEKA, KS",SNM,1246,1246,100,96,12,0,N
LINKBANK,LINKBANCORP,696,557317,"CAMP HILL, PA",SNM,1245,1245,100,96,9,0,N
SABINE ST B&TC,SABINE BSHRS,697,125855,"MANY, LA",SNM,1245,1245,100,96,49,0,N
CITY NB,SULPHUR SPRINGS BSHRS,698,596062,"SULPHUR SPRINGS, TX",NAT,1245,1245,100,96,16,0,N
WEST GATE BK,WEST GATE BSHRS,699,207050,"LINCOLN, NE",SNM,1241,1241,100,96,10,0,N
CITY FIRST BK NA,CITY FIRST ENT,700,2697963,"WASHINGTON, DC",NAT,1241,1241,100,96,3,0,N
PEGASUS BK,BANCFIRST CORP,701,3465392,"DALLAS, TX",SNM,1240,1240,100,96,2,0,N
1ST FNCL BK USA,,702,526452,"DAKOTA DUNES, SD",SNM,1236,1236,100,96,1,0,N
COMMUNITY NAT B&T TX,COMMUNITY BK HOLD TX,703,738769,"CORSICANA, TX",NAT,1225,1225,100,96,12,0,N
NORTH AMER BKG CO,N A CORP,704,2631846,"ROSEVILLE, MN",SMB,1224,1224,100,96,5,0,N
CITIZENS ST BK,INDUSTRY BSHRS,705,54656,"BUFFALO, TX",SNM,1224,1224,100,96,11,0,N
FIRST SOUTHERN NB,FIRST SOUTHERN BC,706,702612,"LANCASTER, KY",NAT,1220,1220,100,96,13,0,N
CENTRAL NB,CENTRAL OF KS,707,234355,"JUNCTION CITY, KS",NAT,1220,1220,100,96,32,0,N
SIGNATURE BK NA,SIGNATURE BC,708,3076604,"TOLEDO, OH",NAT,1216,1216,100,96,1,0,N
